Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Octahedral Factor
138.0,138.0,73,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.3318181818181818
138.0,138.0,73,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.3318181818181818
138.0,138.0,73,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.3318181818181818
138.0,138.0,73,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.3318181818181818
138.0,138.0,73,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.3318181818181818
138.0,138.0,73,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.3318181818181818
138.0,138.0,73,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.3318181818181818
152.0,152.0,73,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.3318181818181818
152.0,152.0,73,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.3318181818181818
152.0,152.0,73,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.3318181818181818
152.0,152.0,73,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.3318181818181818
152.0,152.0,73,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.3318181818181818
152.0,152.0,73,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.3318181818181818
152.0,152.0,73,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.3318181818181818
152.0,152.0,73,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.3318181818181818
167.0,167.0,73,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.3318181818181818
167.0,167.0,73,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.3318181818181818
167.0,167.0,73,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.3318181818181818
167.0,167.0,73,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.3318181818181818
167.0,167.0,73,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.3318181818181818
167.0,167.0,73,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.3318181818181818
167.0,167.0,73,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.3318181818181818
167.0,167.0,73,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.3318181818181818
76.0,76.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
76.0,76.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
76.0,76.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
76.0,76.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
76.0,76.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
76.0,76.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
76.0,76.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
76.0,76.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
102.0,102.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
102.0,102.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
102.0,102.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
102.0,102.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
102.0,102.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
102.0,102.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
102.0,102.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
102.0,102.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
138.0,138.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
138.0,138.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
138.0,138.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
138.0,138.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
138.0,138.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
138.0,138.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
138.0,138.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
138.0,138.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
152.0,152.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
152.0,152.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
152.0,152.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
152.0,152.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
152.0,152.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
152.0,152.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
152.0,152.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
152.0,152.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
167.0,167.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
167.0,167.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
167.0,167.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
167.0,167.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
167.0,167.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
167.0,167.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
167.0,167.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
167.0,167.0,112,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.509090909090909
76.0,76.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
76.0,76.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
76.0,76.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
76.0,76.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
76.0,76.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
76.0,76.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
76.0,76.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
76.0,76.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
102.0,102.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
102.0,102.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
102.0,102.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
102.0,102.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
102.0,102.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
102.0,102.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
102.0,102.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
102.0,102.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
138.0,138.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
138.0,138.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
138.0,138.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
138.0,138.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
138.0,138.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
138.0,138.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
138.0,138.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
138.0,138.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
152.0,152.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
152.0,152.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
152.0,152.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
152.0,152.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
152.0,152.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
152.0,152.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
152.0,152.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
152.0,152.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
76.0,102.0,73,133.0,133.0,133.0,133.0,0.5488721804511278
76.0,102.0,73,133.0,133.0,133.0,133.0,0.5488721804511278
76.0,102.0,73,133.0,133.0,133.0,133.0,0.5488721804511278
76.0,102.0,73,133.0,133.0,133.0,133.0,0.5488721804511278
76.0,102.0,73,133.0,133.0,133.0,133.0,0.5488721804511278
76.0,102.0,73,133.0,133.0,133.0,133.0,0.5488721804511278
76.0,102.0,73,133.0,133.0,133.0,133.0,0.5488721804511278
76.0,102.0,73,133.0,133.0,133.0,133.0,0.5488721804511278
102.0,138.0,73,181.0,181.0,181.0,181.0,0.40331491712707185
102.0,138.0,73,181.0,181.0,181.0,181.0,0.40331491712707185
102.0,138.0,73,181.0,181.0,181.0,181.0,0.40331491712707185
102.0,138.0,73,181.0,181.0,181.0,181.0,0.40331491712707185
102.0,138.0,73,181.0,181.0,181.0,181.0,0.40331491712707185
102.0,138.0,73,181.0,181.0,181.0,181.0,0.40331491712707185
102.0,138.0,73,181.0,181.0,181.0,181.0,0.40331491712707185
102.0,138.0,73,181.0,181.0,181.0,181.0,0.40331491712707185
138.0,167.0,112,181.0,181.0,181.0,181.0,0.6187845303867403
138.0,167.0,112,181.0,181.0,181.0,181.0,0.6187845303867403
138.0,167.0,112,181.0,181.0,181.0,181.0,0.6187845303867403
138.0,167.0,112,181.0,181.0,181.0,181.0,0.6187845303867403
138.0,167.0,112,181.0,181.0,181.0,181.0,0.6187845303867403
138.0,167.0,112,181.0,181.0,181.0,181.0,0.6187845303867403
138.0,167.0,112,181.0,181.0,181.0,181.0,0.6187845303867403
138.0,167.0,112,181.0,181.0,181.0,181.0,0.6187845303867403
76.0,138.0,112,196.0,196.0,196.0,196.0,0.5714285714285714
76.0,138.0,112,196.0,196.0,196.0,196.0,0.5714285714285714
76.0,138.0,112,196.0,196.0,196.0,196.0,0.5714285714285714
76.0,138.0,112,196.0,196.0,196.0,196.0,0.5714285714285714
76.0,138.0,112,196.0,196.0,196.0,196.0,0.5714285714285714
76.0,138.0,112,196.0,196.0,196.0,196.0,0.5714285714285714
76.0,138.0,112,196.0,196.0,196.0,196.0,0.5714285714285714
76.0,138.0,112,196.0,196.0,196.0,196.0,0.5714285714285714
138.0,152.0,119,196.0,196.0,196.0,196.0,0.6071428571428571
138.0,152.0,119,196.0,196.0,196.0,196.0,0.6071428571428571
138.0,152.0,119,196.0,196.0,196.0,196.0,0.6071428571428571
138.0,152.0,119,196.0,196.0,196.0,196.0,0.6071428571428571
138.0,152.0,119,196.0,196.0,196.0,196.0,0.6071428571428571
138.0,152.0,119,196.0,196.0,196.0,196.0,0.6071428571428571
138.0,152.0,119,196.0,196.0,196.0,196.0,0.6071428571428571
138.0,152.0,119,196.0,196.0,196.0,196.0,0.6071428571428571
152.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
152.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
152.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
152.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
152.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
152.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
152.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
152.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003,0.5409090909090908
76.0,76.0,73,133.0,133.0,133.0,181.0,0.503448275862069
76.0,76.0,73,133.0,133.0,133.0,181.0,0.503448275862069
76.0,76.0,73,133.0,133.0,133.0,181.0,0.503448275862069
76.0,76.0,73,133.0,133.0,133.0,181.0,0.503448275862069
76.0,76.0,73,133.0,133.0,133.0,181.0,0.503448275862069
76.0,76.0,73,133.0,133.0,133.0,181.0,0.503448275862069
76.0,76.0,73,133.0,133.0,133.0,181.0,0.503448275862069
76.0,76.0,73,133.0,133.0,133.0,181.0,0.503448275862069
102.0,102.0,73,133.0,133.0,133.0,181.0,0.503448275862069
102.0,102.0,73,133.0,133.0,133.0,181.0,0.503448275862069
102.0,102.0,73,133.0,133.0,133.0,181.0,0.503448275862069
102.0,102.0,73,133.0,133.0,133.0,181.0,0.503448275862069
102.0,102.0,73,133.0,133.0,133.0,181.0,0.503448275862069
102.0,102.0,73,133.0,133.0,133.0,181.0,0.503448275862069
102.0,102.0,73,133.0,133.0,133.0,181.0,0.503448275862069
102.0,102.0,73,133.0,133.0,133.0,181.0,0.503448275862069
76.0,76.0,112,181.0,181.0,181.0,196.0,0.6062246278755075
76.0,76.0,112,181.0,181.0,181.0,196.0,0.6062246278755075
76.0,76.0,112,181.0,181.0,181.0,196.0,0.6062246278755075
76.0,76.0,112,181.0,181.0,181.0,196.0,0.6062246278755075
76.0,76.0,112,181.0,181.0,181.0,196.0,0.6062246278755075
76.0,76.0,112,181.0,181.0,181.0,196.0,0.6062246278755075
76.0,76.0,112,181.0,181.0,181.0,196.0,0.6062246278755075
76.0,76.0,112,181.0,181.0,181.0,196.0,0.6062246278755075
102.0,102.0,112,181.0,181.0,181.0,196.0,0.6062246278755075
102.0,102.0,112,181.0,181.0,181.0,196.0,0.6062246278755075
102.0,102.0,112,181.0,181.0,181.0,196.0,0.6062246278755075
102.0,102.0,112,181.0,181.0,181.0,196.0,0.6062246278755075
102.0,102.0,112,181.0,181.0,181.0,196.0,0.6062246278755075
102.0,102.0,112,181.0,181.0,181.0,196.0,0.6062246278755075
102.0,102.0,112,181.0,181.0,181.0,196.0,0.6062246278755075
102.0,102.0,112,181.0,181.0,181.0,196.0,0.6062246278755075
76.0,76.0,119,196.0,196.0,196.0,220.00000000000003,0.5891089108910891
76.0,76.0,119,196.0,196.0,196.0,220.00000000000003,0.5891089108910891
76.0,76.0,119,196.0,196.0,196.0,220.00000000000003,0.5891089108910891
76.0,76.0,119,196.0,196.0,196.0,220.00000000000003,0.5891089108910891
76.0,76.0,119,196.0,196.0,196.0,220.00000000000003,0.5891089108910891
76.0,76.0,119,196.0,196.0,196.0,220.00000000000003,0.5891089108910891
76.0,76.0,119,196.0,196.0,196.0,220.00000000000003,0.5891089108910891
76.0,76.0,119,196.0,196.0,196.0,220.00000000000003,0.5891089108910891
102.0,102.0,119,196.0,196.0,196.0,220.00000000000003,0.5891089108910891
102.0,102.0,119,196.0,196.0,196.0,220.00000000000003,0.5891089108910891
102.0,102.0,119,196.0,196.0,196.0,220.00000000000003,0.5891089108910891
102.0,102.0,119,196.0,196.0,196.0,220.00000000000003,0.5891089108910891
102.0,102.0,119,196.0,196.0,196.0,220.00000000000003,0.5891089108910891
102.0,102.0,119,196.0,196.0,196.0,220.00000000000003,0.5891089108910891
102.0,102.0,119,196.0,196.0,196.0,220.00000000000003,0.5891089108910891
102.0,102.0,119,196.0,196.0,196.0,220.00000000000003,0.5891089108910891
138.0,138.0,73,133.0,133.0,181.0,181.0,0.46496815286624205
138.0,138.0,73,133.0,133.0,181.0,181.0,0.46496815286624205
138.0,138.0,73,133.0,133.0,181.0,181.0,0.46496815286624205
138.0,138.0,73,133.0,133.0,181.0,181.0,0.46496815286624205
138.0,138.0,73,133.0,133.0,181.0,181.0,0.46496815286624205
138.0,138.0,73,133.0,133.0,181.0,181.0,0.46496815286624205
138.0,138.0,73,133.0,133.0,181.0,181.0,0.46496815286624205
138.0,138.0,73,133.0,133.0,181.0,181.0,0.46496815286624205
152.0,152.0,73,133.0,133.0,133.0,196.0,0.4907563025210084
152.0,152.0,73,133.0,133.0,133.0,196.0,0.4907563025210084
152.0,152.0,73,133.0,133.0,133.0,196.0,0.4907563025210084
152.0,152.0,73,133.0,133.0,133.0,196.0,0.4907563025210084
152.0,152.0,73,133.0,133.0,133.0,196.0,0.4907563025210084
152.0,152.0,73,133.0,133.0,133.0,196.0,0.4907563025210084
152.0,152.0,73,133.0,133.0,133.0,196.0,0.4907563025210084
152.0,152.0,73,133.0,133.0,133.0,196.0,0.4907563025210084
138.0,138.0,112,196.0,196.0,220.00000000000003,181.0,0.5649432534678437
138.0,138.0,112,196.0,196.0,220.00000000000003,181.0,0.5649432534678437
138.0,138.0,112,196.0,196.0,220.00000000000003,181.0,0.5649432534678437
138.0,138.0,112,196.0,196.0,220.00000000000003,181.0,0.5649432534678437
138.0,138.0,112,196.0,196.0,220.00000000000003,181.0,0.5649432534678437
138.0,138.0,112,196.0,196.0,220.00000000000003,181.0,0.5649432534678437
138.0,138.0,112,196.0,196.0,220.00000000000003,181.0,0.5649432534678437
138.0,138.0,112,196.0,196.0,220.00000000000003,181.0,0.5649432534678437
167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,181.0,0.5659928656361474
167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,181.0,0.5659928656361474
167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,181.0,0.5659928656361474
167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,181.0,0.5659928656361474
167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,181.0,0.5659928656361474
167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,181.0,0.5659928656361474
167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,181.0,0.5659928656361474
167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,181.0,0.5659928656361474
138.0,138.0,119,133.0,181.0,196.0,220.00000000000003,0.6520547945205479
138.0,138.0,119,133.0,181.0,196.0,220.00000000000003,0.6520547945205479
138.0,138.0,119,133.0,181.0,196.0,220.00000000000003,0.6520547945205479
138.0,138.0,119,133.0,181.0,196.0,220.00000000000003,0.6520547945205479
138.0,138.0,119,133.0,181.0,196.0,220.00000000000003,0.6520547945205479
138.0,138.0,119,133.0,181.0,196.0,220.00000000000003,0.6520547945205479
138.0,138.0,119,133.0,181.0,196.0,220.00000000000003,0.6520547945205479
138.0,138.0,119,133.0,181.0,196.0,220.00000000000003,0.6520547945205479
167.0,167.0,112,196.0,196.0,220.00000000000003,220.00000000000003,0.5384615384615384
167.0,167.0,112,196.0,196.0,220.00000000000003,220.00000000000003,0.5384615384615384
167.0,167.0,112,196.0,196.0,220.00000000000003,220.00000000000003,0.5384615384615384
167.0,167.0,112,196.0,196.0,220.00000000000003,220.00000000000003,0.5384615384615384
167.0,167.0,112,196.0,196.0,220.00000000000003,220.00000000000003,0.5384615384615384
167.0,167.0,112,196.0,196.0,220.00000000000003,220.00000000000003,0.5384615384615384
167.0,167.0,112,196.0,196.0,220.00000000000003,220.00000000000003,0.5384615384615384
167.0,167.0,112,196.0,196.0,220.00000000000003,220.00000000000003,0.5384615384615384
152.0,152.0,119,133.0,133.0,133.0,220.00000000000003,0.7689822294022617
152.0,152.0,119,133.0,133.0,133.0,220.00000000000003,0.7689822294022617
152.0,152.0,119,133.0,133.0,133.0,220.00000000000003,0.7689822294022617
152.0,152.0,119,133.0,133.0,133.0,220.00000000000003,0.7689822294022617
152.0,152.0,119,133.0,133.0,133.0,220.00000000000003,0.7689822294022617
152.0,152.0,119,133.0,133.0,133.0,220.00000000000003,0.7689822294022617
152.0,152.0,119,133.0,133.0,133.0,220.00000000000003,0.7689822294022617
152.0,152.0,119,133.0,133.0,133.0,220.00000000000003,0.7689822294022617
152.0,152.0,112,181.0,181.0,220.00000000000003,220.00000000000003,0.5586034912718204
152.0,152.0,112,181.0,181.0,220.00000000000003,220.00000000000003,0.5586034912718204
152.0,152.0,112,181.0,181.0,220.00000000000003,220.00000000000003,0.5586034912718204
152.0,152.0,112,181.0,181.0,220.00000000000003,220.00000000000003,0.5586034912718204
152.0,152.0,112,181.0,181.0,220.00000000000003,220.00000000000003,0.5586034912718204
152.0,152.0,112,181.0,181.0,220.00000000000003,220.00000000000003,0.5586034912718204
152.0,152.0,112,181.0,181.0,220.00000000000003,220.00000000000003,0.5586034912718204
152.0,152.0,112,181.0,181.0,220.00000000000003,220.00000000000003,0.5586034912718204
