,solar_Element_1,solar_Element_2,solar_Element_3,solar_Element_4,solar_Element_5,solar_Element_6,solar_Element_7,solar_ion
133,0.26328102,0.26328102,0.34884757,0.13827051,0.13827051,0.13827051,0.13827051,0.17888987
134,0.26328102,0.26328102,0.34884757,0.13827051,0.13827051,0.13827051,0.13827051,0.09761983
135,0.26328102,0.26328102,0.34884757,0.13827051,0.13827051,0.13827051,0.13827051,0.14519602
136,0.2121902,0.2121902,0.34884757,0.13827051,0.13827051,0.13827051,0.13827051,0.24562924
137,0.2121902,0.2121902,0.34884757,0.13827051,0.13827051,0.13827051,0.13827051,0.21135272
138,0.2121902,0.2121902,0.34884757,0.13827051,0.13827051,0.13827051,0.13827051,0.2121902
139,0.2121902,0.2121902,0.34884757,0.13827051,0.13827051,0.13827051,0.13827051,0.26328102
140,0.2121902,0.2121902,0.34884757,0.13827051,0.13827051,0.13827051,0.13827051,0.2466504
141,0.2121902,0.2121902,0.34884757,0.13827051,0.13827051,0.13827051,0.13827051,0.17888987
142,0.2121902,0.2121902,0.34884757,0.13827051,0.13827051,0.13827051,0.13827051,0.09761983
143,0.2121902,0.2121902,0.34884757,0.13827051,0.13827051,0.13827051,0.13827051,0.14519602
144,0.13468511,0.13468511,0.34884757,0.13827051,0.13827051,0.13827051,0.13827051,0.24562924
145,0.13468511,0.13468511,0.34884757,0.13827051,0.13827051,0.13827051,0.13827051,0.21135272
146,0.13468511,0.13468511,0.34884757,0.13827051,0.13827051,0.13827051,0.13827051,0.2121902
147,0.13468511,0.13468511,0.34884757,0.13827051,0.13827051,0.13827051,0.13827051,0.26328102
148,0.13468511,0.13468511,0.34884757,0.13827051,0.13827051,0.13827051,0.13827051,0.2466504
149,0.13468511,0.13468511,0.34884757,0.13827051,0.13827051,0.13827051,0.13827051,0.17888987
150,0.13468511,0.13468511,0.34884757,0.13827051,0.13827051,0.13827051,0.13827051,0.09761983
151,0.13468511,0.13468511,0.34884757,0.13827051,0.13827051,0.13827051,0.13827051,0.14519602
152,0.24314453,0.24314453,0.34884757,0.13827051,0.13827051,0.13827051,0.13827051,0.24562924
153,0.24314453,0.24314453,0.34884757,0.13827051,0.13827051,0.13827051,0.13827051,0.21135272
154,0.24314453,0.24314453,0.34884757,0.13827051,0.13827051,0.13827051,0.13827051,0.2121902
155,0.24314453,0.24314453,0.34884757,0.13827051,0.13827051,0.13827051,0.13827051,0.26328102
156,0.24314453,0.24314453,0.34884757,0.13827051,0.13827051,0.13827051,0.13827051,0.2466504
157,0.24314453,0.24314453,0.34884757,0.13827051,0.13827051,0.13827051,0.13827051,0.17888987
158,0.24314453,0.24314453,0.34884757,0.13827051,0.13827051,0.13827051,0.13827051,0.09761983
159,0.24314453,0.24314453,0.34884757,0.13827051,0.13827051,0.13827051,0.13827051,0.14519602
160,0.24562924,0.24562924,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.24562924
161,0.24562924,0.24562924,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.21135272
162,0.24562924,0.24562924,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.2121902
163,0.24562924,0.24562924,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.26328102
164,0.24562924,0.24562924,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.2466504
165,0.24562924,0.24562924,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.17888987
166,0.24562924,0.24562924,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.09761983
167,0.24562924,0.24562924,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.14519602
168,0.26328102,0.26328102,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.24562924
169,0.26328102,0.26328102,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.21135272
170,0.26328102,0.26328102,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.2121902
171,0.26328102,0.26328102,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.26328102
172,0.26328102,0.26328102,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.2466504
173,0.26328102,0.26328102,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.17888987
174,0.26328102,0.26328102,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.09761983
175,0.26328102,0.26328102,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.14519602
176,0.2121902,0.2121902,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.24562924
177,0.2121902,0.2121902,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.21135272
178,0.2121902,0.2121902,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.2121902
179,0.2121902,0.2121902,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.26328102
180,0.2121902,0.2121902,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.2466504
181,0.2121902,0.2121902,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.17888987
182,0.2121902,0.2121902,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.09761983
183,0.2121902,0.2121902,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.14519602
184,0.13468511,0.13468511,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.24562924
185,0.13468511,0.13468511,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.21135272
186,0.13468511,0.13468511,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.2121902
187,0.13468511,0.13468511,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.26328102
188,0.13468511,0.13468511,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.2466504
189,0.13468511,0.13468511,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.17888987
190,0.13468511,0.13468511,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.09761983
191,0.13468511,0.13468511,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.14519602
192,0.24314453,0.24314453,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.24562924
193,0.24314453,0.24314453,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.21135272
194,0.24314453,0.24314453,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.2121902
195,0.24314453,0.24314453,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.26328102
196,0.24314453,0.24314453,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.2466504
197,0.24314453,0.24314453,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.17888987
198,0.24314453,0.24314453,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.09761983
199,0.24314453,0.24314453,0.20178853,0.13827051,0.13827051,0.13827051,0.13827051,0.14519602
200,0.24562924,0.24562924,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.24562924
201,0.24562924,0.24562924,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.21135272
202,0.24562924,0.24562924,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.2121902
203,0.24562924,0.24562924,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.26328102
204,0.24562924,0.24562924,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.2466504
205,0.24562924,0.24562924,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.17888987
206,0.24562924,0.24562924,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.09761983
207,0.24562924,0.24562924,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.14519602
208,0.26328102,0.26328102,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.24562924
209,0.26328102,0.26328102,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.21135272
210,0.26328102,0.26328102,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.2121902
211,0.26328102,0.26328102,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.26328102
212,0.26328102,0.26328102,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.2466504
213,0.26328102,0.26328102,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.17888987
214,0.26328102,0.26328102,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.09761983
215,0.26328102,0.26328102,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.14519602
216,0.2121902,0.2121902,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.24562924
217,0.2121902,0.2121902,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.21135272
218,0.2121902,0.2121902,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.2121902
219,0.2121902,0.2121902,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.26328102
220,0.2121902,0.2121902,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.2466504
221,0.2121902,0.2121902,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.17888987
222,0.2121902,0.2121902,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.09761983
223,0.2121902,0.2121902,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.14519602
224,0.13468511,0.13468511,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.24562924
225,0.13468511,0.13468511,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.21135272
226,0.13468511,0.13468511,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.2121902
227,0.13468511,0.13468511,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.26328102
228,0.13468511,0.13468511,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.2466504
229,0.13468511,0.13468511,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.17888987
230,0.13468511,0.13468511,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.09761983
231,0.13468511,0.13468511,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.14519602
232,0.24314453,0.24314453,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.24562924
233,0.24314453,0.24314453,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.21135272
234,0.24314453,0.24314453,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.2121902
235,0.24314453,0.24314453,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.26328102
236,0.24314453,0.24314453,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.2466504
237,0.24314453,0.24314453,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.17888987
238,0.24314453,0.24314453,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.09761983
239,0.24314453,0.24314453,0.12345503,0.13827051,0.13827051,0.13827051,0.13827051,0.14519602
240,0.24562924,0.24562924,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.24562924
241,0.24562924,0.24562924,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.21135272
242,0.24562924,0.24562924,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.2121902
243,0.24562924,0.24562924,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.26328102
244,0.24562924,0.24562924,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.2466504
245,0.24562924,0.24562924,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.17888987
246,0.24562924,0.24562924,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.09761983
247,0.24562924,0.24562924,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.14519602
248,0.26328102,0.26328102,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.24562924
249,0.26328102,0.26328102,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.21135272
250,0.26328102,0.26328102,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.2121902
251,0.26328102,0.26328102,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.26328102
252,0.26328102,0.26328102,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.2466504
253,0.26328102,0.26328102,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.17888987
254,0.26328102,0.26328102,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.09761983
255,0.26328102,0.26328102,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.14519602
256,0.2121902,0.2121902,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.24562924
257,0.2121902,0.2121902,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.21135272
258,0.2121902,0.2121902,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.2121902
259,0.2121902,0.2121902,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.26328102
260,0.2121902,0.2121902,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.2466504
261,0.2121902,0.2121902,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.17888987
262,0.2121902,0.2121902,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.09761983
263,0.2121902,0.2121902,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.14519602
264,0.13468511,0.13468511,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.24562924
265,0.13468511,0.13468511,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.21135272
266,0.13468511,0.13468511,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.2121902
267,0.13468511,0.13468511,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.26328102
268,0.13468511,0.13468511,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.2466504
269,0.13468511,0.13468511,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.17888987
270,0.13468511,0.13468511,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.09761983
271,0.13468511,0.13468511,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.14519602
272,0.24314453,0.24314453,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.24562924
273,0.24314453,0.24314453,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.21135272
274,0.24314453,0.24314453,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.2121902
275,0.24314453,0.24314453,0.34884757,0.1442311,0.1442311,0.1442311,0.1442311,0.26328102
