Name
LiLiGeFFFFLi
LiLiGeFFFFZn
LiLiGeFFFFK
LiLiGeFFFFNa
LiLiGeFFFFAl
LiLiGeFFFFCa
LiLiGeFFFFMg
LiLiGeFFFFF
NaNaGeFFFFLi
NaNaGeFFFFZn
NaNaGeFFFFK
NaNaGeFFFFNa
NaNaGeFFFFAl
NaNaGeFFFFCa
NaNaGeFFFFMg
NaNaGeFFFFF
KKGeFFFFLi
KKGeFFFFZn
KKGeFFFFK
KKGeFFFFNa
KKGeFFFFAl
KKGeFFFFCa
KKGeFFFFMg
KKGeFFFFF
RbRbGeFFFFLi
RbRbGeFFFFZn
RbRbGeFFFFK
RbRbGeFFFFNa
RbRbGeFFFFAl
RbRbGeFFFFCa
RbRbGeFFFFMg
RbRbGeFFFFF
CsCsGeFFFFLi
CsCsGeFFFFZn
CsCsGeFFFFK
CsCsGeFFFFNa
CsCsGeFFFFAl
CsCsGeFFFFCa
CsCsGeFFFFMg
CsCsGeFFFFF
LiLiSnFFFFLi
LiLiSnFFFFZn
LiLiSnFFFFK
LiLiSnFFFFNa
LiLiSnFFFFAl
LiLiSnFFFFCa
LiLiSnFFFFMg
LiLiSnFFFFF
NaNaSnFFFFLi
NaNaSnFFFFZn
NaNaSnFFFFK
NaNaSnFFFFNa
NaNaSnFFFFAl
NaNaSnFFFFCa
NaNaSnFFFFMg
NaNaSnFFFFF
KKSnFFFFLi
KKSnFFFFZn
KKSnFFFFK
KKSnFFFFNa
KKSnFFFFAl
KKSnFFFFCa
KKSnFFFFMg
KKSnFFFFF
RbRbSnFFFFLi
RbRbSnFFFFZn
RbRbSnFFFFK
RbRbSnFFFFNa
RbRbSnFFFFAl
RbRbSnFFFFCa
RbRbSnFFFFMg
RbRbSnFFFFF
CsCsSnFFFFLi
CsCsSnFFFFZn
CsCsSnFFFFK
CsCsSnFFFFNa
CsCsSnFFFFAl
CsCsSnFFFFCa
CsCsSnFFFFMg
CsCsSnFFFFF
LiLiPbFFFFLi
LiLiPbFFFFZn
LiLiPbFFFFK
LiLiPbFFFFNa
LiLiPbFFFFAl
LiLiPbFFFFCa
LiLiPbFFFFMg
LiLiPbFFFFF
NaNaPbFFFFLi
NaNaPbFFFFZn
NaNaPbFFFFK
NaNaPbFFFFNa
NaNaPbFFFFAl
NaNaPbFFFFCa
NaNaPbFFFFMg
NaNaPbFFFFF
KKPbFFFFLi
KKPbFFFFZn
KKPbFFFFK
KKPbFFFFNa
KKPbFFFFAl
KKPbFFFFCa
KKPbFFFFMg
KKPbFFFFF
RbRbPbFFFFLi
RbRbPbFFFFZn
RbRbPbFFFFK
RbRbPbFFFFNa
RbRbPbFFFFAl
RbRbPbFFFFCa
RbRbPbFFFFMg
RbRbPbFFFFF
CsCsPbFFFFLi
CsCsPbFFFFZn
CsCsPbFFFFK
CsCsPbFFFFNa
CsCsPbFFFFAl
CsCsPbFFFFCa
CsCsPbFFFFMg
CsCsPbFFFFF
LiLiGeClClClClLi
LiLiGeClClClClZn
LiLiGeClClClClK
LiLiGeClClClClNa
LiLiGeClClClClAl
LiLiGeClClClClCa
LiLiGeClClClClMg
LiLiGeClClClClF
NaNaGeClClClClLi
NaNaGeClClClClZn
NaNaGeClClClClK
NaNaGeClClClClNa
NaNaGeClClClClAl
NaNaGeClClClClCa
NaNaGeClClClClMg
NaNaGeClClClClF
KKGeClClClClLi
KKGeClClClClZn
KKGeClClClClK
KKGeClClClClNa
KKGeClClClClAl
KKGeClClClClCa
KKGeClClClClMg
KKGeClClClClF
RbRbGeClClClClLi
RbRbGeClClClClZn
RbRbGeClClClClK
RbRbGeClClClClNa
RbRbGeClClClClAl
RbRbGeClClClClCa
RbRbGeClClClClMg
RbRbGeClClClClF
CsCsGeClClClClLi
CsCsGeClClClClZn
CsCsGeClClClClK
CsCsGeClClClClNa
CsCsGeClClClClAl
CsCsGeClClClClCa
CsCsGeClClClClMg
CsCsGeClClClClF
LiLiSnClClClClLi
LiLiSnClClClClZn
LiLiSnClClClClK
LiLiSnClClClClNa
LiLiSnClClClClAl
LiLiSnClClClClCa
LiLiSnClClClClMg
LiLiSnClClClClF
NaNaSnClClClClLi
NaNaSnClClClClZn
NaNaSnClClClClK
NaNaSnClClClClNa
NaNaSnClClClClAl
NaNaSnClClClClCa
NaNaSnClClClClMg
NaNaSnClClClClF
KKSnClClClClLi
KKSnClClClClZn
KKSnClClClClK
KKSnClClClClNa
KKSnClClClClAl
KKSnClClClClCa
KKSnClClClClMg
KKSnClClClClF
