,photo_Element_1,photo_Element_2,photo_Element_3,photo_Element_4,photo_Element_5,photo_Element_6,photo_Element_7,photo_ion
47,0.21369803,0.21369803,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.2255989
48,0.24808288,0.24808288,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.21369803
49,0.24808288,0.24808288,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.285988
50,0.24808288,0.24808288,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.24078286
51,0.24808288,0.24808288,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.24808288
52,0.24808288,0.24808288,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.3135546
53,0.24808288,0.24808288,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.17932105
54,0.24808288,0.24808288,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.16434124
55,0.24808288,0.24808288,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.2255989
56,0.24078286,0.24078286,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.21369803
57,0.24078286,0.24078286,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.285988
58,0.24078286,0.24078286,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.24078286
59,0.24078286,0.24078286,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.24808288
60,0.24078286,0.24078286,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.3135546
61,0.24078286,0.24078286,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.17932105
62,0.24078286,0.24078286,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.16434124
63,0.24078286,0.24078286,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.2255989
64,0.30728492,0.30728492,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.21369803
65,0.30728492,0.30728492,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.285988
66,0.30728492,0.30728492,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.24078286
67,0.30728492,0.30728492,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.24808288
68,0.30728492,0.30728492,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.3135546
69,0.30728492,0.30728492,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.17932105
70,0.30728492,0.30728492,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.16434124
71,0.30728492,0.30728492,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.2255989
72,0.32346746,0.32346746,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.21369803
73,0.32346746,0.32346746,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.285988
74,0.32346746,0.32346746,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.24078286
75,0.32346746,0.32346746,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.24808288
76,0.32346746,0.32346746,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.3135546
77,0.32346746,0.32346746,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.17932105
78,0.32346746,0.32346746,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.16434124
79,0.32346746,0.32346746,0.15193579,0.2255989,0.2255989,0.2255989,0.2255989,0.2255989
80,0.21369803,0.21369803,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.21369803
81,0.21369803,0.21369803,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.285988
82,0.21369803,0.21369803,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.24078286
83,0.21369803,0.21369803,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.24808288
84,0.21369803,0.21369803,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.3135546
85,0.21369803,0.21369803,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.17932105
86,0.21369803,0.21369803,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.16434124
87,0.21369803,0.21369803,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.2255989
88,0.24808288,0.24808288,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.21369803
89,0.24808288,0.24808288,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.285988
90,0.24808288,0.24808288,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.24078286
91,0.24808288,0.24808288,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.24808288
92,0.24808288,0.24808288,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.3135546
93,0.24808288,0.24808288,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.17932105
94,0.24808288,0.24808288,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.16434124
95,0.24808288,0.24808288,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.2255989
96,0.24078286,0.24078286,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.21369803
97,0.24078286,0.24078286,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.285988
98,0.24078286,0.24078286,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.24078286
99,0.24078286,0.24078286,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.24808288
100,0.24078286,0.24078286,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.3135546
101,0.24078286,0.24078286,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.17932105
102,0.24078286,0.24078286,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.16434124
103,0.24078286,0.24078286,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.2255989
104,0.30728492,0.30728492,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.21369803
105,0.30728492,0.30728492,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.285988
106,0.30728492,0.30728492,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.24078286
107,0.30728492,0.30728492,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.24808288
108,0.30728492,0.30728492,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.3135546
109,0.30728492,0.30728492,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.17932105
110,0.30728492,0.30728492,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.16434124
111,0.30728492,0.30728492,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.2255989
112,0.32346746,0.32346746,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.21369803
113,0.32346746,0.32346746,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.285988
114,0.32346746,0.32346746,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.24078286
115,0.32346746,0.32346746,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.24808288
116,0.32346746,0.32346746,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.3135546
117,0.32346746,0.32346746,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.17932105
118,0.32346746,0.32346746,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.16434124
119,0.32346746,0.32346746,0.14878257,0.2255989,0.2255989,0.2255989,0.2255989,0.2255989
120,0.21369803,0.21369803,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.21369803
121,0.21369803,0.21369803,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.285988
122,0.21369803,0.21369803,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.24078286
123,0.21369803,0.21369803,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.24808288
124,0.21369803,0.21369803,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.3135546
125,0.21369803,0.21369803,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.17932105
126,0.21369803,0.21369803,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.16434124
127,0.21369803,0.21369803,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.2255989
128,0.24808288,0.24808288,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.21369803
129,0.24808288,0.24808288,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.285988
130,0.24808288,0.24808288,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.24078286
131,0.24808288,0.24808288,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.24808288
132,0.24808288,0.24808288,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.3135546
133,0.24808288,0.24808288,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.17932105
134,0.24808288,0.24808288,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.16434124
135,0.24808288,0.24808288,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.2255989
136,0.24078286,0.24078286,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.21369803
137,0.24078286,0.24078286,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.285988
138,0.24078286,0.24078286,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.24078286
139,0.24078286,0.24078286,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.24808288
140,0.24078286,0.24078286,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.3135546
141,0.24078286,0.24078286,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.17932105
142,0.24078286,0.24078286,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.16434124
143,0.24078286,0.24078286,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.2255989
144,0.30728492,0.30728492,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.21369803
145,0.30728492,0.30728492,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.285988
146,0.30728492,0.30728492,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.24078286
147,0.30728492,0.30728492,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.24808288
148,0.30728492,0.30728492,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.3135546
149,0.30728492,0.30728492,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.17932105
150,0.30728492,0.30728492,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.16434124
151,0.30728492,0.30728492,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.2255989
152,0.32346746,0.32346746,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.21369803
153,0.32346746,0.32346746,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.285988
154,0.32346746,0.32346746,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.24078286
155,0.32346746,0.32346746,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.24808288
156,0.32346746,0.32346746,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.3135546
157,0.32346746,0.32346746,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.17932105
158,0.32346746,0.32346746,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.16434124
159,0.32346746,0.32346746,0.2188383,0.14601703,0.14601703,0.14601703,0.14601703,0.2255989
160,0.21369803,0.21369803,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.21369803
161,0.21369803,0.21369803,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.285988
162,0.21369803,0.21369803,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.24078286
163,0.21369803,0.21369803,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.24808288
164,0.21369803,0.21369803,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.3135546
165,0.21369803,0.21369803,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.17932105
166,0.21369803,0.21369803,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.16434124
167,0.21369803,0.21369803,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.2255989
168,0.24808288,0.24808288,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.21369803
169,0.24808288,0.24808288,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.285988
170,0.24808288,0.24808288,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.24078286
171,0.24808288,0.24808288,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.24808288
172,0.24808288,0.24808288,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.3135546
173,0.24808288,0.24808288,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.17932105
174,0.24808288,0.24808288,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.16434124
175,0.24808288,0.24808288,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.2255989
176,0.24078286,0.24078286,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.21369803
177,0.24078286,0.24078286,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.285988
178,0.24078286,0.24078286,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.24078286
179,0.24078286,0.24078286,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.24808288
180,0.24078286,0.24078286,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.3135546
181,0.24078286,0.24078286,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.17932105
182,0.24078286,0.24078286,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.16434124
183,0.24078286,0.24078286,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.2255989
184,0.30728492,0.30728492,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.21369803
185,0.30728492,0.30728492,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.285988
186,0.30728492,0.30728492,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.24078286
187,0.30728492,0.30728492,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.24808288
188,0.30728492,0.30728492,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.3135546
189,0.30728492,0.30728492,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.17932105
190,0.30728492,0.30728492,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.16434124
191,0.30728492,0.30728492,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.2255989
192,0.32346746,0.32346746,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.21369803
193,0.32346746,0.32346746,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.285988
194,0.32346746,0.32346746,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.24078286
195,0.32346746,0.32346746,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.24808288
196,0.32346746,0.32346746,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.3135546
197,0.32346746,0.32346746,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.17932105
198,0.32346746,0.32346746,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.16434124
199,0.32346746,0.32346746,0.15193579,0.14601703,0.14601703,0.14601703,0.14601703,0.2255989
200,0.21369803,0.21369803,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.21369803
201,0.21369803,0.21369803,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.285988
202,0.21369803,0.21369803,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.24078286
203,0.21369803,0.21369803,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.24808288
204,0.21369803,0.21369803,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.3135546
205,0.21369803,0.21369803,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.17932105
206,0.21369803,0.21369803,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.16434124
207,0.21369803,0.21369803,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.2255989
208,0.24808288,0.24808288,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.21369803
209,0.24808288,0.24808288,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.285988
210,0.24808288,0.24808288,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.24078286
211,0.24808288,0.24808288,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.24808288
212,0.24808288,0.24808288,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.3135546
213,0.24808288,0.24808288,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.17932105
214,0.24808288,0.24808288,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.16434124
215,0.24808288,0.24808288,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.2255989
216,0.24078286,0.24078286,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.21369803
217,0.24078286,0.24078286,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.285988
218,0.24078286,0.24078286,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.24078286
219,0.24078286,0.24078286,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.24808288
220,0.24078286,0.24078286,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.3135546
221,0.24078286,0.24078286,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.17932105
222,0.24078286,0.24078286,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.16434124
223,0.24078286,0.24078286,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.2255989
224,0.30728492,0.30728492,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.21369803
225,0.30728492,0.30728492,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.285988
226,0.30728492,0.30728492,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.24078286
227,0.30728492,0.30728492,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.24808288
228,0.30728492,0.30728492,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.3135546
229,0.30728492,0.30728492,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.17932105
230,0.30728492,0.30728492,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.16434124
231,0.30728492,0.30728492,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.2255989
232,0.32346746,0.32346746,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.21369803
233,0.32346746,0.32346746,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.285988
234,0.32346746,0.32346746,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.24078286
235,0.32346746,0.32346746,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.24808288
236,0.32346746,0.32346746,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.3135546
237,0.32346746,0.32346746,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.17932105
238,0.32346746,0.32346746,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.16434124
239,0.32346746,0.32346746,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703,0.2255989
240,0.21369803,0.21369803,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.21369803
241,0.21369803,0.21369803,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.285988
242,0.21369803,0.21369803,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.24078286
243,0.21369803,0.21369803,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.24808288
244,0.21369803,0.21369803,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.3135546
245,0.21369803,0.21369803,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.17932105
246,0.21369803,0.21369803,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.16434124
247,0.21369803,0.21369803,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.2255989
248,0.24808288,0.24808288,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.21369803
249,0.24808288,0.24808288,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.285988
250,0.24808288,0.24808288,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.24078286
251,0.24808288,0.24808288,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.24808288
252,0.24808288,0.24808288,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.3135546
253,0.24808288,0.24808288,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.17932105
254,0.24808288,0.24808288,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.16434124
255,0.24808288,0.24808288,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.2255989
256,0.24078286,0.24078286,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.21369803
257,0.24078286,0.24078286,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.285988
258,0.24078286,0.24078286,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.24078286
259,0.24078286,0.24078286,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.24808288
260,0.24078286,0.24078286,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.3135546
261,0.24078286,0.24078286,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.17932105
262,0.24078286,0.24078286,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.16434124
263,0.24078286,0.24078286,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.2255989
264,0.30728492,0.30728492,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.21369803
265,0.30728492,0.30728492,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.285988
266,0.30728492,0.30728492,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.24078286
267,0.30728492,0.30728492,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.24808288
268,0.30728492,0.30728492,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.3135546
269,0.30728492,0.30728492,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.17932105
270,0.30728492,0.30728492,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.16434124
271,0.30728492,0.30728492,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.2255989
272,0.32346746,0.32346746,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.21369803
273,0.32346746,0.32346746,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.285988
274,0.32346746,0.32346746,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.24078286
275,0.32346746,0.32346746,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114,0.24808288
