,stable_Element_1,stable_Element_2,stable_Element_3,stable_Element_4,stable_Element_5,stable_Element_6,stable_Element_7,stable_ion
187,0.38388637,0.38388637,0.33698854,0.35160717,0.35160717,0.35160717,0.35160717,0.38132802
188,0.38388637,0.38388637,0.33698854,0.35160717,0.35160717,0.35160717,0.35160717,0.2410393
189,0.38388637,0.38388637,0.33698854,0.35160717,0.35160717,0.35160717,0.35160717,0.33606577
190,0.38388637,0.38388637,0.33698854,0.35160717,0.35160717,0.35160717,0.35160717,0.41539073
191,0.38388637,0.38388637,0.33698854,0.35160717,0.35160717,0.35160717,0.35160717,0.2955075
192,0.4965323,0.4965323,0.33698854,0.35160717,0.35160717,0.35160717,0.35160717,0.3668327
193,0.4965323,0.4965323,0.33698854,0.35160717,0.35160717,0.35160717,0.35160717,0.31597647
194,0.4965323,0.4965323,0.33698854,0.35160717,0.35160717,0.35160717,0.35160717,0.287042
195,0.4965323,0.4965323,0.33698854,0.35160717,0.35160717,0.35160717,0.35160717,0.38132802
196,0.4965323,0.4965323,0.33698854,0.35160717,0.35160717,0.35160717,0.35160717,0.2410393
197,0.4965323,0.4965323,0.33698854,0.35160717,0.35160717,0.35160717,0.35160717,0.33606577
198,0.4965323,0.4965323,0.33698854,0.35160717,0.35160717,0.35160717,0.35160717,0.41539073
199,0.4965323,0.4965323,0.33698854,0.35160717,0.35160717,0.35160717,0.35160717,0.2955075
200,0.3668327,0.3668327,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.3668327
201,0.3668327,0.3668327,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.31597647
202,0.3668327,0.3668327,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.287042
203,0.3668327,0.3668327,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.38132802
204,0.3668327,0.3668327,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.2410393
205,0.3668327,0.3668327,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.33606577
206,0.3668327,0.3668327,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.41539073
207,0.3668327,0.3668327,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.2955075
208,0.38132802,0.38132802,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.3668327
209,0.38132802,0.38132802,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.31597647
210,0.38132802,0.38132802,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.287042
211,0.38132802,0.38132802,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.38132802
212,0.38132802,0.38132802,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.2410393
213,0.38132802,0.38132802,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.33606577
214,0.38132802,0.38132802,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.41539073
215,0.38132802,0.38132802,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.2955075
216,0.287042,0.287042,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.3668327
217,0.287042,0.287042,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.31597647
218,0.287042,0.287042,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.287042
219,0.287042,0.287042,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.38132802
220,0.287042,0.287042,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.2410393
221,0.287042,0.287042,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.33606577
222,0.287042,0.287042,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.41539073
223,0.287042,0.287042,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.2955075
224,0.38388637,0.38388637,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.3668327
225,0.38388637,0.38388637,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.31597647
226,0.38388637,0.38388637,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.287042
227,0.38388637,0.38388637,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.38132802
228,0.38388637,0.38388637,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.2410393
229,0.38388637,0.38388637,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.33606577
230,0.38388637,0.38388637,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.41539073
231,0.38388637,0.38388637,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.2955075
232,0.4965323,0.4965323,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.3668327
233,0.4965323,0.4965323,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.31597647
234,0.4965323,0.4965323,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.287042
235,0.4965323,0.4965323,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.38132802
236,0.4965323,0.4965323,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.2410393
237,0.4965323,0.4965323,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.33606577
238,0.4965323,0.4965323,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.41539073
239,0.4965323,0.4965323,0.23683436,0.35160717,0.35160717,0.35160717,0.35160717,0.2955075
240,0.3668327,0.3668327,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.3668327
241,0.3668327,0.3668327,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.31597647
242,0.3668327,0.3668327,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.287042
243,0.3668327,0.3668327,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.38132802
244,0.3668327,0.3668327,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.2410393
245,0.3668327,0.3668327,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.33606577
246,0.3668327,0.3668327,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.41539073
247,0.3668327,0.3668327,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.2955075
248,0.38132802,0.38132802,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.3668327
249,0.38132802,0.38132802,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.31597647
250,0.38132802,0.38132802,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.287042
251,0.38132802,0.38132802,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.38132802
252,0.38132802,0.38132802,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.2410393
253,0.38132802,0.38132802,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.33606577
254,0.38132802,0.38132802,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.41539073
255,0.38132802,0.38132802,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.2955075
256,0.287042,0.287042,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.3668327
257,0.287042,0.287042,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.31597647
258,0.287042,0.287042,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.287042
259,0.287042,0.287042,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.38132802
260,0.287042,0.287042,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.2410393
261,0.287042,0.287042,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.33606577
262,0.287042,0.287042,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.41539073
263,0.287042,0.287042,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.2955075
264,0.38388637,0.38388637,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.3668327
265,0.38388637,0.38388637,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.31597647
266,0.38388637,0.38388637,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.287042
267,0.38388637,0.38388637,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.38132802
268,0.38388637,0.38388637,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.2410393
269,0.38388637,0.38388637,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.33606577
270,0.38388637,0.38388637,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.41539073
271,0.38388637,0.38388637,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.2955075
272,0.4965323,0.4965323,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.3668327
273,0.4965323,0.4965323,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.31597647
274,0.4965323,0.4965323,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.287042
275,0.4965323,0.4965323,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.38132802
276,0.4965323,0.4965323,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.2410393
277,0.4965323,0.4965323,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.33606577
278,0.4965323,0.4965323,0.24944292,0.42254752,0.42254752,0.42254752,0.42254752,0.41539073
