PrecursorA
LiF
LiF
LiF
LiF
LiF
LiF
LiF
LiF
NaF
NaF
NaF
NaF
NaF
NaF
NaF
NaF
KF
KF
KF
KF
KF
KF
KF
KF
RbF
RbF
RbF
RbF
RbF
RbF
RbF
RbF
CsF
CsF
CsF
CsF
CsF
CsF
CsF
CsF
LiF
LiF
LiF
LiF
LiF
LiF
LiF
LiF
NaF
NaF
NaF
NaF
NaF
NaF
NaF
NaF
KF
KF
KF
KF
KF
KF
KF
KF
RbF
RbF
RbF
RbF
RbF
RbF
RbF
RbF
CsF
CsF
CsF
CsF
CsF
CsF
CsF
CsF
LiF
LiF
LiF
LiF
LiF
LiF
LiF
LiF
NaF
NaF
NaF
NaF
NaF
NaF
NaF
NaF
KF
KF
KF
KF
KF
KF
KF
KF
RbF
RbF
RbF
RbF
RbF
RbF
RbF
RbF
CsF
CsF
CsF
CsF
CsF
CsF
CsF
CsF
LiCl
LiCl
LiCl
LiCl
LiCl
LiCl
LiCl
LiCl
NaCl
NaCl
NaCl
NaCl
NaCl
NaCl
NaCl
NaCl
KCl
KCl
KCl
KCl
KCl
KCl
KCl
KCl
RbCl
RbCl
RbCl
RbCl
RbCl
RbCl
RbCl
RbCl
CsCl
CsCl
CsCl
CsCl
CsCl
CsCl
CsCl
CsCl
LiCl
LiCl
LiCl
LiCl
LiCl
LiCl
LiCl
LiCl
NaCl
NaCl
NaCl
NaCl
NaCl
NaCl
NaCl
NaCl
KCl
KCl
KCl
KCl
KCl
KCl
KCl
KCl
RbCl
RbCl
RbCl
RbCl
RbCl
RbCl
RbCl
RbCl
CsCl
CsCl
CsCl
CsCl
CsCl
CsCl
CsCl
CsCl
LiCl
LiCl
LiCl
LiCl
LiCl
LiCl
LiCl
LiCl
NaCl
NaCl
NaCl
NaCl
NaCl
NaCl
NaCl
NaCl
KCl
KCl
KCl
KCl
KCl
KCl
KCl
KCl
RbCl
RbCl
RbCl
RbCl
RbCl
RbCl
RbCl
RbCl
CsCl
CsCl
CsCl
CsCl
CsCl
CsCl
CsCl
CsCl
LiBr
LiBr
LiBr
LiBr
LiBr
LiBr
LiBr
LiBr
NaBr
NaBr
NaBr
NaBr
NaBr
NaBr
NaBr
NaBr
KBr
KBr
KBr
KBr
KBr
KBr
KBr
KBr
RbBr
RbBr
RbBr
RbBr
RbBr
RbBr
RbBr
RbBr
CsBr
CsBr
CsBr
CsBr
CsBr
CsBr
CsBr
CsBr
LiBr
LiBr
LiBr
LiBr
LiBr
LiBr
LiBr
LiBr
NaBr
NaBr
NaBr
NaBr
NaBr
NaBr
NaBr
NaBr
KBr
KBr
KBr
KBr
KBr
KBr
KBr
KBr
RbBr
RbBr
RbBr
RbBr
RbBr
RbBr
RbBr
RbBr
CsBr
CsBr
CsBr
CsBr
CsBr
CsBr
CsBr
CsBr
LiBr
LiBr
LiBr
LiBr
LiBr
LiBr
LiBr
LiBr
NaBr
NaBr
NaBr
NaBr
NaBr
NaBr
NaBr
NaBr
KBr
KBr
KBr
KBr
KBr
KBr
KBr
KBr
RbBr
RbBr
RbBr
RbBr
RbBr
RbBr
RbBr
RbBr
CsBr
CsBr
CsBr
CsBr
CsBr
CsBr
CsBr
CsBr
LiI
LiI
LiI
LiI
LiI
LiI
LiI
LiI
NaI
NaI
NaI
NaI
NaI
NaI
NaI
NaI
KI
KI
KI
KI
KI
KI
KI
KI
RbI
RbI
RbI
RbI
RbI
RbI
RbI
RbI
CsI
CsI
CsI
CsI
CsI
CsI
CsI
CsI
LiI
LiI
LiI
LiI
LiI
LiI
LiI
LiI
NaI
NaI
NaI
NaI
NaI
NaI
NaI
NaI
KI
KI
KI
KI
KI
KI
KI
KI
RbI
RbI
RbI
RbI
RbI
RbI
RbI
RbI
CsI
CsI
CsI
CsI
CsI
CsI
CsI
CsI
LiI
LiI
LiI
LiI
LiI
LiI
LiI
LiI
NaI
NaI
NaI
NaI
NaI
NaI
NaI
NaI
KI
KI
KI
KI
KI
KI
KI
KI
RbI
RbI
RbI
RbI
RbI
RbI
RbI
RbI
CsI
CsI
CsI
CsI
CsI
CsI
CsI
CsI
LiNaF2
LiNaF2
LiNaF2
LiNaF2
LiNaF2
LiNaF2
LiNaF2
LiNaF2
NaKCl2
NaKCl2
NaKCl2
NaKCl2
NaKCl2
NaKCl2
NaKCl2
NaKCl2
KCsCl2
KCsCl2
KCsCl2
KCsCl2
KCsCl2
KCsCl2
KCsCl2
KCsCl2
LiKBr2
LiKBr2
LiKBr2
LiKBr2
LiKBr2
LiKBr2
LiKBr2
LiKBr2
KRbBr2
KRbBr2
KRbBr2
KRbBr2
KRbBr2
KRbBr2
KRbBr2
KRbBr2
RbCsI2
RbCsI2
RbCsI2
RbCsI2
RbCsI2
RbCsI2
RbCsI2
RbCsI2
LiF
LiF
LiF
LiF
LiF
LiF
LiF
LiF
NaF
NaF
NaF
NaF
NaF
NaF
NaF
NaF
LiCl
LiCl
LiCl
LiCl
LiCl
LiCl
LiCl
LiCl
NaCl
NaCl
NaCl
NaCl
NaCl
NaCl
NaCl
NaCl
LiBr
LiBr
LiBr
LiBr
LiBr
LiBr
LiBr
LiBr
NaBr
NaBr
NaBr
NaBr
NaBr
NaBr
NaBr
NaBr
KF
KF
KF
KF
KF
KF
KF
KF
RbF
RbF
RbF
RbF
RbF
RbF
RbF
RbF
KBr
KBr
KBr
KBr
KBr
KBr
KBr
KBr
CsI
CsI
CsI
CsI
CsI
CsI
CsI
CsI
K2FCl
K2FCl
K2FCl
K2FCl
K2FCl
K2FCl
K2FCl
K2FCl
CsBr
CsBr
CsBr
CsBr
CsBr
CsBr
CsBr
CsBr
RbF
RbF
RbF
RbF
RbF
RbF
RbF
RbF
RbI
RbI
RbI
RbI
RbI
RbI
RbI
RbI
