,HOMO_energy,LUMO_energy,gap_AO
0,-0.415606,-0.149882,0.26572399999999996
1,-0.415606,-0.149882,0.26572399999999996
2,-0.415606,-0.149882,0.26572399999999996
3,-0.415606,-0.149882,0.26572399999999996
4,-0.415606,-0.149882,0.26572399999999996
5,-0.415606,-0.149882,0.26572399999999996
6,-0.415606,-0.149882,0.26572399999999996
7,-0.415606,-0.149882,0.26572399999999996
8,-0.415606,-0.149882,0.26572399999999996
9,-0.415606,-0.149882,0.26572399999999996
10,-0.415606,-0.149882,0.26572399999999996
11,-0.415606,-0.149882,0.26572399999999996
12,-0.415606,-0.149882,0.26572399999999996
13,-0.415606,-0.149882,0.26572399999999996
14,-0.415606,-0.149882,0.26572399999999996
15,-0.415606,-0.149882,0.26572399999999996
16,-0.415606,-0.149882,0.26572399999999996
17,-0.415606,-0.149882,0.26572399999999996
18,-0.415606,-0.149882,0.26572399999999996
19,-0.415606,-0.149882,0.26572399999999996
20,-0.415606,-0.149882,0.26572399999999996
21,-0.415606,-0.149882,0.26572399999999996
22,-0.415606,-0.149882,0.26572399999999996
23,-0.415606,-0.149882,0.26572399999999996
24,-0.415606,-0.149882,0.26572399999999996
25,-0.415606,-0.149882,0.26572399999999996
26,-0.415606,-0.149882,0.26572399999999996
27,-0.415606,-0.149882,0.26572399999999996
28,-0.415606,-0.149882,0.26572399999999996
29,-0.415606,-0.149882,0.26572399999999996
30,-0.415606,-0.149882,0.26572399999999996
31,-0.415606,-0.149882,0.26572399999999996
32,-0.415606,-0.149882,0.26572399999999996
33,-0.415606,-0.149882,0.26572399999999996
34,-0.415606,-0.149882,0.26572399999999996
35,-0.415606,-0.149882,0.26572399999999996
36,-0.415606,-0.149882,0.26572399999999996
37,-0.415606,-0.149882,0.26572399999999996
38,-0.415606,-0.149882,0.26572399999999996
39,-0.415606,-0.149882,0.26572399999999996
40,-0.369349,-0.14445,0.224899
41,-0.369349,-0.14445,0.224899
42,-0.369349,-0.14445,0.224899
43,-0.369349,-0.14445,0.224899
44,-0.369349,-0.14445,0.224899
45,-0.369349,-0.14445,0.224899
46,-0.369349,-0.14445,0.224899
47,-0.369349,-0.14445,0.224899
48,-0.369349,-0.14445,0.224899
49,-0.369349,-0.14445,0.224899
50,-0.369349,-0.14445,0.224899
51,-0.369349,-0.14445,0.224899
52,-0.369349,-0.14445,0.224899
53,-0.369349,-0.14445,0.224899
54,-0.369349,-0.14445,0.224899
55,-0.369349,-0.14445,0.224899
56,-0.369349,-0.14445,0.224899
57,-0.369349,-0.14445,0.224899
58,-0.369349,-0.14445,0.224899
59,-0.369349,-0.14445,0.224899
60,-0.369349,-0.14445,0.224899
61,-0.369349,-0.14445,0.224899
62,-0.369349,-0.14445,0.224899
63,-0.369349,-0.14445,0.224899
64,-0.369349,-0.14445,0.224899
65,-0.369349,-0.14445,0.224899
66,-0.369349,-0.14445,0.224899
67,-0.369349,-0.14445,0.224899
68,-0.369349,-0.14445,0.224899
69,-0.369349,-0.14445,0.224899
70,-0.369349,-0.14445,0.224899
71,-0.369349,-0.14445,0.224899
72,-0.369349,-0.14445,0.224899
73,-0.369349,-0.14445,0.224899
74,-0.369349,-0.14445,0.224899
75,-0.369349,-0.14445,0.224899
76,-0.369349,-0.14445,0.224899
77,-0.369349,-0.14445,0.224899
78,-0.369349,-0.14445,0.224899
79,-0.369349,-0.14445,0.224899
80,-0.357187,-0.141831,0.21535599999999996
81,-0.357187,-0.141831,0.21535599999999996
82,-0.357187,-0.141831,0.21535599999999996
83,-0.357187,-0.141831,0.21535599999999996
84,-0.357187,-0.141831,0.21535599999999996
85,-0.357187,-0.141831,0.21535599999999996
