,A1 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,Ion NumberofProtons,A1 NumberofNeutrons,X4 NumberofNeutrons,Ion NumberofNeutrons,A1 Number of Shells,X3 Number of Shells,A1 Specific Heat,A2 Specific Heat,X3 Specific Heat,X4 Specific Heat,Ion Specific Heat,A2 Density,X2 Density,Ion Density,A1 AtomicRadius,X4 AtomicRadius,Ion AtomicRadius,A1 Firstlonization,A2 Firstlonization,X3 Firstlonization,X4 Firstlonization,Ion Firstlonization,A2  AtomicMass,B  AtomicMass,X4 AtomicMass,Ion AtomicMass,A1 Melting Point,A2 Melting Point,X1 Melting Point,X3 Melting Point,Ion Melting Point,Without ion Final Energy(ev),With ion Final Energy(ev),Ion Energy(ev),8,16,52,Adsorption energy(ev)
154,55,18,18,19,78,18,20,6,3,0.242,0.242,0.479,0.479,0.757,1.87,0.00321,0.862,3.3,0.97,2.8,3.8939,3.8939,12.9676,12.9676,4.3407,132.905,72.64,35.453,39.098,301.7,301.7,172.31,172.31,336.5,-5786.899021,-6579.948684,-790.3531,0.0,0.571428571,0.0,-2.696562842
155,55,18,18,11,78,18,12,6,3,0.242,0.242,0.479,0.479,1.228,1.87,0.00321,0.971,3.3,0.97,2.2,3.8939,3.8939,12.9676,12.9676,5.1391,132.905,72.64,35.453,22.99,301.7,301.7,172.31,172.31,371.15,-5786.899021,-7092.810777,-1304.181,0.0,0.571428571,0.0,-1.730756807
156,55,18,18,13,78,18,14,6,3,0.242,0.242,0.479,0.479,0.897,1.87,0.00321,2.7,3.3,0.97,1.8,3.8939,3.8939,12.9676,12.9676,5.9858,132.905,72.64,35.453,26.982,301.7,301.7,172.31,172.31,933.4,-5786.899021,-5894.216752,-107.1302,0.0,0.571428571,0.0,-0.18753179
157,55,18,18,20,78,18,20,6,3,0.242,0.242,0.479,0.479,0.647,1.87,0.00321,1.54,3.3,0.97,2.2,3.8939,3.8939,12.9676,12.9676,6.1132,132.905,72.64,35.453,40.078,301.7,301.7,172.31,172.31,1112.15,-5786.899021,-6793.379925,-1002.3398,0.0,0.571428571,0.0,-4.141104151
158,55,18,18,12,78,18,12,6,3,0.242,0.242,0.479,0.479,1.023,1.87,0.00321,1.74,3.3,0.97,1.7,3.8939,3.8939,12.9676,12.9676,7.6462,132.905,72.64,35.453,24.305,301.7,301.7,172.31,172.31,923.15,-5786.899021,-7475.214732,-1688.2915,0.0,0.571428571,0.0,-0.024211503
159,55,18,18,9,78,18,10,6,3,0.242,0.242,0.479,0.479,0.824,1.87,0.00321,0.0017,3.3,0.97,0.57,3.8939,3.8939,12.9676,12.9676,17.4228,132.905,72.64,35.453,18.998,301.7,301.7,172.31,172.31,53.63,-5786.899021,-6448.166734,-656.7593,0.0,0.571428571,0.0,-4.50841377
160,3,18,18,3,4,18,4,2,3,3.582,3.582,0.479,0.479,3.582,0.534,0.00321,0.534,2.1,0.97,2.1,5.3917,5.3917,12.9676,12.9676,5.3917,6.941,118.71,35.453,6.941,453.85,453.85,172.31,172.31,453.85,-4149.964295,-4353.582823,-200.0479,0.0,0.571428571,0.0,-3.570627906
161,3,18,18,30,4,18,35,2,3,3.582,3.582,0.479,0.479,0.388,0.534,0.00321,7.13,2.1,0.97,1.5,5.3917,5.3917,12.9676,12.9676,9.3942,6.941,118.71,35.453,65.38,453.85,453.85,172.31,172.31,692.88,-4149.964295,-6181.446063,-2035.5843,0.0,0.571428571,0.0,4.102531588
162,3,18,18,19,4,18,20,2,3,3.582,3.582,0.479,0.479,0.757,0.534,0.00321,0.862,2.1,0.97,2.8,5.3917,5.3917,12.9676,12.9676,4.3407,6.941,118.71,35.453,39.098,453.85,453.85,172.31,172.31,336.5,-4149.964295,-4944.401162,-790.3531,0.0,0.571428571,0.0,-4.083767235
163,3,18,18,11,4,18,12,2,3,3.582,3.582,0.479,0.479,1.228,0.534,0.00321,0.971,2.1,0.97,2.2,5.3917,5.3917,12.9676,12.9676,5.1391,6.941,118.71,35.453,22.99,453.85,453.85,172.31,172.31,371.15,-4149.964295,-5457.048976,-1304.181,0.0,0.571428571,0.0,-2.903680973
164,3,18,18,13,4,18,14,2,3,3.582,3.582,0.479,0.479,0.897,0.534,0.00321,2.7,2.1,0.97,1.8,5.3917,5.3917,12.9676,12.9676,5.9858,6.941,118.71,35.453,26.982,453.85,453.85,172.31,172.31,933.4,-4149.964295,-4253.353473,-107.1302,0.0,0.571428571,0.0,3.74102164
165,3,18,18,20,4,18,20,2,3,3.582,3.582,0.479,0.479,0.647,0.534,0.00321,1.54,2.1,0.97,2.2,5.3917,5.3917,12.9676,12.9676,6.1132,6.941,118.71,35.453,40.078,453.85,453.85,172.31,172.31,1112.15,-4149.964295,-5155.756431,-1002.3398,0.0,0.571428571,0.0,-3.452336443
166,3,18,18,12,4,18,12,2,3,3.582,3.582,0.479,0.479,1.023,0.534,0.00321,1.74,2.1,0.97,1.7,5.3917,5.3917,12.9676,12.9676,7.6462,6.941,118.71,35.453,24.305,453.85,453.85,172.31,172.31,923.15,-4149.964295,-5837.357951,-1688.2915,0.0,0.571428571,0.0,0.8978442
167,3,18,18,9,4,18,10,2,3,3.582,3.582,0.479,0.479,0.824,0.534,0.00321,0.0017,2.1,0.97,0.57,5.3917,5.3917,12.9676,12.9676,17.4228,6.941,118.71,35.453,18.998,453.85,453.85,172.31,172.31,53.63,-4149.964295,-4813.46125,-656.7593,0.0,0.571428571,0.0,-6.737654772
168,11,18,18,3,12,18,4,3,3,1.228,1.228,0.479,0.479,3.582,0.971,0.00321,0.534,2.2,0.97,2.1,5.1391,5.1391,12.9676,12.9676,5.3917,22.99,118.71,35.453,6.941,371.15,371.15,172.31,172.31,453.85,-6355.65018,-6559.25652,-200.0479,0.0,0.571428571,0.0,-3.558440376
169,11,18,18,30,12,18,35,3,3,1.228,1.228,0.479,0.479,0.388,0.971,0.00321,7.13,2.2,0.97,1.5,5.1391,5.1391,12.9676,12.9676,9.3942,22.99,118.71,35.453,65.38,371.15,371.15,172.31,172.31,692.88,-6355.65018,-8388.161045,-2035.5843,0.0,0.571428571,0.0,3.073435172
170,11,18,18,19,12,18,20,3,3,1.228,1.228,0.479,0.479,0.757,0.971,0.00321,0.862,2.2,0.97,2.8,5.1391,5.1391,12.9676,12.9676,4.3407,22.99,118.71,35.453,39.098,371.15,371.15,172.31,172.31,336.5,-6355.65018,-7148.716133,-790.3531,0.0,0.571428571,0.0,-2.712853055
171,11,18,18,11,12,18,12,3,3,1.228,1.228,0.479,0.479,1.228,0.971,0.00321,0.971,2.2,0.97,2.2,5.1391,5.1391,12.9676,12.9676,5.1391,22.99,118.71,35.453,22.99,371.15,371.15,172.31,172.31,371.15,-6355.65018,-7660.913295,-1304.181,0.0,0.571428571,0.0,-1.082114588
172,11,18,18,13,12,18,14,3,3,1.228,1.228,0.479,0.479,0.897,0.971,0.00321,2.7,2.2,0.97,1.8,5.1391,5.1391,12.9676,12.9676,5.9858,22.99,118.71,35.453,26.982,371.15,371.15,172.31,172.31,933.4,-6355.65018,-6459.882521,-107.1302,0.0,0.571428571,0.0,2.897858813
173,11,18,18,20,12,18,20,3,3,1.228,1.228,0.479,0.479,0.647,0.971,0.00321,1.54,2.2,0.97,2.2,5.1391,5.1391,12.9676,12.9676,6.1132,22.99,118.71,35.453,40.078,371.15,371.15,172.31,172.31,1112.15,-6355.65018,-7361.323174,-1002.3398,0.0,0.571428571,0.0,-3.333193544
174,11,18,18,12,12,18,12,3,3,1.228,1.228,0.479,0.479,1.023,0.971,0.00321,1.74,2.2,0.97,1.7,5.1391,5.1391,12.9676,12.9676,7.6462,22.99,118.71,35.453,24.305,371.15,371.15,172.31,172.31,923.15,-6355.65018,-8042.491901,-1688.2915,0.0,0.571428571,0.0,1.44977902
175,11,18,18,9,12,18,10,3,3,1.228,1.228,0.479,0.479,0.824,0.971,0.00321,0.0017,2.2,0.97,0.57,5.1391,5.1391,12.9676,12.9676,17.4228,22.99,118.71,35.453,18.998,371.15,371.15,172.31,172.31,53.63,-6355.65018,-7019.44329,-656.7593,0.0,0.571428571,0.0,-7.033810301
176,19,18,18,3,20,18,4,4,3,0.757,0.757,0.479,0.479,3.582,0.862,0.00321,0.534,2.8,0.97,2.1,4.3407,4.3407,12.9676,12.9676,5.3917,39.098,118.71,35.453,6.941,336.5,336.5,172.31,172.31,453.85,-5330.191646,-5533.025084,-200.0479,0.0,0.571428571,0.0,-2.785538001
177,19,18,18,30,20,18,35,4,3,0.757,0.757,0.479,0.479,0.388,0.862,0.00321,7.13,2.8,0.97,1.5,4.3407,4.3407,12.9676,12.9676,9.3942,39.098,118.71,35.453,65.38,336.5,336.5,172.31,172.31,692.88,-5330.191646,-7362.986693,-2035.5843,0.0,0.571428571,0.0,2.789252478
178,19,18,18,19,20,18,20,4,3,0.757,0.757,0.479,0.479,0.757,0.862,0.00321,0.862,2.8,0.97,2.8,4.3407,4.3407,12.9676,12.9676,4.3407,39.098,118.71,35.453,39.098,336.5,336.5,172.31,172.31,336.5,-5330.191646,-6122.549969,-790.3531,0.0,0.571428571,0.0,-2.005222748
179,19,18,18,11,20,18,12,4,3,0.757,0.757,0.479,0.479,1.228,0.862,0.00321,0.971,2.8,0.97,2.2,4.3407,4.3407,12.9676,12.9676,5.1391,39.098,118.71,35.453,22.99,336.5,336.5,172.31,172.31,371.15,-5330.191646,-6635.799551,-1304.181,0.0,0.571428571,0.0,-1.426904805
180,19,18,18,13,20,18,14,4,3,0.757,0.757,0.479,0.479,0.897,0.862,0.00321,2.7,2.8,0.97,1.8,4.3407,4.3407,12.9676,12.9676,5.9858,39.098,118.71,35.453,26.982,336.5,336.5,172.31,172.31,933.4,-5330.191646,-5435.511914,-107.1302,0.0,0.571428571,0.0,1.809931352
181,19,18,18,20,20,18,20,4,3,0.757,0.757,0.479,0.479,0.647,0.862,0.00321,1.54,2.8,0.97,2.2,4.3407,4.3407,12.9676,12.9676,6.1132,39.098,118.71,35.453,40.078,336.5,336.5,172.31,172.31,1112.15,-5330.191646,-6335.701472,-1002.3398,0.0,0.571428571,0.0,-3.170026684
182,19,18,18,12,20,18,12,4,3,0.757,0.757,0.479,0.479,1.023,0.862,0.00321,1.74,2.8,0.97,1.7,4.3407,4.3407,12.9676,12.9676,7.6462,39.098,118.71,35.453,24.305,336.5,336.5,172.31,172.31,923.15,-5330.191646,-7017.588222,-1688.2915,0.0,0.571428571,0.0,0.894924069
183,19,18,18,9,20,18,10,4,3,0.757,0.757,0.479,0.479,0.824,0.862,0.00321,0.0017,2.8,0.97,0.57,4.3407,4.3407,12.9676,12.9676,17.4228,39.098,118.71,35.453,18.998,336.5,336.5,172.31,172.31,53.63,-5330.191646,-5992.02024,-656.7593,0.0,0.571428571,0.0,-5.069294203
184,37,18,18,3,48,18,4,5,3,0.363,0.363,0.479,0.479,3.582,1.53,0.00321,0.534,3.0,0.97,2.1,4.1771,4.1771,12.9676,12.9676,5.3917,85.468,118.71,35.453,6.941,312.79,312.79,172.31,172.31,453.85,-5128.741271,-5331.895919,-200.0479,0.0,0.571428571,0.0,-3.106747692
185,37,18,18,30,48,18,35,5,3,0.363,0.363,0.479,0.479,0.388,1.53,0.00321,7.13,3.0,0.97,1.5,4.1771,4.1771,12.9676,12.9676,9.3942,85.468,118.71,35.453,65.38,312.79,312.79,172.31,172.31,692.88,-5128.741271,-7161.851004,-2035.5843,0.0,0.571428571,0.0,2.474567052
186,37,18,18,19,48,18,20,5,3,0.363,0.363,0.479,0.479,0.757,1.53,0.00321,0.862,3.0,0.97,2.8,4.1771,4.1771,12.9676,12.9676,4.3407,85.468,118.71,35.453,39.098,312.79,312.79,172.31,172.31,336.5,-5128.741271,-5921.361869,-790.3531,0.0,0.571428571,0.0,-2.267498176
187,37,18,18,11,48,18,12,5,3,0.363,0.363,0.479,0.479,1.228,1.53,0.00321,0.971,3.0,0.97,2.2,4.1771,4.1771,12.9676,12.9676,5.1391,85.468,118.71,35.453,22.99,312.79,312.79,172.31,172.31,371.15,-5128.741271,-6434.465635,-1304.181,0.0,0.571428571,0.0,-1.543364145
188,37,18,18,13,48,18,14,5,3,0.363,0.363,0.479,0.479,0.897,1.53,0.00321,2.7,3.0,0.97,1.8,4.1771,4.1771,12.9676,12.9676,5.9858,85.468,118.71,35.453,26.982,312.79,312.79,172.31,172.31,933.4,-5128.741271,-5234.740667,-107.1302,0.0,0.571428571,0.0,1.130804147
189,37,18,18,20,48,18,20,5,3,0.363,0.363,0.479,0.479,0.647,1.53,0.00321,1.54,3.0,0.97,2.2,4.1771,4.1771,12.9676,12.9676,6.1132,85.468,118.71,35.453,40.078,312.79,312.79,172.31,172.31,1112.15,-5128.741271,-6134.740926,-1002.3398,0.0,0.571428571,0.0,-3.659855029
190,37,18,18,12,48,18,12,5,3,0.363,0.363,0.479,0.479,1.023,1.53,0.00321,1.74,3.0,0.97,1.7,4.1771,4.1771,12.9676,12.9676,7.6462,85.468,118.71,35.453,24.305,312.79,312.79,172.31,172.31,923.15,-5128.741271,-6816.531848,-1688.2915,0.0,0.571428571,0.0,0.500923551
191,37,18,18,9,48,18,10,5,3,0.363,0.363,0.479,0.479,0.824,1.53,0.00321,0.0017,3.0,0.97,0.57,4.1771,4.1771,12.9676,12.9676,17.4228,85.468,118.71,35.453,18.998,312.79,312.79,172.31,172.31,53.63,-5128.741271,-5790.056234,-656.7593,0.0,0.571428571,0.0,-4.555662785
192,55,18,18,3,78,18,4,6,3,0.242,0.242,0.479,0.479,3.582,1.87,0.00321,0.534,3.3,0.97,2.1,3.8939,3.8939,12.9676,12.9676,5.3917,132.905,118.71,35.453,6.941,301.7,301.7,172.31,172.31,453.85,-5298.103631,-5501.547492,-200.0479,0.0,0.571428571,0.0,-3.395961453
193,55,18,18,30,78,18,35,6,3,0.242,0.242,0.479,0.479,0.388,1.87,0.00321,7.13,3.3,0.97,1.5,3.8939,3.8939,12.9676,12.9676,9.3942,132.905,118.71,35.453,65.38,301.7,301.7,172.31,172.31,692.88,-5298.103631,-7331.900267,-2035.5843,0.0,0.571428571,0.0,1.787664027
194,55,18,18,19,78,18,20,6,3,0.242,0.242,0.479,0.479,0.757,1.87,0.00321,0.862,3.3,0.97,2.8,3.8939,3.8939,12.9676,12.9676,4.3407,132.905,118.71,35.453,39.098,301.7,301.7,172.31,172.31,336.5,-5298.103631,-6090.979947,-790.3531,0.0,0.571428571,0.0,-2.523215937
195,55,18,18,11,78,18,12,6,3,0.242,0.242,0.479,0.479,1.228,1.87,0.00321,0.971,3.3,0.97,2.2,3.8939,3.8939,12.9676,12.9676,5.1391,132.905,118.71,35.453,22.99,301.7,301.7,172.31,172.31,371.15,-5298.103631,-6603.858528,-1304.181,0.0,0.571428571,0.0,-1.573896919
196,55,18,18,13,78,18,14,6,3,0.242,0.242,0.479,0.479,0.897,1.87,0.00321,2.7,3.3,0.97,1.8,3.8939,3.8939,12.9676,12.9676,5.9858,132.905,118.71,35.453,26.982,301.7,301.7,172.31,172.31,933.4,-5298.103631,-5405.151073,-107.1302,0.0,0.571428571,0.0,0.082758158
197,55,18,18,20,78,18,20,6,3,0.242,0.242,0.479,0.479,0.647,1.87,0.00321,1.54,3.3,0.97,2.2,3.8939,3.8939,12.9676,12.9676,6.1132,132.905,118.71,35.453,40.078,301.7,301.7,172.31,172.31,1112.15,-5298.103631,-6304.744247,-1002.3398,0.0,0.571428571,0.0,-4.300815756
198,55,18,18,12,78,18,12,6,3,0.242,0.242,0.479,0.479,1.023,1.87,0.00321,1.74,3.3,0.97,1.7,3.8939,3.8939,12.9676,12.9676,7.6462,132.905,118.71,35.453,24.305,301.7,301.7,172.31,172.31,923.15,-5298.103631,-6986.492789,-1688.2915,0.0,0.571428571,0.0,-0.097658479
199,55,18,18,9,78,18,10,6,3,0.242,0.242,0.479,0.479,0.824,1.87,0.00321,0.0017,3.3,0.97,0.57,3.8939,3.8939,12.9676,12.9676,17.4228,132.905,118.71,35.453,18.998,301.7,301.7,172.31,172.31,53.63,-5298.103631,-5958.825895,-656.7593,0.0,0.571428571,0.0,-3.962963901
200,3,18,18,3,4,18,4,2,3,3.582,3.582,0.479,0.479,3.582,0.534,0.00321,0.534,2.1,0.97,2.1,5.3917,5.3917,12.9676,12.9676,5.3917,6.941,207.2,35.453,6.941,453.85,453.85,172.31,172.31,453.85,-7533.576049,-7735.60207,-200.0479,0.0,0.571428571,0.0,-1.978120767
201,3,18,18,30,4,18,35,2,3,3.582,3.582,0.479,0.479,0.388,0.534,0.00321,7.13,2.1,0.97,1.5,5.3917,5.3917,12.9676,12.9676,9.3942,6.941,207.2,35.453,65.38,453.85,453.85,172.31,172.31,692.88,-7533.576049,-9563.617171,-2035.5843,0.0,0.571428571,0.0,5.543178348
202,3,18,18,19,4,18,20,2,3,3.582,3.582,0.479,0.479,0.757,0.534,0.00321,0.862,2.1,0.97,2.8,5.3917,5.3917,12.9676,12.9676,4.3407,6.941,207.2,35.453,39.098,453.85,453.85,172.31,172.31,336.5,-7533.576049,-8325.386787,-790.3531,0.0,0.571428571,0.0,-1.4576378
203,3,18,18,11,4,18,12,2,3,3.582,3.582,0.479,0.479,1.228,0.534,0.00321,0.971,2.1,0.97,2.2,5.3917,5.3917,12.9676,12.9676,5.1391,6.941,207.2,35.453,22.99,453.85,453.85,172.31,172.31,371.15,-7533.576049,-8838.161979,-1304.181,0.0,0.571428571,0.0,-0.404929894
204,3,18,18,13,4,18,14,2,3,3.582,3.582,0.479,0.479,0.897,0.534,0.00321,2.7,2.1,0.97,1.8,5.3917,5.3917,12.9676,12.9676,5.9858,6.941,207.2,35.453,26.982,453.85,453.85,172.31,172.31,933.4,-7533.576049,-7633.089286,-107.1302,0.0,0.571428571,0.0,7.616963496
205,3,18,18,20,4,18,20,2,3,3.582,3.582,0.479,0.479,0.647,0.534,0.00321,1.54,2.1,0.97,2.2,5.3917,5.3917,12.9676,12.9676,6.1132,6.941,207.2,35.453,40.078,453.85,453.85,172.31,172.31,1112.15,-7533.576049,-8536.88295,-1002.3398,0.0,0.571428571,0.0,-0.967100768
206,3,18,18,12,4,18,12,2,3,3.582,3.582,0.479,0.479,1.023,0.534,0.00321,1.74,2.1,0.97,1.7,5.3917,5.3917,12.9676,12.9676,7.6462,6.941,207.2,35.453,24.305,453.85,453.85,172.31,172.31,923.15,-7533.576049,-9218.203307,-1688.2915,0.0,0.571428571,0.0,3.664241832
207,3,18,18,9,4,18,10,2,3,3.582,3.582,0.479,0.479,0.824,0.534,0.00321,0.0017,2.1,0.97,0.57,5.3917,5.3917,12.9676,12.9676,17.4228,6.941,207.2,35.453,18.998,453.85,453.85,172.31,172.31,53.63,-7533.576049,-8197.091209,-656.7593,0.0,0.571428571,0.0,-6.75585978
208,11,18,18,3,12,18,4,3,3,1.228,1.228,0.479,0.479,3.582,0.971,0.00321,0.534,2.2,0.97,2.1,5.1391,5.1391,12.9676,12.9676,5.3917,22.99,207.2,35.453,6.941,371.15,371.15,172.31,172.31,453.85,-9736.743457,-9939.802546,-200.0479,0.0,0.571428571,0.0,-3.011189235
209,11,18,18,30,12,18,35,3,3,1.228,1.228,0.479,0.479,0.388,0.971,0.00321,7.13,2.2,0.97,1.5,5.1391,5.1391,12.9676,12.9676,9.3942,22.99,207.2,35.453,65.38,371.15,371.15,172.31,172.31,692.88,-9736.743457,-11769.60569,-2035.5843,0.0,0.571428571,0.0,2.722065432
210,11,18,18,19,12,18,20,3,3,1.228,1.228,0.479,0.479,0.757,0.971,0.00321,0.862,2.2,0.97,2.8,5.1391,5.1391,12.9676,12.9676,4.3407,22.99,207.2,35.453,39.098,371.15,371.15,172.31,172.31,336.5,-9736.743457,-10530.39093,-790.3531,0.0,0.571428571,0.0,-3.294370308
211,11,18,18,11,12,18,12,3,3,1.228,1.228,0.479,0.479,1.228,0.971,0.00321,0.971,2.2,0.97,2.2,5.1391,5.1391,12.9676,12.9676,5.1391,22.99,207.2,35.453,22.99,371.15,371.15,172.31,172.31,371.15,-9736.743457,-11042.77474,-1304.181,0.0,0.571428571,0.0,-1.850283128
212,11,18,18,13,12,18,14,3,3,1.228,1.228,0.479,0.479,0.897,0.971,0.00321,2.7,2.2,0.97,1.8,5.1391,5.1391,12.9676,12.9676,5.9858,22.99,207.2,35.453,26.982,371.15,371.15,172.31,172.31,933.4,-9736.743457,-9839.222002,-107.1302,0.0,0.571428571,0.0,4.651654694
213,11,18,18,20,12,18,20,3,3,1.228,1.228,0.479,0.479,0.647,0.971,0.00321,1.54,2.2,0.97,2.2,5.1391,5.1391,12.9676,12.9676,6.1132,22.99,207.2,35.453,40.078,371.15,371.15,172.31,172.31,1112.15,-9736.743457,-10742.565,-1002.3398,0.0,0.571428571,0.0,-3.481745878
214,11,18,18,12,12,18,12,3,3,1.228,1.228,0.479,0.479,1.023,0.971,0.00321,1.74,2.2,0.97,1.7,5.1391,5.1391,12.9676,12.9676,7.6462,22.99,207.2,35.453,24.305,371.15,371.15,172.31,172.31,923.15,-9736.743457,-11424.56655,-1688.2915,0.0,0.571428571,0.0,0.468407502
215,11,18,18,9,12,18,10,3,3,1.228,1.228,0.479,0.479,0.824,0.971,0.00321,0.0017,2.2,0.97,0.57,5.1391,5.1391,12.9676,12.9676,17.4228,22.99,207.2,35.453,18.998,371.15,371.15,172.31,172.31,53.63,-9736.743457,-10399.77926,-656.7593,0.0,0.571428571,0.0,-6.276497898
216,19,18,18,3,20,18,4,4,3,0.757,0.757,0.479,0.479,3.582,0.862,0.00321,0.534,2.8,0.97,2.1,4.3407,4.3407,12.9676,12.9676,5.3917,39.098,207.2,35.453,6.941,336.5,336.5,172.31,172.31,453.85,-8711.538467,-8914.496826,-200.0479,0.0,0.571428571,0.0,-2.910459046
217,19,18,18,30,20,18,35,4,3,0.757,0.757,0.479,0.479,0.388,0.862,0.00321,7.13,2.8,0.97,1.5,4.3407,4.3407,12.9676,12.9676,9.3942,39.098,207.2,35.453,65.38,336.5,336.5,172.31,172.31,692.88,-8711.538467,-10744.18666,-2035.5843,0.0,0.571428571,0.0,2.936111627
218,19,18,18,19,20,18,20,4,3,0.757,0.757,0.479,0.479,0.757,0.862,0.00321,0.862,2.8,0.97,2.8,4.3407,4.3407,12.9676,12.9676,4.3407,39.098,207.2,35.453,39.098,336.5,336.5,172.31,172.31,336.5,-8711.538467,-9504.006396,-790.3531,0.0,0.571428571,0.0,-2.114829393
219,19,18,18,11,20,18,12,4,3,0.757,0.757,0.479,0.479,1.228,0.862,0.00321,0.971,2.8,0.97,2.2,4.3407,4.3407,12.9676,12.9676,5.1391,39.098,207.2,35.453,22.99,336.5,336.5,172.31,172.31,371.15,-8711.538467,-10017.06697,-1304.181,0.0,0.571428571,0.0,-1.347507933
220,19,18,18,13,20,18,14,4,3,0.757,0.757,0.479,0.479,0.897,0.862,0.00321,2.7,2.8,0.97,1.8,4.3407,4.3407,12.9676,12.9676,5.9858,39.098,207.2,35.453,26.982,336.5,336.5,172.31,172.31,933.4,-8711.538467,-8814.744079,-107.1302,0.0,0.571428571,0.0,3.924587789
221,19,18,18,20,20,18,20,4,3,0.757,0.757,0.479,0.479,0.647,0.862,0.00321,1.54,2.8,0.97,2.2,4.3407,4.3407,12.9676,12.9676,6.1132,39.098,207.2,35.453,40.078,336.5,336.5,172.31,172.31,1112.15,-8711.538467,-9717.232181,-1002.3398,0.0,0.571428571,0.0,-3.353913902
222,19,18,18,12,20,18,12,4,3,0.757,0.757,0.479,0.479,1.023,0.862,0.00321,1.74,2.8,0.97,1.7,4.3407,4.3407,12.9676,12.9676,7.6462,39.098,207.2,35.453,24.305,336.5,336.5,172.31,172.31,923.15,-8711.538467,-10400.82089,-1688.2915,0.0,0.571428571,0.0,-0.990926443
223,19,18,18,9,20,18,10,4,3,0.757,0.757,0.479,0.479,0.824,0.862,0.00321,0.0017,2.8,0.97,0.57,4.3407,4.3407,12.9676,12.9676,17.4228,39.098,207.2,35.453,18.998,336.5,336.5,172.31,172.31,53.63,-8711.538467,-9372.841324,-656.7593,0.0,0.571428571,0.0,-4.543557333
224,37,18,18,3,48,18,4,5,3,0.363,0.363,0.479,0.479,3.582,1.53,0.00321,0.534,3.0,0.97,2.1,4.1771,4.1771,12.9676,12.9676,5.3917,85.468,207.2,35.453,6.941,312.79,312.79,172.31,172.31,453.85,-8509.822242,-8713.233164,-200.0479,0.0,0.571428571,0.0,-3.363021842
225,37,18,18,30,48,18,35,5,3,0.363,0.363,0.479,0.479,0.388,1.53,0.00321,7.13,3.0,0.97,1.5,4.1771,4.1771,12.9676,12.9676,9.3942,85.468,207.2,35.453,65.38,312.79,312.79,172.31,172.31,692.88,-8509.822242,-10543.18185,-2035.5843,0.0,0.571428571,0.0,2.22468734
226,37,18,18,19,48,18,20,5,3,0.363,0.363,0.479,0.479,0.757,1.53,0.00321,0.862,3.0,0.97,2.8,4.1771,4.1771,12.9676,12.9676,4.3407,85.468,207.2,35.453,39.098,312.79,312.79,172.31,172.31,336.5,-8509.822242,-9302.623806,-790.3531,0.0,0.571428571,0.0,-2.448464564
227,37,18,18,11,48,18,12,5,3,0.363,0.363,0.479,0.479,1.228,1.53,0.00321,0.971,3.0,0.97,2.2,4.1771,4.1771,12.9676,12.9676,5.1391,85.468,207.2,35.453,22.99,312.79,312.79,172.31,172.31,371.15,-8509.822242,-9815.573563,-1304.181,0.0,0.571428571,0.0,-1.57032086
228,37,18,18,13,48,18,14,5,3,0.363,0.363,0.479,0.479,0.897,1.53,0.00321,2.7,3.0,0.97,1.8,4.1771,4.1771,12.9676,12.9676,5.9858,85.468,207.2,35.453,26.982,312.79,312.79,172.31,172.31,933.4,-8509.822242,-8613.710568,-107.1302,0.0,0.571428571,0.0,3.241874057
229,37,18,18,20,48,18,20,5,3,0.363,0.363,0.479,0.479,0.647,1.53,0.00321,1.54,3.0,0.97,2.2,4.1771,4.1771,12.9676,12.9676,6.1132,85.468,207.2,35.453,40.078,312.79,312.79,172.31,172.31,1112.15,-8509.822242,-9516.19623,-1002.3398,0.0,0.571428571,0.0,-4.034188503
230,37,18,18,12,48,18,12,5,3,0.363,0.363,0.479,0.479,1.023,1.53,0.00321,1.74,3.0,0.97,1.7,4.1771,4.1771,12.9676,12.9676,7.6462,85.468,207.2,35.453,24.305,312.79,312.79,172.31,172.31,923.15,-8509.822242,-10197.84147,-1688.2915,0.0,0.571428571,0.0,0.27227112
231,37,18,18,9,48,18,10,5,3,0.363,0.363,0.479,0.479,0.824,1.53,0.00321,0.0017,3.0,0.97,0.57,4.1771,4.1771,12.9676,12.9676,17.4228,85.468,207.2,35.453,18.998,312.79,312.79,172.31,172.31,53.63,-8509.822242,-9170.886226,-656.7593,0.0,0.571428571,0.0,-4.304684295
232,55,18,18,3,78,18,4,6,3,0.242,0.242,0.479,0.479,3.582,1.87,0.00321,0.534,3.3,0.97,2.1,3.8939,3.8939,12.9676,12.9676,5.3917,132.905,207.2,35.453,6.941,301.7,301.7,172.31,172.31,453.85,-8679.194419,-8882.674113,-200.0479,0.0,0.571428571,0.0,-3.431793228
233,55,18,18,30,78,18,35,6,3,0.242,0.242,0.479,0.479,0.388,1.87,0.00321,7.13,3.3,0.97,1.5,3.8939,3.8939,12.9676,12.9676,9.3942,132.905,207.2,35.453,65.38,301.7,301.7,172.31,172.31,692.88,-8679.194419,-10713.14648,-2035.5843,0.0,0.571428571,0.0,1.63223874
234,55,18,18,19,78,18,20,6,3,0.242,0.242,0.479,0.479,0.757,1.87,0.00321,0.862,3.3,0.97,2.8,3.8939,3.8939,12.9676,12.9676,4.3407,132.905,207.2,35.453,39.098,301.7,301.7,172.31,172.31,336.5,-8679.194419,-9472.183932,-790.3531,0.0,0.571428571,0.0,-2.636412113
