,A1 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,Ion NumberofProtons,A1 NumberofNeutrons,X4 NumberofNeutrons,Ion NumberofNeutrons,A1 Number of Shells,X3 Number of Shells,A1 Specific Heat,A2 Specific Heat,X3 Specific Heat,X4 Specific Heat,Ion Specific Heat,A2 Density,X2 Density,Ion Density,A1 AtomicRadius,X4 AtomicRadius,Ion AtomicRadius,A1 Firstlonization,A2 Firstlonization,X3 Firstlonization,X4 Firstlonization,Ion Firstlonization,A2  AtomicMass,B  AtomicMass,X4 AtomicMass,Ion AtomicMass,A1 Melting Point,A2 Melting Point,X1 Melting Point,X3 Melting Point,Ion Melting Point,Without ion Final Energy(ev),With ion Final Energy(ev),Ion Energy(ev),8,16,52,Adsorption energy(ev)
73,55,9,9,30,78,10,35,6,2,0.242,0.242,0.824,0.824,0.388,1.87,0.0017,7.13,3.3,0.57,1.5,3.8939,3.8939,17.4228,17.4228,9.3942,132.905,118.71,18.998,65.38,301.7,301.7,53.63,53.63,692.88,-6248.282588,-8282.181872,-2035.5843,0.571428571,0.0,0.0,1.685016226
74,55,9,9,19,78,10,20,6,2,0.242,0.242,0.824,0.824,0.757,1.87,0.0017,0.862,3.3,0.57,2.8,3.8939,3.8939,17.4228,17.4228,4.3407,132.905,118.71,18.998,39.098,301.7,301.7,53.63,53.63,336.5,-6248.282588,-7042.567829,-790.3531,0.571428571,0.0,0.0,-3.932141448
75,55,9,9,11,78,10,12,6,2,0.242,0.242,0.824,0.824,1.228,1.87,0.0017,0.971,3.3,0.57,2.2,3.8939,3.8939,17.4228,17.4228,5.1391,132.905,118.71,18.998,22.99,301.7,301.7,53.63,53.63,371.15,-6248.282588,-7555.489834,-1304.181,0.571428571,0.0,0.0,-3.026246548
76,55,9,9,13,78,10,14,6,2,0.242,0.242,0.824,0.824,0.897,1.87,0.0017,2.7,3.3,0.57,1.8,3.8939,3.8939,17.4228,17.4228,5.9858,132.905,118.71,18.998,26.982,301.7,301.7,53.63,53.63,933.4,-6248.282588,-6354.684667,-107.1302,0.571428571,0.0,0.0,0.728120344
77,55,9,9,20,78,10,20,6,2,0.242,0.242,0.824,0.824,0.647,1.87,0.0017,1.54,3.3,0.57,2.2,3.8939,3.8939,17.4228,17.4228,6.1132,132.905,118.71,18.998,40.078,301.7,301.7,53.63,53.63,1112.15,-6248.282588,-7255.453213,-1002.3398,0.571428571,0.0,0.0,-4.830825656
78,55,9,9,12,78,10,12,6,2,0.242,0.242,0.824,0.824,1.023,1.87,0.0017,1.74,3.3,0.57,1.7,3.8939,3.8939,17.4228,17.4228,7.6462,132.905,118.71,18.998,24.305,301.7,301.7,53.63,53.63,923.15,-6248.282588,-7936.951232,-1688.2915,0.571428571,0.0,0.0,-0.377144758
79,55,9,9,9,78,10,10,6,2,0.242,0.242,0.824,0.824,0.824,1.87,0.0017,0.0017,3.3,0.57,0.57,3.8939,3.8939,17.4228,17.4228,17.4228,132.905,118.71,18.998,18.998,301.7,301.7,53.63,53.63,53.63,-6248.282588,-6912.032369,-656.7593,0.571428571,0.0,0.0,-6.990481547
80,3,9,9,3,4,10,4,2,2,3.582,3.582,0.824,0.824,3.582,0.534,0.0017,0.534,2.1,0.57,2.1,5.3917,5.3917,17.4228,17.4228,5.3917,6.941,207.2,18.998,6.941,453.85,453.85,53.63,53.63,453.85,-8480.280947,-8686.883634,-200.0479,0.571428571,0.0,0.0,-6.554787557
81,3,9,9,30,4,10,35,2,2,3.582,3.582,0.824,0.824,0.388,0.534,0.0017,7.13,2.1,0.57,1.5,5.3917,5.3917,17.4228,17.4228,9.3942,6.941,207.2,18.998,65.38,453.85,453.85,53.63,53.63,692.88,-8480.280947,-10513.94933,-2035.5843,0.571428571,0.0,0.0,1.915913626
82,3,9,9,19,4,10,20,2,2,3.582,3.582,0.824,0.824,0.757,0.534,0.0017,0.862,2.1,0.57,2.8,5.3917,5.3917,17.4228,17.4228,4.3407,6.941,207.2,18.998,39.098,453.85,453.85,53.63,53.63,336.5,-8480.280947,-9276.945243,-790.3531,0.571428571,0.0,0.0,-6.311196207
83,3,9,9,11,4,10,12,2,2,3.582,3.582,0.824,0.824,1.228,0.534,0.0017,0.971,2.1,0.57,2.2,5.3917,5.3917,17.4228,17.4228,5.1391,6.941,207.2,18.998,22.99,453.85,453.85,53.63,53.63,371.15,-8480.280947,-9789.411075,-1304.181,0.571428571,0.0,0.0,-4.949128579
84,3,9,9,13,4,10,14,2,2,3.582,3.582,0.824,0.824,0.897,0.534,0.0017,2.7,2.1,0.57,1.8,5.3917,5.3917,17.4228,17.4228,5.9858,6.941,207.2,18.998,26.982,453.85,453.85,53.63,53.63,933.4,-8480.280947,-8581.90183,-107.1302,0.571428571,0.0,0.0,5.509316862
85,3,9,9,20,4,10,20,2,2,3.582,3.582,0.824,0.824,0.647,0.534,0.0017,1.54,2.1,0.57,2.2,5.3917,5.3917,17.4228,17.4228,6.1132,6.941,207.2,18.998,40.078,453.85,453.85,53.63,53.63,1112.15,-8480.280947,-9487.139411,-1002.3398,0.571428571,0.0,0.0,-4.518664855
86,3,9,9,12,4,10,12,2,2,3.582,3.582,0.824,0.824,1.023,0.534,0.0017,1.74,2.1,0.57,1.7,5.3917,5.3917,17.4228,17.4228,7.6462,6.941,207.2,18.998,24.305,453.85,453.85,53.63,53.63,923.15,-8480.280947,-10170.13787,-1688.2915,0.571428571,0.0,0.0,-1.565420384
87,3,9,9,9,4,10,10,2,2,3.582,3.582,0.824,0.824,0.824,0.534,0.0017,0.0017,2.1,0.57,0.57,5.3917,5.3917,17.4228,17.4228,17.4228,6.941,207.2,18.998,18.998,453.85,453.85,53.63,53.63,53.63,-8480.280947,-9147.325114,-656.7593,0.571428571,0.0,0.0,-10.28486764
88,11,9,9,3,12,10,4,3,2,1.228,1.228,0.824,0.824,3.582,0.971,0.0017,0.534,2.2,0.57,2.1,5.1391,5.1391,17.4228,17.4228,5.3917,22.99,207.2,18.998,6.941,371.15,371.15,53.63,53.63,453.85,-10686.34741,-10891.76885,-200.0479,0.571428571,0.0,0.0,-5.3735389
89,11,9,9,30,12,10,35,3,2,1.228,1.228,0.824,0.824,0.388,0.971,0.0017,7.13,2.2,0.57,1.5,5.1391,5.1391,17.4228,17.4228,9.3942,22.99,207.2,18.998,65.38,371.15,371.15,53.63,53.63,692.88,-10686.34741,-12718.3745,-2035.5843,0.571428571,0.0,0.0,3.55720975
90,11,9,9,19,12,10,20,3,2,1.228,1.228,0.824,0.824,0.757,0.971,0.0017,0.862,2.2,0.57,2.8,5.1391,5.1391,17.4228,17.4228,4.3407,22.99,207.2,18.998,39.098,371.15,371.15,53.63,53.63,336.5,-10686.34741,-11481.50867,-790.3531,0.571428571,0.0,0.0,-4.80816415
91,11,9,9,11,12,10,12,3,2,1.228,1.228,0.824,0.824,1.228,0.971,0.0017,0.971,2.2,0.57,2.2,5.1391,5.1391,17.4228,17.4228,5.1391,22.99,207.2,18.998,22.99,371.15,371.15,53.63,53.63,371.15,-10686.34741,-11994.39791,-1304.181,0.571428571,0.0,0.0,-3.86949971
92,11,9,9,13,12,10,14,3,2,1.228,1.228,0.824,0.824,0.897,0.971,0.0017,2.7,2.2,0.57,1.8,5.1391,5.1391,17.4228,17.4228,5.9858,22.99,207.2,18.998,26.982,371.15,371.15,53.63,53.63,933.4,-10686.34741,-10787.99943,-107.1302,0.571428571,0.0,0.0,5.47817885
93,11,9,9,20,12,10,20,3,2,1.228,1.228,0.824,0.824,0.647,0.971,0.0017,1.54,2.2,0.57,2.2,5.1391,5.1391,17.4228,17.4228,6.1132,22.99,207.2,18.998,40.078,371.15,371.15,53.63,53.63,1112.15,-10686.34741,-11693.63293,-1002.3398,0.571428571,0.0,0.0,-4.94571979
94,11,9,9,12,12,10,12,3,2,1.228,1.228,0.824,0.824,1.023,0.971,0.0017,1.74,2.2,0.57,1.7,5.1391,5.1391,17.4228,17.4228,7.6462,22.99,207.2,18.998,24.305,371.15,371.15,53.63,53.63,923.15,-10686.34741,-12373.4048,-1688.2915,0.571428571,0.0,0.0,1.23410665
95,11,9,9,9,12,10,10,3,2,1.228,1.228,0.824,0.824,0.824,0.971,0.0017,0.0017,2.2,0.57,0.57,5.1391,5.1391,17.4228,17.4228,17.4228,22.99,207.2,18.998,18.998,371.15,371.15,53.63,53.63,53.63,-10686.34741,-11352.64743,-656.7593,0.571428571,0.0,0.0,-9.54072205
96,19,9,9,3,20,10,4,4,2,0.757,0.757,0.824,0.824,3.582,0.862,0.0017,0.534,2.8,0.57,2.1,4.3407,4.3407,17.4228,17.4228,5.3917,39.098,207.2,18.998,6.941,336.5,336.5,53.63,53.63,453.85,-9661.038478,-9865.293006,-200.0479,0.571428571,0.0,0.0,-4.206627874
97,19,9,9,30,20,10,35,4,2,0.757,0.757,0.824,0.824,0.388,0.862,0.0017,7.13,2.8,0.57,1.5,4.3407,4.3407,17.4228,17.4228,9.3942,39.098,207.2,18.998,65.38,336.5,336.5,53.63,53.63,692.88,-9661.038478,-11693.26381,-2035.5843,0.571428571,0.0,0.0,3.358963631
98,19,9,9,19,20,10,20,4,2,0.757,0.757,0.824,0.824,0.757,0.862,0.0017,0.862,2.8,0.57,2.8,4.3407,4.3407,17.4228,17.4228,4.3407,39.098,207.2,18.998,39.098,336.5,336.5,53.63,53.63,336.5,-9661.038478,-10454.97452,-790.3531,0.571428571,0.0,0.0,-3.582942889
99,19,9,9,11,20,10,12,4,2,0.757,0.757,0.824,0.824,1.228,0.862,0.0017,0.971,2.8,0.57,2.2,4.3407,4.3407,17.4228,17.4228,5.1391,39.098,207.2,18.998,22.99,336.5,336.5,53.63,53.63,371.15,-9661.038478,-10966.7589,-1304.181,0.571428571,0.0,0.0,-1.539424059
100,19,9,9,13,20,10,14,4,2,0.757,0.757,0.824,0.824,0.897,0.862,0.0017,2.7,2.8,0.57,1.8,4.3407,4.3407,17.4228,17.4228,5.9858,39.098,207.2,18.998,26.982,336.5,336.5,53.63,53.63,933.4,-9661.038478,-9763.657454,-107.1302,0.571428571,0.0,0.0,4.511224494
101,19,9,9,20,20,10,20,4,2,0.757,0.757,0.824,0.824,0.647,0.862,0.0017,1.54,2.8,0.57,2.2,4.3407,4.3407,17.4228,17.4228,6.1132,39.098,207.2,18.998,40.078,336.5,336.5,53.63,53.63,1112.15,-9661.038478,-10668.48685,-1002.3398,0.571428571,0.0,0.0,-5.108576069
102,19,9,9,12,20,10,12,4,2,0.757,0.757,0.824,0.824,1.023,0.862,0.0017,1.74,2.8,0.57,1.7,4.3407,4.3407,17.4228,17.4228,7.6462,39.098,207.2,18.998,24.305,336.5,336.5,53.63,53.63,923.15,-9661.038478,-11348.27839,-1688.2915,0.571428571,0.0,0.0,1.051586031
103,19,9,9,9,20,10,10,4,2,0.757,0.757,0.824,0.824,0.824,0.862,0.0017,0.0017,2.8,0.57,0.57,4.3407,4.3407,17.4228,17.4228,17.4228,39.098,207.2,18.998,18.998,336.5,336.5,53.63,53.63,53.63,-9661.038478,-10325.69957,-656.7593,0.571428571,0.0,0.0,-7.901793629
104,37,9,9,3,48,10,4,5,2,0.363,0.363,0.824,0.824,3.582,1.53,0.0017,0.534,3.0,0.57,2.1,4.1771,4.1771,17.4228,17.4228,5.3917,85.468,207.2,18.998,6.941,312.79,312.79,53.63,53.63,453.85,-9459.697537,-9663.9228,-200.0479,0.571428571,0.0,0.0,-4.177363034
105,37,9,9,30,48,10,35,5,2,0.363,0.363,0.824,0.824,0.388,1.53,0.0017,7.13,3.0,0.57,1.5,4.1771,4.1771,17.4228,17.4228,9.3942,85.468,207.2,18.998,65.38,312.79,312.79,53.63,53.63,692.88,-9459.697537,-11492.57023,-2035.5843,0.571428571,0.0,0.0,2.711606316
106,37,9,9,19,48,10,20,5,2,0.363,0.363,0.824,0.824,0.757,1.53,0.0017,0.862,3.0,0.57,2.8,4.1771,4.1771,17.4228,17.4228,4.3407,85.468,207.2,18.998,39.098,312.79,312.79,53.63,53.63,336.5,-9459.697537,-10253.48306,-790.3531,0.571428571,0.0,0.0,-3.432426714
107,37,9,9,11,48,10,12,5,2,0.363,0.363,0.824,0.824,1.228,1.53,0.0017,0.971,3.0,0.57,2.2,4.1771,4.1771,17.4228,17.4228,5.1391,85.468,207.2,18.998,22.99,312.79,312.79,53.63,53.63,371.15,-9459.697537,-10766.03719,-1304.181,0.571428571,0.0,0.0,-2.158653524
108,37,9,9,13,48,10,14,5,2,0.363,0.363,0.824,0.824,0.897,1.53,0.0017,2.7,3.0,0.57,1.8,4.1771,4.1771,17.4228,17.4228,5.9858,85.468,207.2,18.998,26.982,312.79,312.79,53.63,53.63,933.4,-9459.697537,-9562.956122,-107.1302,0.571428571,0.0,0.0,3.871614902
109,37,9,9,20,48,10,20,5,2,0.363,0.363,0.824,0.824,0.647,1.53,0.0017,1.54,3.0,0.57,2.2,4.1771,4.1771,17.4228,17.4228,6.1132,85.468,207.2,18.998,40.078,312.79,312.79,53.63,53.63,1112.15,-9459.697537,-10467.47751,-1002.3398,0.571428571,0.0,0.0,-5.440170134
110,37,9,9,12,48,10,12,5,2,0.363,0.363,0.824,0.824,1.023,1.53,0.0017,1.74,3.0,0.57,1.7,4.1771,4.1771,17.4228,17.4228,7.6462,85.468,207.2,18.998,24.305,312.79,312.79,53.63,53.63,923.15,-9459.697537,-11147.83132,-1688.2915,0.571428571,0.0,0.0,0.157720926
111,37,9,9,9,48,10,10,5,2,0.363,0.363,0.824,0.824,0.824,1.53,0.0017,0.0017,3.0,0.57,0.57,4.1771,4.1771,17.4228,17.4228,17.4228,85.468,207.2,18.998,18.998,312.79,312.79,53.63,53.63,53.63,-9459.697537,-10123.55935,-656.7593,0.571428571,0.0,0.0,-7.102517924
112,55,9,9,3,78,10,4,6,2,0.242,0.242,0.824,0.824,3.582,1.87,0.0017,0.534,3.3,0.57,2.1,3.8939,3.8939,17.4228,17.4228,5.3917,132.905,207.2,18.998,6.941,301.7,301.7,53.63,53.63,453.85,-9629.213756,-9833.417661,-200.0479,0.571428571,0.0,0.0,-4.156004827
113,55,9,9,30,78,10,35,6,2,0.242,0.242,0.824,0.824,0.388,1.87,0.0017,7.13,3.3,0.57,1.5,3.8939,3.8939,17.4228,17.4228,9.3942,132.905,207.2,18.998,65.38,301.7,301.7,53.63,53.63,692.88,-9629.213756,-11662.77455,-2035.5843,0.571428571,0.0,0.0,2.023505357
114,55,9,9,19,78,10,20,6,2,0.242,0.242,0.824,0.824,0.757,1.87,0.0017,0.862,3.3,0.57,2.8,3.8939,3.8939,17.4228,17.4228,4.3407,132.905,207.2,18.998,39.098,301.7,301.7,53.63,53.63,336.5,-9629.213756,-10422.97322,-790.3531,0.571428571,0.0,0.0,-3.406367253
115,55,9,9,11,78,10,12,6,2,0.242,0.242,0.824,0.824,1.228,1.87,0.0017,0.971,3.3,0.57,2.2,3.8939,3.8939,17.4228,17.4228,5.1391,132.905,207.2,18.998,22.99,301.7,301.7,53.63,53.63,371.15,-9629.213756,-10935.73728,-1304.181,0.571428571,0.0,0.0,-2.342525463
116,55,9,9,13,78,10,14,6,2,0.242,0.242,0.824,0.824,0.897,1.87,0.0017,2.7,3.3,0.57,1.8,3.8939,3.8939,17.4228,17.4228,5.9858,132.905,207.2,18.998,26.982,301.7,301.7,53.63,53.63,933.4,-9629.213756,-9734.35338,-107.1302,0.571428571,0.0,0.0,1.990576679
117,55,9,9,20,78,10,20,6,2,0.242,0.242,0.824,0.824,0.647,1.87,0.0017,1.54,3.3,0.57,2.2,3.8939,3.8939,17.4228,17.4228,6.1132,132.905,207.2,18.998,40.078,301.7,301.7,53.63,53.63,1112.15,-9629.213756,-10636.48224,-1002.3398,0.571428571,0.0,0.0,-4.928682183
118,55,9,9,12,78,10,12,6,2,0.242,0.242,0.824,0.824,1.023,1.87,0.0017,1.74,3.3,0.57,1.7,3.8939,3.8939,17.4228,17.4228,7.6462,132.905,207.2,18.998,24.305,301.7,301.7,53.63,53.63,923.15,-9629.213756,-11317.37203,-1688.2915,0.571428571,0.0,0.0,0.133223657
119,55,9,9,9,78,10,10,6,2,0.242,0.242,0.824,0.824,0.824,1.87,0.0017,0.0017,3.3,0.57,0.57,3.8939,3.8939,17.4228,17.4228,17.4228,132.905,207.2,18.998,18.998,301.7,301.7,53.63,53.63,53.63,-9629.213756,-10292.09241,-656.7593,0.571428571,0.0,0.0,-6.119350423
120,3,18,18,3,4,18,4,2,3,3.582,3.582,0.479,0.479,3.582,0.534,0.00321,0.534,2.1,0.97,2.1,5.3917,5.3917,12.9676,12.9676,5.3917,6.941,72.64,35.453,6.941,453.85,453.85,172.31,172.31,453.85,-4638.725673,-4840.606396,-200.0479,0.0,0.571428571,0.0,-1.832823251
121,3,18,18,30,4,18,35,2,3,3.582,3.582,0.479,0.479,0.388,0.534,0.00321,7.13,2.1,0.97,1.5,5.3917,5.3917,12.9676,12.9676,9.3942,6.941,72.64,35.453,65.38,453.85,453.85,172.31,172.31,692.88,-4638.725673,-6670.532148,-2035.5843,0.0,0.571428571,0.0,3.777824511
122,3,18,18,19,4,18,20,2,3,3.582,3.582,0.479,0.479,0.757,0.534,0.00321,0.862,2.1,0.97,2.8,5.3917,5.3917,12.9676,12.9676,4.3407,6.941,72.64,35.453,39.098,453.85,453.85,172.31,172.31,336.5,-4638.725673,-5433.205286,-790.3531,0.0,0.571428571,0.0,-4.126512849
123,3,18,18,11,4,18,12,2,3,3.582,3.582,0.479,0.479,1.228,0.534,0.00321,0.971,2.1,0.97,2.2,5.3917,5.3917,12.9676,12.9676,5.1391,6.941,72.64,35.453,22.99,453.85,453.85,172.31,172.31,371.15,-4638.725673,-5945.816225,-1304.181,0.0,0.571428571,0.0,-2.909551746
124,3,18,18,13,4,18,14,2,3,3.582,3.582,0.479,0.479,0.897,0.534,0.00321,2.7,2.1,0.97,1.8,5.3917,5.3917,12.9676,12.9676,5.9858,6.941,72.64,35.453,26.982,453.85,453.85,172.31,172.31,933.4,-4638.725673,-4742.515527,-107.1302,0.0,0.571428571,0.0,3.340346276
125,3,18,18,20,4,18,20,2,3,3.582,3.582,0.479,0.479,0.647,0.534,0.00321,1.54,2.1,0.97,2.2,5.3917,5.3917,12.9676,12.9676,6.1132,6.941,72.64,35.453,40.078,453.85,453.85,172.31,172.31,1112.15,-4638.725673,-5643.238651,-1002.3398,0.0,0.571428571,0.0,-2.173177879
126,3,18,18,12,4,18,12,2,3,3.582,3.582,0.479,0.479,1.023,0.534,0.00321,1.74,2.1,0.97,1.7,5.3917,5.3917,12.9676,12.9676,7.6462,6.941,72.64,35.453,24.305,453.85,453.85,172.31,172.31,923.15,-4638.725673,-6326.281108,-1688.2915,0.0,0.571428571,0.0,0.736065132
127,3,18,18,9,4,18,10,2,3,3.582,3.582,0.479,0.479,0.824,0.534,0.00321,0.0017,2.1,0.97,0.57,5.3917,5.3917,12.9676,12.9676,17.4228,6.941,72.64,35.453,18.998,453.85,453.85,172.31,172.31,53.63,-4638.725673,-5304.803487,-656.7593,0.0,0.571428571,0.0,-9.31851394
128,11,18,18,3,12,18,4,3,3,1.228,1.228,0.479,0.479,3.582,0.971,0.00321,0.534,2.2,0.97,2.1,5.1391,5.1391,12.9676,12.9676,5.3917,22.99,72.64,35.453,6.941,371.15,371.15,172.31,172.31,453.85,-6844.478788,-7047.953982,-200.0479,0.0,0.571428571,0.0,-3.42729406
129,11,18,18,30,12,18,35,3,3,1.228,1.228,0.479,0.479,0.388,0.971,0.00321,7.13,2.2,0.97,1.5,5.1391,5.1391,12.9676,12.9676,9.3942,22.99,72.64,35.453,65.38,371.15,371.15,172.31,172.31,692.88,-6844.478788,-8876.742442,-2035.5843,0.0,0.571428571,0.0,3.320645807
130,11,18,18,19,12,18,20,3,3,1.228,1.228,0.479,0.479,0.757,0.971,0.00321,0.862,2.2,0.97,2.8,5.1391,5.1391,12.9676,12.9676,4.3407,22.99,72.64,35.453,39.098,371.15,371.15,172.31,172.31,336.5,-6844.478788,-7637.980045,-790.3531,0.0,0.571428571,0.0,-3.148156847
131,11,18,18,11,12,18,12,3,3,1.228,1.228,0.479,0.479,1.228,0.971,0.00321,0.971,2.2,0.97,2.2,5.1391,5.1391,12.9676,12.9676,5.1391,22.99,72.64,35.453,22.99,371.15,371.15,172.31,172.31,371.15,-6844.478788,-8150.297915,-1304.181,0.0,0.571428571,0.0,-1.638127123
132,11,18,18,13,12,18,14,3,3,1.228,1.228,0.479,0.479,0.897,0.971,0.00321,2.7,2.2,0.97,1.8,5.1391,5.1391,12.9676,12.9676,5.9858,22.99,72.64,35.453,26.982,371.15,371.15,172.31,172.31,933.4,-6844.478788,-6948.865895,-107.1302,0.0,0.571428571,0.0,2.743092896
133,11,18,18,20,12,18,20,3,3,1.228,1.228,0.479,0.479,0.647,0.971,0.00321,1.54,2.2,0.97,2.2,5.1391,5.1391,12.9676,12.9676,6.1132,22.99,72.64,35.453,40.078,371.15,371.15,172.31,172.31,1112.15,-6844.478788,-7848.984836,-1002.3398,0.0,0.571428571,0.0,-2.166247802
134,11,18,18,12,12,18,12,3,3,1.228,1.228,0.479,0.479,1.023,0.971,0.00321,1.74,2.2,0.97,1.7,5.1391,5.1391,12.9676,12.9676,7.6462,22.99,72.64,35.453,24.305,371.15,371.15,172.31,172.31,923.15,-6844.478788,-8531.43498,-1688.2915,0.0,0.571428571,0.0,1.335308003
135,11,18,18,9,12,18,10,3,3,1.228,1.228,0.479,0.479,0.824,0.971,0.00321,0.0017,2.2,0.97,0.57,5.1391,5.1391,12.9676,12.9676,17.4228,22.99,72.64,35.453,18.998,371.15,371.15,172.31,172.31,53.63,-6844.478788,-7508.066813,-656.7593,0.0,0.571428571,0.0,-6.828724471
136,19,18,18,3,20,18,4,4,3,0.757,0.757,0.479,0.479,3.582,0.862,0.00321,0.534,2.8,0.97,2.1,4.3407,4.3407,12.9676,12.9676,5.3917,39.098,72.64,35.453,6.941,336.5,336.5,172.31,172.31,453.85,-5819.009288,-6022.122797,-200.0479,0.0,0.571428571,0.0,-3.065609443
137,19,18,18,30,20,18,35,4,3,0.757,0.757,0.479,0.479,0.388,0.862,0.00321,7.13,2.8,0.97,1.5,4.3407,4.3407,12.9676,12.9676,9.3942,39.098,72.64,35.453,65.38,336.5,336.5,172.31,172.31,692.88,-5819.009288,-7851.654042,-2035.5843,0.0,0.571428571,0.0,2.939546259
138,19,18,18,19,20,18,20,4,3,0.757,0.757,0.479,0.479,0.757,0.862,0.00321,0.862,2.8,0.97,2.8,4.3407,4.3407,12.9676,12.9676,4.3407,39.098,72.64,35.453,39.098,336.5,336.5,172.31,172.31,336.5,-5819.009288,-6611.690674,-790.3531,0.0,0.571428571,0.0,-2.328286464
139,19,18,18,11,20,18,12,4,3,0.757,0.757,0.479,0.479,1.228,0.862,0.00321,0.971,2.8,0.97,2.2,4.3407,4.3407,12.9676,12.9676,5.1391,39.098,72.64,35.453,22.99,336.5,336.5,172.31,172.31,371.15,-5819.009288,-7124.778701,-1304.181,0.0,0.571428571,0.0,-1.588413507
140,19,18,18,13,20,18,14,4,3,0.757,0.757,0.479,0.479,0.897,0.862,0.00321,2.7,2.8,0.97,1.8,4.3407,4.3407,12.9676,12.9676,5.9858,39.098,72.64,35.453,26.982,336.5,336.5,172.31,172.31,933.4,-5819.009288,-5924.534596,-107.1302,0.0,0.571428571,0.0,1.604891496
141,19,18,18,20,20,18,20,4,3,0.757,0.757,0.479,0.479,0.647,0.862,0.00321,1.54,2.8,0.97,2.2,4.3407,4.3407,12.9676,12.9676,6.1132,39.098,72.64,35.453,40.078,336.5,336.5,172.31,172.31,1112.15,-5819.009288,-6824.427568,-1002.3398,0.0,0.571428571,0.0,-3.078479652
142,19,18,18,12,20,18,12,4,3,0.757,0.757,0.479,0.479,1.023,0.862,0.00321,1.74,2.8,0.97,1.7,4.3407,4.3407,12.9676,12.9676,7.6462,39.098,72.64,35.453,24.305,336.5,336.5,172.31,172.31,923.15,-5819.009288,-7506.253393,-1688.2915,0.0,0.571428571,0.0,1.047394725
143,19,18,18,9,20,18,10,4,3,0.757,0.757,0.479,0.479,0.824,0.862,0.00321,0.0017,2.8,0.97,0.57,4.3407,4.3407,12.9676,12.9676,17.4228,39.098,72.64,35.453,18.998,336.5,336.5,172.31,172.31,53.63,-5819.009288,-6480.982558,-656.7593,0.0,0.571428571,0.0,-5.213970046
144,37,18,18,3,48,18,4,5,3,0.363,0.363,0.479,0.479,3.582,1.53,0.00321,0.534,3.0,0.97,2.1,4.1771,4.1771,12.9676,12.9676,5.3917,85.468,72.64,35.453,6.941,312.79,312.79,172.31,172.31,453.85,-5617.54622,-5820.788881,-200.0479,0.0,0.571428571,0.0,-3.194760603
145,37,18,18,30,48,18,35,5,3,0.363,0.363,0.479,0.479,0.388,1.53,0.00321,7.13,3.0,0.97,1.5,4.1771,4.1771,12.9676,12.9676,9.3942,85.468,72.64,35.453,65.38,312.79,312.79,172.31,172.31,692.88,-5617.54622,-7650.662578,-2035.5843,0.0,0.571428571,0.0,2.467942862
146,37,18,18,19,48,18,20,5,3,0.363,0.363,0.479,0.479,0.757,1.53,0.00321,0.862,3.0,0.97,2.8,4.1771,4.1771,12.9676,12.9676,4.3407,85.468,72.64,35.453,39.098,312.79,312.79,172.31,172.31,336.5,-5617.54622,-6410.376556,-790.3531,0.0,0.571428571,0.0,-2.477235817
147,37,18,18,11,48,18,12,5,3,0.363,0.363,0.479,0.479,1.228,1.53,0.00321,0.971,3.0,0.97,2.2,4.1771,4.1771,12.9676,12.9676,5.1391,85.468,72.64,35.453,22.99,312.79,312.79,172.31,172.31,371.15,-5617.54622,-6923.158074,-1304.181,0.0,0.571428571,0.0,-1.430853602
148,37,18,18,13,48,18,14,5,3,0.363,0.363,0.479,0.479,0.897,1.53,0.00321,2.7,3.0,0.97,1.8,4.1771,4.1771,12.9676,12.9676,5.9858,85.468,72.64,35.453,26.982,312.79,312.79,172.31,172.31,933.4,-5617.54622,-5723.759483,-107.1302,0.0,0.571428571,0.0,0.916937753
149,37,18,18,20,48,18,20,5,3,0.363,0.363,0.479,0.479,0.647,1.53,0.00321,1.54,3.0,0.97,2.2,4.1771,4.1771,12.9676,12.9676,6.1132,85.468,72.64,35.453,40.078,312.79,312.79,172.31,172.31,1112.15,-5617.54622,-6623.355641,-1002.3398,0.0,0.571428571,0.0,-3.469620368
150,37,18,18,12,48,18,12,5,3,0.363,0.363,0.479,0.479,1.023,1.53,0.00321,1.74,3.0,0.97,1.7,4.1771,4.1771,12.9676,12.9676,7.6462,85.468,72.64,35.453,24.305,312.79,312.79,172.31,172.31,923.15,-5617.54622,-7305.189762,-1688.2915,0.0,0.571428571,0.0,0.647958628
151,37,18,18,9,48,18,10,5,3,0.363,0.363,0.479,0.479,0.824,1.53,0.00321,0.0017,3.0,0.97,0.57,4.1771,4.1771,12.9676,12.9676,17.4228,85.468,72.64,35.453,18.998,312.79,312.79,172.31,172.31,53.63,-5617.54622,-6279.240994,-656.7593,0.0,0.571428571,0.0,-4.935473795
152,55,18,18,3,78,18,4,6,3,0.242,0.242,0.479,0.479,3.582,1.87,0.00321,0.534,3.3,0.97,2.1,3.8939,3.8939,12.9676,12.9676,5.3917,132.905,72.64,35.453,6.941,301.7,301.7,172.31,172.31,453.85,-5786.899021,-5990.416042,-200.0479,0.0,0.571428571,0.0,-3.46912126
153,55,18,18,30,78,18,35,6,3,0.242,0.242,0.479,0.479,0.388,1.87,0.00321,7.13,3.3,0.97,1.5,3.8939,3.8939,12.9676,12.9676,9.3942,132.905,72.64,35.453,65.38,301.7,301.7,172.31,172.31,692.88,-5786.899021,-7820.672331,-2035.5843,0.0,0.571428571,0.0,1.810990162
