,MagpieData mean Number,MagpieData minimum Number,MagpieData range Number,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mean AtomicWeight,MagpieData range AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mean Row,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mean GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,Ion NumberofProtons,Ion NumberofNeutrons,Ion Number of Shells,Ion Specific Heat,Ion Density,Ion AtomicRadius,Ion Firstlonization,Ion AtomicMass,Ion Melting Point,Adsorption energy(ev)
0,10.571428571428571,3.0,29.0,64.71428571428571,36.40816326530613,23.216516114285714,65.699,14.120995395918369,333.25428571428574,319.71918367346944,2.2857142857142856,86.28571428571429,33.46938775510204,2.8414285714285716,1.3012244897959184,13.574523809514286,23.005,13.2975,4.41945578230204,1.1804285714285714,0.9023673469387755,3,4,2,3.582,0.534,2.1,5.3917,6.941,453.85,-7.004905301
1,10.571428571428571,3.0,29.0,64.71428571428571,36.40816326530613,23.216516114285714,65.699,14.120995395918369,333.25428571428574,319.71918367346944,2.2857142857142856,86.28571428571429,33.46938775510204,2.8414285714285716,1.3012244897959184,13.574523809514286,23.005,13.2975,4.41945578230204,1.1804285714285714,0.9023673469387755,30,35,4,0.388,7.13,1.5,9.3942,65.38,692.88,0.395232218
2,10.571428571428571,3.0,29.0,64.71428571428571,36.40816326530613,23.216516114285714,65.699,14.120995395918369,333.25428571428574,319.71918367346944,2.2857142857142856,86.28571428571429,33.46938775510204,2.8414285714285716,1.3012244897959184,13.574523809514286,23.005,13.2975,4.41945578230204,1.1804285714285714,0.9023673469387755,19,20,4,0.757,0.862,2.8,4.3407,39.098,336.5,-6.580689236
3,10.571428571428571,3.0,29.0,64.71428571428571,36.40816326530613,23.216516114285714,65.699,14.120995395918369,333.25428571428574,319.71918367346944,2.2857142857142856,86.28571428571429,33.46938775510204,2.8414285714285716,1.3012244897959184,13.574523809514286,23.005,13.2975,4.41945578230204,1.1804285714285714,0.9023673469387755,11,12,3,1.228,0.971,2.2,5.1391,22.99,371.15,-5.557394705
4,10.571428571428571,3.0,29.0,64.71428571428571,36.40816326530613,23.216516114285714,65.699,14.120995395918369,333.25428571428574,319.71918367346944,2.2857142857142856,86.28571428571429,33.46938775510204,2.8414285714285716,1.3012244897959184,13.574523809514286,23.005,13.2975,4.41945578230204,1.1804285714285714,0.9023673469387755,13,14,3,0.897,2.7,1.8,5.9858,26.982,933.4,2.60843733
5,10.571428571428571,3.0,29.0,64.71428571428571,36.40816326530613,23.216516114285714,65.699,14.120995395918369,333.25428571428574,319.71918367346944,2.2857142857142856,86.28571428571429,33.46938775510204,2.8414285714285716,1.3012244897959184,13.574523809514286,23.005,13.2975,4.41945578230204,1.1804285714285714,0.9023673469387755,20,20,4,0.647,1.54,2.2,6.1132,40.078,1112.15,-4.458869904
6,10.571428571428571,3.0,29.0,64.71428571428571,36.40816326530613,23.216516114285714,65.699,14.120995395918369,333.25428571428574,319.71918367346944,2.2857142857142856,86.28571428571429,33.46938775510204,2.8414285714285716,1.3012244897959184,13.574523809514286,23.005,13.2975,4.41945578230204,1.1804285714285714,0.9023673469387755,12,12,3,1.023,1.74,1.7,7.6462,24.305,923.15,-2.617333558
7,10.571428571428571,3.0,29.0,64.71428571428571,36.40816326530613,23.216516114285714,65.699,14.120995395918369,333.25428571428574,319.71918367346944,2.2857142857142856,86.28571428571429,33.46938775510204,2.8414285714285716,1.3012244897959184,13.574523809514286,23.005,13.2975,4.41945578230204,1.1804285714285714,0.9023673469387755,9,10,2,0.824,0.0017,0.57,17.4228,18.998,53.63,-13.35827855
8,12.857142857142858,9.0,23.0,65.0,36.0,27.801878765714285,53.6415968,12.81089178122449,309.5914285714286,292.6759183673469,2.5714285714285716,97.14285714285714,45.877551020408156,2.827142857142857,1.3175510204081633,17.1888095238,29.2433333333,19.5358333333,8.5500680272,1.1804285714285714,0.9023673469387755,3,4,2,3.582,0.534,2.1,5.3917,6.941,453.85,-6.304996168
9,12.857142857142858,9.0,23.0,65.0,36.0,27.801878765714285,53.6415968,12.81089178122449,309.5914285714286,292.6759183673469,2.5714285714285716,97.14285714285714,45.877551020408156,2.827142857142857,1.3175510204081633,17.1888095238,29.2433333333,19.5358333333,8.5500680272,1.1804285714285714,0.9023673469387755,30,35,4,0.388,7.13,1.5,9.3942,65.38,692.88,0.779810172
10,12.857142857142858,9.0,23.0,65.0,36.0,27.801878765714285,53.6415968,12.81089178122449,309.5914285714286,292.6759183673469,2.5714285714285716,97.14285714285714,45.877551020408156,2.827142857142857,1.3175510204081633,17.1888095238,29.2433333333,19.5358333333,8.5500680272,1.1804285714285714,0.9023673469387755,19,20,4,0.757,0.862,2.8,4.3407,39.098,336.5,-4.859987159
11,12.857142857142858,9.0,23.0,65.0,36.0,27.801878765714285,53.6415968,12.81089178122449,309.5914285714286,292.6759183673469,2.5714285714285716,97.14285714285714,45.877551020408156,2.827142857142857,1.3175510204081633,17.1888095238,29.2433333333,19.5358333333,8.5500680272,1.1804285714285714,0.9023673469387755,11,12,3,1.228,0.971,2.2,5.1391,22.99,371.15,-4.392485732
12,12.857142857142858,9.0,23.0,65.0,36.0,27.801878765714285,53.6415968,12.81089178122449,309.5914285714286,292.6759183673469,2.5714285714285716,97.14285714285714,45.877551020408156,2.827142857142857,1.3175510204081633,17.1888095238,29.2433333333,19.5358333333,8.5500680272,1.1804285714285714,0.9023673469387755,13,14,3,0.897,2.7,1.8,5.9858,26.982,933.4,2.445059067
13,12.857142857142858,9.0,23.0,65.0,36.0,27.801878765714285,53.6415968,12.81089178122449,309.5914285714286,292.6759183673469,2.5714285714285716,97.14285714285714,45.877551020408156,2.827142857142857,1.3175510204081633,17.1888095238,29.2433333333,19.5358333333,8.5500680272,1.1804285714285714,0.9023673469387755,20,20,4,0.647,1.54,2.2,6.1132,40.078,1112.15,-4.034477
14,12.857142857142858,9.0,23.0,65.0,36.0,27.801878765714285,53.6415968,12.81089178122449,309.5914285714286,292.6759183673469,2.5714285714285716,97.14285714285714,45.877551020408156,2.827142857142857,1.3175510204081633,17.1888095238,29.2433333333,19.5358333333,8.5500680272,1.1804285714285714,0.9023673469387755,12,12,3,1.023,1.74,1.7,7.6462,24.305,923.15,-1.905821399
15,12.857142857142858,9.0,23.0,65.0,36.0,27.801878765714285,53.6415968,12.81089178122449,309.5914285714286,292.6759183673469,2.5714285714285716,97.14285714285714,45.877551020408156,2.827142857142857,1.3175510204081633,17.1888095238,29.2433333333,19.5358333333,8.5500680272,1.1804285714285714,0.9023673469387755,9,10,2,0.824,0.0017,0.57,17.4228,18.998,53.63,-11.40650088
16,15.142857142857142,9.0,23.0,65.28571428571429,35.59183673469387,32.40431611428571,53.6415968,15.321043330612245,299.78000000000003,281.46285714285716,2.857142857142857,107.71428571428571,57.95918367346939,2.795714285714286,1.353469387755102,29.721190476199997,73.1066666667,63.3991666667,24.791700680285714,1.1804285714285714,0.9023673469387755,3,4,2,3.582,0.534,2.1,5.3917,6.941,453.85,-5.17872263
17,15.142857142857142,9.0,23.0,65.28571428571429,35.59183673469387,32.40431611428571,53.6415968,15.321043330612245,299.78000000000003,281.46285714285716,2.857142857142857,107.71428571428571,57.95918367346939,2.795714285714286,1.353469387755102,29.721190476199997,73.1066666667,63.3991666667,24.791700680285714,1.1804285714285714,0.9023673469387755,30,35,4,0.388,7.13,1.5,9.3942,65.38,692.88,1.015365728
18,15.142857142857142,9.0,23.0,65.28571428571429,35.59183673469387,32.40431611428571,53.6415968,15.321043330612245,299.78000000000003,281.46285714285716,2.857142857142857,107.71428571428571,57.95918367346939,2.795714285714286,1.353469387755102,29.721190476199997,73.1066666667,63.3991666667,24.791700680285714,1.1804285714285714,0.9023673469387755,19,20,4,0.757,0.862,2.8,4.3407,39.098,336.5,-4.279829728
19,15.142857142857142,9.0,23.0,65.28571428571429,35.59183673469387,32.40431611428571,53.6415968,15.321043330612245,299.78000000000003,281.46285714285716,2.857142857142857,107.71428571428571,57.95918367346939,2.795714285714286,1.353469387755102,29.721190476199997,73.1066666667,63.3991666667,24.791700680285714,1.1804285714285714,0.9023673469387755,11,12,3,1.228,0.971,2.2,5.1391,22.99,371.15,-3.49526924
20,15.142857142857142,9.0,23.0,65.28571428571429,35.59183673469387,32.40431611428571,53.6415968,15.321043330612245,299.78000000000003,281.46285714285716,2.857142857142857,107.71428571428571,57.95918367346939,2.795714285714286,1.353469387755102,29.721190476199997,73.1066666667,63.3991666667,24.791700680285714,1.1804285714285714,0.9023673469387755,13,14,3,0.897,2.7,1.8,5.9858,26.982,933.4,3.473451874
21,15.142857142857142,9.0,23.0,65.28571428571429,35.59183673469387,32.40431611428571,53.6415968,15.321043330612245,299.78000000000003,281.46285714285716,2.857142857142857,107.71428571428571,57.95918367346939,2.795714285714286,1.353469387755102,29.721190476199997,73.1066666667,63.3991666667,24.791700680285714,1.1804285714285714,0.9023673469387755,20,20,4,0.647,1.54,2.2,6.1132,40.078,1112.15,-5.440871128
22,15.142857142857142,9.0,23.0,65.28571428571429,35.59183673469387,32.40431611428571,53.6415968,15.321043330612245,299.78000000000003,281.46285714285716,2.857142857142857,107.71428571428571,57.95918367346939,2.795714285714286,1.353469387755102,29.721190476199997,73.1066666667,63.3991666667,24.791700680285714,1.1804285714285714,0.9023673469387755,12,12,3,1.023,1.74,1.7,7.6462,24.305,923.15,-3.421779538
