,A1 NumberofProtons,A2 NumberofProtons,B NumberofProtons,X1 NumberofProtons,X2 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,Ion NumberofProtons,A1 NumberofNeutrons,A2 NumberofNeutrons,B NumberofNeutrons,X1 NumberofNeutrons,X2 NumberofNeutrons,X3 NumberofNeutrons,X4 NumberofNeutrons,Ion NumberofNeutrons,A1 Number of Shells,A2 Number of Shells,B Number of Shells,X1 Number of Shells,X2 Number of Shells,X3 Number of Shells,X4 Number of Shells,Ion Number of Shells,A1 Specific Heat,A2 Specific Heat,B Specific Heat,X1 Specific Heat,X2 Specific Heat,X3 Specific Heat,X4 Specific Heat,Ion Specific Heat,A1 Density,A2 Density,B Density,X1 Density,X2 Density,X3 Density,X4 Density,Ion Density,A1 AtomicRadius,A2 AtomicRadius,B AtomicRadius,X1 AtomicRadius,X2 AtomicRadius,X3 AtomicRadius,X4 AtomicRadius,Ion AtomicRadius,A1 Firstlonization,A2 Firstlonization,B Firstlonization,X1 Firstlonization,X2 Firstlonization,X3 Firstlonization,X4 Firstlonization,Ion Firstlonization,A1 AtomicMass,A2  AtomicMass,B  AtomicMass,X1 AtomicMass,X2 AtomicMass,X3 AtomicMass,X4 AtomicMass,Ion AtomicMass,A1 Melting Point,A2 Melting Point,B Melting Point,X1 Melting Point,X2 Melting Point,X3 Melting Point,X4 Melting Point,Ion Melting Point
305,37,37,50,35,35,35,35,30,48,48,69,45,45,45,45,35,5,5,5,4,4,4,4,4,0.363,0.363,0.228,0.474,0.474,0.474,0.474,0.388,1.53,1.53,7.29,3.12,3.12,3.12,3.12,7.13,3.0,3.0,1.7,1.1,1.1,1.1,1.1,1.5,4.1771,4.1771,7.3439,11.8138,11.8138,11.8138,11.8138,9.3942,85.468,85.468,118.71,79.904,79.904,79.904,79.904,65.38,312.79,312.79,505.21,266.05,266.05,266.05,266.05,692.88
306,37,37,50,35,35,35,35,19,48,48,69,45,45,45,45,20,5,5,5,4,4,4,4,4,0.363,0.363,0.228,0.474,0.474,0.474,0.474,0.757,1.53,1.53,7.29,3.12,3.12,3.12,3.12,0.862,3.0,3.0,1.7,1.1,1.1,1.1,1.1,2.8,4.1771,4.1771,7.3439,11.8138,11.8138,11.8138,11.8138,4.3407,85.468,85.468,118.71,79.904,79.904,79.904,79.904,39.098,312.79,312.79,505.21,266.05,266.05,266.05,266.05,336.5
307,37,37,50,35,35,35,35,11,48,48,69,45,45,45,45,12,5,5,5,4,4,4,4,3,0.363,0.363,0.228,0.474,0.474,0.474,0.474,1.228,1.53,1.53,7.29,3.12,3.12,3.12,3.12,0.971,3.0,3.0,1.7,1.1,1.1,1.1,1.1,2.2,4.1771,4.1771,7.3439,11.8138,11.8138,11.8138,11.8138,5.1391,85.468,85.468,118.71,79.904,79.904,79.904,79.904,22.99,312.79,312.79,505.21,266.05,266.05,266.05,266.05,371.15
308,37,37,50,35,35,35,35,13,48,48,69,45,45,45,45,14,5,5,5,4,4,4,4,3,0.363,0.363,0.228,0.474,0.474,0.474,0.474,0.897,1.53,1.53,7.29,3.12,3.12,3.12,3.12,2.7,3.0,3.0,1.7,1.1,1.1,1.1,1.1,1.8,4.1771,4.1771,7.3439,11.8138,11.8138,11.8138,11.8138,5.9858,85.468,85.468,118.71,79.904,79.904,79.904,79.904,26.982,312.79,312.79,505.21,266.05,266.05,266.05,266.05,933.4
309,37,37,50,35,35,35,35,20,48,48,69,45,45,45,45,20,5,5,5,4,4,4,4,4,0.363,0.363,0.228,0.474,0.474,0.474,0.474,0.647,1.53,1.53,7.29,3.12,3.12,3.12,3.12,1.54,3.0,3.0,1.7,1.1,1.1,1.1,1.1,2.2,4.1771,4.1771,7.3439,11.8138,11.8138,11.8138,11.8138,6.1132,85.468,85.468,118.71,79.904,79.904,79.904,79.904,40.078,312.79,312.79,505.21,266.05,266.05,266.05,266.05,1112.15
310,37,37,50,35,35,35,35,12,48,48,69,45,45,45,45,12,5,5,5,4,4,4,4,3,0.363,0.363,0.228,0.474,0.474,0.474,0.474,1.023,1.53,1.53,7.29,3.12,3.12,3.12,3.12,1.74,3.0,3.0,1.7,1.1,1.1,1.1,1.1,1.7,4.1771,4.1771,7.3439,11.8138,11.8138,11.8138,11.8138,7.6462,85.468,85.468,118.71,79.904,79.904,79.904,79.904,24.305,312.79,312.79,505.21,266.05,266.05,266.05,266.05,923.15
311,37,37,50,35,35,35,35,9,48,48,69,45,45,45,45,10,5,5,5,4,4,4,4,2,0.363,0.363,0.228,0.474,0.474,0.474,0.474,0.824,1.53,1.53,7.29,3.12,3.12,3.12,3.12,0.0017,3.0,3.0,1.7,1.1,1.1,1.1,1.1,0.57,4.1771,4.1771,7.3439,11.8138,11.8138,11.8138,11.8138,17.4228,85.468,85.468,118.71,79.904,79.904,79.904,79.904,18.998,312.79,312.79,505.21,266.05,266.05,266.05,266.05,53.63
312,55,55,50,35,35,35,35,3,78,78,69,45,45,45,45,4,6,6,5,4,4,4,4,2,0.242,0.242,0.228,0.474,0.474,0.474,0.474,3.582,1.87,1.87,7.29,3.12,3.12,3.12,3.12,0.534,3.3,3.3,1.7,1.1,1.1,1.1,1.1,2.1,3.8939,3.8939,7.3439,11.8138,11.8138,11.8138,11.8138,5.3917,132.905,132.905,118.71,79.904,79.904,79.904,79.904,6.941,301.7,301.7,505.21,266.05,266.05,266.05,266.05,453.85
313,55,55,50,35,35,35,35,30,78,78,69,45,45,45,45,35,6,6,5,4,4,4,4,4,0.242,0.242,0.228,0.474,0.474,0.474,0.474,0.388,1.87,1.87,7.29,3.12,3.12,3.12,3.12,7.13,3.3,3.3,1.7,1.1,1.1,1.1,1.1,1.5,3.8939,3.8939,7.3439,11.8138,11.8138,11.8138,11.8138,9.3942,132.905,132.905,118.71,79.904,79.904,79.904,79.904,65.38,301.7,301.7,505.21,266.05,266.05,266.05,266.05,692.88
314,55,55,50,35,35,35,35,19,78,78,69,45,45,45,45,20,6,6,5,4,4,4,4,4,0.242,0.242,0.228,0.474,0.474,0.474,0.474,0.757,1.87,1.87,7.29,3.12,3.12,3.12,3.12,0.862,3.3,3.3,1.7,1.1,1.1,1.1,1.1,2.8,3.8939,3.8939,7.3439,11.8138,11.8138,11.8138,11.8138,4.3407,132.905,132.905,118.71,79.904,79.904,79.904,79.904,39.098,301.7,301.7,505.21,266.05,266.05,266.05,266.05,336.5
315,55,55,50,35,35,35,35,11,78,78,69,45,45,45,45,12,6,6,5,4,4,4,4,3,0.242,0.242,0.228,0.474,0.474,0.474,0.474,1.228,1.87,1.87,7.29,3.12,3.12,3.12,3.12,0.971,3.3,3.3,1.7,1.1,1.1,1.1,1.1,2.2,3.8939,3.8939,7.3439,11.8138,11.8138,11.8138,11.8138,5.1391,132.905,132.905,118.71,79.904,79.904,79.904,79.904,22.99,301.7,301.7,505.21,266.05,266.05,266.05,266.05,371.15
316,55,55,50,35,35,35,35,13,78,78,69,45,45,45,45,14,6,6,5,4,4,4,4,3,0.242,0.242,0.228,0.474,0.474,0.474,0.474,0.897,1.87,1.87,7.29,3.12,3.12,3.12,3.12,2.7,3.3,3.3,1.7,1.1,1.1,1.1,1.1,1.8,3.8939,3.8939,7.3439,11.8138,11.8138,11.8138,11.8138,5.9858,132.905,132.905,118.71,79.904,79.904,79.904,79.904,26.982,301.7,301.7,505.21,266.05,266.05,266.05,266.05,933.4
317,55,55,50,35,35,35,35,20,78,78,69,45,45,45,45,20,6,6,5,4,4,4,4,4,0.242,0.242,0.228,0.474,0.474,0.474,0.474,0.647,1.87,1.87,7.29,3.12,3.12,3.12,3.12,1.54,3.3,3.3,1.7,1.1,1.1,1.1,1.1,2.2,3.8939,3.8939,7.3439,11.8138,11.8138,11.8138,11.8138,6.1132,132.905,132.905,118.71,79.904,79.904,79.904,79.904,40.078,301.7,301.7,505.21,266.05,266.05,266.05,266.05,1112.15
318,55,55,50,35,35,35,35,12,78,78,69,45,45,45,45,12,6,6,5,4,4,4,4,3,0.242,0.242,0.228,0.474,0.474,0.474,0.474,1.023,1.87,1.87,7.29,3.12,3.12,3.12,3.12,1.74,3.3,3.3,1.7,1.1,1.1,1.1,1.1,1.7,3.8939,3.8939,7.3439,11.8138,11.8138,11.8138,11.8138,7.6462,132.905,132.905,118.71,79.904,79.904,79.904,79.904,24.305,301.7,301.7,505.21,266.05,266.05,266.05,266.05,923.15
319,55,55,50,35,35,35,35,9,78,78,69,45,45,45,45,10,6,6,5,4,4,4,4,2,0.242,0.242,0.228,0.474,0.474,0.474,0.474,0.824,1.87,1.87,7.29,3.12,3.12,3.12,3.12,0.0017,3.3,3.3,1.7,1.1,1.1,1.1,1.1,0.57,3.8939,3.8939,7.3439,11.8138,11.8138,11.8138,11.8138,17.4228,132.905,132.905,118.71,79.904,79.904,79.904,79.904,18.998,301.7,301.7,505.21,266.05,266.05,266.05,266.05,53.63
320,3,3,82,35,35,35,35,3,4,4,125,45,45,45,45,4,2,2,6,4,4,4,4,2,3.582,3.582,0.129,0.474,0.474,0.474,0.474,3.582,0.534,0.534,11.3,3.12,3.12,3.12,3.12,0.534,2.1,2.1,1.8,1.1,1.1,1.1,1.1,2.1,5.3917,5.3917,7.4167,11.8138,11.8138,11.8138,11.8138,5.3917,6.941,6.941,207.2,79.904,79.904,79.904,79.904,6.941,453.85,453.85,600.75,266.05,266.05,266.05,266.05,453.85
321,3,3,82,35,35,35,35,30,4,4,125,45,45,45,45,35,2,2,6,4,4,4,4,4,3.582,3.582,0.129,0.474,0.474,0.474,0.474,0.388,0.534,0.534,11.3,3.12,3.12,3.12,3.12,7.13,2.1,2.1,1.8,1.1,1.1,1.1,1.1,1.5,5.3917,5.3917,7.4167,11.8138,11.8138,11.8138,11.8138,9.3942,6.941,6.941,207.2,79.904,79.904,79.904,79.904,65.38,453.85,453.85,600.75,266.05,266.05,266.05,266.05,692.88
322,3,3,82,35,35,35,35,19,4,4,125,45,45,45,45,20,2,2,6,4,4,4,4,4,3.582,3.582,0.129,0.474,0.474,0.474,0.474,0.757,0.534,0.534,11.3,3.12,3.12,3.12,3.12,0.862,2.1,2.1,1.8,1.1,1.1,1.1,1.1,2.8,5.3917,5.3917,7.4167,11.8138,11.8138,11.8138,11.8138,4.3407,6.941,6.941,207.2,79.904,79.904,79.904,79.904,39.098,453.85,453.85,600.75,266.05,266.05,266.05,266.05,336.5
323,3,3,82,35,35,35,35,11,4,4,125,45,45,45,45,12,2,2,6,4,4,4,4,3,3.582,3.582,0.129,0.474,0.474,0.474,0.474,1.228,0.534,0.534,11.3,3.12,3.12,3.12,3.12,0.971,2.1,2.1,1.8,1.1,1.1,1.1,1.1,2.2,5.3917,5.3917,7.4167,11.8138,11.8138,11.8138,11.8138,5.1391,6.941,6.941,207.2,79.904,79.904,79.904,79.904,22.99,453.85,453.85,600.75,266.05,266.05,266.05,266.05,371.15
324,3,3,82,35,35,35,35,13,4,4,125,45,45,45,45,14,2,2,6,4,4,4,4,3,3.582,3.582,0.129,0.474,0.474,0.474,0.474,0.897,0.534,0.534,11.3,3.12,3.12,3.12,3.12,2.7,2.1,2.1,1.8,1.1,1.1,1.1,1.1,1.8,5.3917,5.3917,7.4167,11.8138,11.8138,11.8138,11.8138,5.9858,6.941,6.941,207.2,79.904,79.904,79.904,79.904,26.982,453.85,453.85,600.75,266.05,266.05,266.05,266.05,933.4
325,3,3,82,35,35,35,35,20,4,4,125,45,45,45,45,20,2,2,6,4,4,4,4,4,3.582,3.582,0.129,0.474,0.474,0.474,0.474,0.647,0.534,0.534,11.3,3.12,3.12,3.12,3.12,1.54,2.1,2.1,1.8,1.1,1.1,1.1,1.1,2.2,5.3917,5.3917,7.4167,11.8138,11.8138,11.8138,11.8138,6.1132,6.941,6.941,207.2,79.904,79.904,79.904,79.904,40.078,453.85,453.85,600.75,266.05,266.05,266.05,266.05,1112.15
326,3,3,82,35,35,35,35,12,4,4,125,45,45,45,45,12,2,2,6,4,4,4,4,3,3.582,3.582,0.129,0.474,0.474,0.474,0.474,1.023,0.534,0.534,11.3,3.12,3.12,3.12,3.12,1.74,2.1,2.1,1.8,1.1,1.1,1.1,1.1,1.7,5.3917,5.3917,7.4167,11.8138,11.8138,11.8138,11.8138,7.6462,6.941,6.941,207.2,79.904,79.904,79.904,79.904,24.305,453.85,453.85,600.75,266.05,266.05,266.05,266.05,923.15
327,3,3,82,35,35,35,35,9,4,4,125,45,45,45,45,10,2,2,6,4,4,4,4,2,3.582,3.582,0.129,0.474,0.474,0.474,0.474,0.824,0.534,0.534,11.3,3.12,3.12,3.12,3.12,0.0017,2.1,2.1,1.8,1.1,1.1,1.1,1.1,0.57,5.3917,5.3917,7.4167,11.8138,11.8138,11.8138,11.8138,17.4228,6.941,6.941,207.2,79.904,79.904,79.904,79.904,18.998,453.85,453.85,600.75,266.05,266.05,266.05,266.05,53.63
328,11,11,82,35,35,35,35,3,12,12,125,45,45,45,45,4,3,3,6,4,4,4,4,2,1.228,1.228,0.129,0.474,0.474,0.474,0.474,3.582,0.971,0.971,11.3,3.12,3.12,3.12,3.12,0.534,2.2,2.2,1.8,1.1,1.1,1.1,1.1,2.1,5.1391,5.1391,7.4167,11.8138,11.8138,11.8138,11.8138,5.3917,22.99,22.99,207.2,79.904,79.904,79.904,79.904,6.941,371.15,371.15,600.75,266.05,266.05,266.05,266.05,453.85
329,11,11,82,35,35,35,35,30,12,12,125,45,45,45,45,35,3,3,6,4,4,4,4,4,1.228,1.228,0.129,0.474,0.474,0.474,0.474,0.388,0.971,0.971,11.3,3.12,3.12,3.12,3.12,7.13,2.2,2.2,1.8,1.1,1.1,1.1,1.1,1.5,5.1391,5.1391,7.4167,11.8138,11.8138,11.8138,11.8138,9.3942,22.99,22.99,207.2,79.904,79.904,79.904,79.904,65.38,371.15,371.15,600.75,266.05,266.05,266.05,266.05,692.88
330,11,11,82,35,35,35,35,19,12,12,125,45,45,45,45,20,3,3,6,4,4,4,4,4,1.228,1.228,0.129,0.474,0.474,0.474,0.474,0.757,0.971,0.971,11.3,3.12,3.12,3.12,3.12,0.862,2.2,2.2,1.8,1.1,1.1,1.1,1.1,2.8,5.1391,5.1391,7.4167,11.8138,11.8138,11.8138,11.8138,4.3407,22.99,22.99,207.2,79.904,79.904,79.904,79.904,39.098,371.15,371.15,600.75,266.05,266.05,266.05,266.05,336.5
331,11,11,82,35,35,35,35,11,12,12,125,45,45,45,45,12,3,3,6,4,4,4,4,3,1.228,1.228,0.129,0.474,0.474,0.474,0.474,1.228,0.971,0.971,11.3,3.12,3.12,3.12,3.12,0.971,2.2,2.2,1.8,1.1,1.1,1.1,1.1,2.2,5.1391,5.1391,7.4167,11.8138,11.8138,11.8138,11.8138,5.1391,22.99,22.99,207.2,79.904,79.904,79.904,79.904,22.99,371.15,371.15,600.75,266.05,266.05,266.05,266.05,371.15
332,11,11,82,35,35,35,35,13,12,12,125,45,45,45,45,14,3,3,6,4,4,4,4,3,1.228,1.228,0.129,0.474,0.474,0.474,0.474,0.897,0.971,0.971,11.3,3.12,3.12,3.12,3.12,2.7,2.2,2.2,1.8,1.1,1.1,1.1,1.1,1.8,5.1391,5.1391,7.4167,11.8138,11.8138,11.8138,11.8138,5.9858,22.99,22.99,207.2,79.904,79.904,79.904,79.904,26.982,371.15,371.15,600.75,266.05,266.05,266.05,266.05,933.4
333,11,11,82,35,35,35,35,20,12,12,125,45,45,45,45,20,3,3,6,4,4,4,4,4,1.228,1.228,0.129,0.474,0.474,0.474,0.474,0.647,0.971,0.971,11.3,3.12,3.12,3.12,3.12,1.54,2.2,2.2,1.8,1.1,1.1,1.1,1.1,2.2,5.1391,5.1391,7.4167,11.8138,11.8138,11.8138,11.8138,6.1132,22.99,22.99,207.2,79.904,79.904,79.904,79.904,40.078,371.15,371.15,600.75,266.05,266.05,266.05,266.05,1112.15
334,11,11,82,35,35,35,35,12,12,12,125,45,45,45,45,12,3,3,6,4,4,4,4,3,1.228,1.228,0.129,0.474,0.474,0.474,0.474,1.023,0.971,0.971,11.3,3.12,3.12,3.12,3.12,1.74,2.2,2.2,1.8,1.1,1.1,1.1,1.1,1.7,5.1391,5.1391,7.4167,11.8138,11.8138,11.8138,11.8138,7.6462,22.99,22.99,207.2,79.904,79.904,79.904,79.904,24.305,371.15,371.15,600.75,266.05,266.05,266.05,266.05,923.15
335,11,11,82,35,35,35,35,9,12,12,125,45,45,45,45,10,3,3,6,4,4,4,4,2,1.228,1.228,0.129,0.474,0.474,0.474,0.474,0.824,0.971,0.971,11.3,3.12,3.12,3.12,3.12,0.0017,2.2,2.2,1.8,1.1,1.1,1.1,1.1,0.57,5.1391,5.1391,7.4167,11.8138,11.8138,11.8138,11.8138,17.4228,22.99,22.99,207.2,79.904,79.904,79.904,79.904,18.998,371.15,371.15,600.75,266.05,266.05,266.05,266.05,53.63
336,19,19,82,35,35,35,35,3,20,20,125,45,45,45,45,4,4,4,6,4,4,4,4,2,0.757,0.757,0.129,0.474,0.474,0.474,0.474,3.582,0.862,0.862,11.3,3.12,3.12,3.12,3.12,0.534,2.8,2.8,1.8,1.1,1.1,1.1,1.1,2.1,4.3407,4.3407,7.4167,11.8138,11.8138,11.8138,11.8138,5.3917,39.098,39.098,207.2,79.904,79.904,79.904,79.904,6.941,336.5,336.5,600.75,266.05,266.05,266.05,266.05,453.85
337,19,19,82,35,35,35,35,30,20,20,125,45,45,45,45,35,4,4,6,4,4,4,4,4,0.757,0.757,0.129,0.474,0.474,0.474,0.474,0.388,0.862,0.862,11.3,3.12,3.12,3.12,3.12,7.13,2.8,2.8,1.8,1.1,1.1,1.1,1.1,1.5,4.3407,4.3407,7.4167,11.8138,11.8138,11.8138,11.8138,9.3942,39.098,39.098,207.2,79.904,79.904,79.904,79.904,65.38,336.5,336.5,600.75,266.05,266.05,266.05,266.05,692.88
338,19,19,82,35,35,35,35,19,20,20,125,45,45,45,45,20,4,4,6,4,4,4,4,4,0.757,0.757,0.129,0.474,0.474,0.474,0.474,0.757,0.862,0.862,11.3,3.12,3.12,3.12,3.12,0.862,2.8,2.8,1.8,1.1,1.1,1.1,1.1,2.8,4.3407,4.3407,7.4167,11.8138,11.8138,11.8138,11.8138,4.3407,39.098,39.098,207.2,79.904,79.904,79.904,79.904,39.098,336.5,336.5,600.75,266.05,266.05,266.05,266.05,336.5
339,19,19,82,35,35,35,35,11,20,20,125,45,45,45,45,12,4,4,6,4,4,4,4,3,0.757,0.757,0.129,0.474,0.474,0.474,0.474,1.228,0.862,0.862,11.3,3.12,3.12,3.12,3.12,0.971,2.8,2.8,1.8,1.1,1.1,1.1,1.1,2.2,4.3407,4.3407,7.4167,11.8138,11.8138,11.8138,11.8138,5.1391,39.098,39.098,207.2,79.904,79.904,79.904,79.904,22.99,336.5,336.5,600.75,266.05,266.05,266.05,266.05,371.15
340,19,19,82,35,35,35,35,13,20,20,125,45,45,45,45,14,4,4,6,4,4,4,4,3,0.757,0.757,0.129,0.474,0.474,0.474,0.474,0.897,0.862,0.862,11.3,3.12,3.12,3.12,3.12,2.7,2.8,2.8,1.8,1.1,1.1,1.1,1.1,1.8,4.3407,4.3407,7.4167,11.8138,11.8138,11.8138,11.8138,5.9858,39.098,39.098,207.2,79.904,79.904,79.904,79.904,26.982,336.5,336.5,600.75,266.05,266.05,266.05,266.05,933.4
341,19,19,82,35,35,35,35,20,20,20,125,45,45,45,45,20,4,4,6,4,4,4,4,4,0.757,0.757,0.129,0.474,0.474,0.474,0.474,0.647,0.862,0.862,11.3,3.12,3.12,3.12,3.12,1.54,2.8,2.8,1.8,1.1,1.1,1.1,1.1,2.2,4.3407,4.3407,7.4167,11.8138,11.8138,11.8138,11.8138,6.1132,39.098,39.098,207.2,79.904,79.904,79.904,79.904,40.078,336.5,336.5,600.75,266.05,266.05,266.05,266.05,1112.15
342,19,19,82,35,35,35,35,12,20,20,125,45,45,45,45,12,4,4,6,4,4,4,4,3,0.757,0.757,0.129,0.474,0.474,0.474,0.474,1.023,0.862,0.862,11.3,3.12,3.12,3.12,3.12,1.74,2.8,2.8,1.8,1.1,1.1,1.1,1.1,1.7,4.3407,4.3407,7.4167,11.8138,11.8138,11.8138,11.8138,7.6462,39.098,39.098,207.2,79.904,79.904,79.904,79.904,24.305,336.5,336.5,600.75,266.05,266.05,266.05,266.05,923.15
343,19,19,82,35,35,35,35,9,20,20,125,45,45,45,45,10,4,4,6,4,4,4,4,2,0.757,0.757,0.129,0.474,0.474,0.474,0.474,0.824,0.862,0.862,11.3,3.12,3.12,3.12,3.12,0.0017,2.8,2.8,1.8,1.1,1.1,1.1,1.1,0.57,4.3407,4.3407,7.4167,11.8138,11.8138,11.8138,11.8138,17.4228,39.098,39.098,207.2,79.904,79.904,79.904,79.904,18.998,336.5,336.5,600.75,266.05,266.05,266.05,266.05,53.63
344,37,37,82,35,35,35,35,3,48,48,125,45,45,45,45,4,5,5,6,4,4,4,4,2,0.363,0.363,0.129,0.474,0.474,0.474,0.474,3.582,1.53,1.53,11.3,3.12,3.12,3.12,3.12,0.534,3.0,3.0,1.8,1.1,1.1,1.1,1.1,2.1,4.1771,4.1771,7.4167,11.8138,11.8138,11.8138,11.8138,5.3917,85.468,85.468,207.2,79.904,79.904,79.904,79.904,6.941,312.79,312.79,600.75,266.05,266.05,266.05,266.05,453.85
345,37,37,82,35,35,35,35,30,48,48,125,45,45,45,45,35,5,5,6,4,4,4,4,4,0.363,0.363,0.129,0.474,0.474,0.474,0.474,0.388,1.53,1.53,11.3,3.12,3.12,3.12,3.12,7.13,3.0,3.0,1.8,1.1,1.1,1.1,1.1,1.5,4.1771,4.1771,7.4167,11.8138,11.8138,11.8138,11.8138,9.3942,85.468,85.468,207.2,79.904,79.904,79.904,79.904,65.38,312.79,312.79,600.75,266.05,266.05,266.05,266.05,692.88
346,37,37,82,35,35,35,35,19,48,48,125,45,45,45,45,20,5,5,6,4,4,4,4,4,0.363,0.363,0.129,0.474,0.474,0.474,0.474,0.757,1.53,1.53,11.3,3.12,3.12,3.12,3.12,0.862,3.0,3.0,1.8,1.1,1.1,1.1,1.1,2.8,4.1771,4.1771,7.4167,11.8138,11.8138,11.8138,11.8138,4.3407,85.468,85.468,207.2,79.904,79.904,79.904,79.904,39.098,312.79,312.79,600.75,266.05,266.05,266.05,266.05,336.5
347,37,37,82,35,35,35,35,11,48,48,125,45,45,45,45,12,5,5,6,4,4,4,4,3,0.363,0.363,0.129,0.474,0.474,0.474,0.474,1.228,1.53,1.53,11.3,3.12,3.12,3.12,3.12,0.971,3.0,3.0,1.8,1.1,1.1,1.1,1.1,2.2,4.1771,4.1771,7.4167,11.8138,11.8138,11.8138,11.8138,5.1391,85.468,85.468,207.2,79.904,79.904,79.904,79.904,22.99,312.79,312.79,600.75,266.05,266.05,266.05,266.05,371.15
348,37,37,82,35,35,35,35,13,48,48,125,45,45,45,45,14,5,5,6,4,4,4,4,3,0.363,0.363,0.129,0.474,0.474,0.474,0.474,0.897,1.53,1.53,11.3,3.12,3.12,3.12,3.12,2.7,3.0,3.0,1.8,1.1,1.1,1.1,1.1,1.8,4.1771,4.1771,7.4167,11.8138,11.8138,11.8138,11.8138,5.9858,85.468,85.468,207.2,79.904,79.904,79.904,79.904,26.982,312.79,312.79,600.75,266.05,266.05,266.05,266.05,933.4
349,37,37,82,35,35,35,35,20,48,48,125,45,45,45,45,20,5,5,6,4,4,4,4,4,0.363,0.363,0.129,0.474,0.474,0.474,0.474,0.647,1.53,1.53,11.3,3.12,3.12,3.12,3.12,1.54,3.0,3.0,1.8,1.1,1.1,1.1,1.1,2.2,4.1771,4.1771,7.4167,11.8138,11.8138,11.8138,11.8138,6.1132,85.468,85.468,207.2,79.904,79.904,79.904,79.904,40.078,312.79,312.79,600.75,266.05,266.05,266.05,266.05,1112.15
350,37,37,82,35,35,35,35,12,48,48,125,45,45,45,45,12,5,5,6,4,4,4,4,3,0.363,0.363,0.129,0.474,0.474,0.474,0.474,1.023,1.53,1.53,11.3,3.12,3.12,3.12,3.12,1.74,3.0,3.0,1.8,1.1,1.1,1.1,1.1,1.7,4.1771,4.1771,7.4167,11.8138,11.8138,11.8138,11.8138,7.6462,85.468,85.468,207.2,79.904,79.904,79.904,79.904,24.305,312.79,312.79,600.75,266.05,266.05,266.05,266.05,923.15
351,37,37,82,35,35,35,35,9,48,48,125,45,45,45,45,10,5,5,6,4,4,4,4,2,0.363,0.363,0.129,0.474,0.474,0.474,0.474,0.824,1.53,1.53,11.3,3.12,3.12,3.12,3.12,0.0017,3.0,3.0,1.8,1.1,1.1,1.1,1.1,0.57,4.1771,4.1771,7.4167,11.8138,11.8138,11.8138,11.8138,17.4228,85.468,85.468,207.2,79.904,79.904,79.904,79.904,18.998,312.79,312.79,600.75,266.05,266.05,266.05,266.05,53.63
352,55,55,82,35,35,35,35,3,78,78,125,45,45,45,45,4,6,6,6,4,4,4,4,2,0.242,0.242,0.129,0.474,0.474,0.474,0.474,3.582,1.87,1.87,11.3,3.12,3.12,3.12,3.12,0.534,3.3,3.3,1.8,1.1,1.1,1.1,1.1,2.1,3.8939,3.8939,7.4167,11.8138,11.8138,11.8138,11.8138,5.3917,132.905,132.905,207.2,79.904,79.904,79.904,79.904,6.941,301.7,301.7,600.75,266.05,266.05,266.05,266.05,453.85
353,55,55,82,35,35,35,35,30,78,78,125,45,45,45,45,35,6,6,6,4,4,4,4,4,0.242,0.242,0.129,0.474,0.474,0.474,0.474,0.388,1.87,1.87,11.3,3.12,3.12,3.12,3.12,7.13,3.3,3.3,1.8,1.1,1.1,1.1,1.1,1.5,3.8939,3.8939,7.4167,11.8138,11.8138,11.8138,11.8138,9.3942,132.905,132.905,207.2,79.904,79.904,79.904,79.904,65.38,301.7,301.7,600.75,266.05,266.05,266.05,266.05,692.88
354,55,55,82,35,35,35,35,19,78,78,125,45,45,45,45,20,6,6,6,4,4,4,4,4,0.242,0.242,0.129,0.474,0.474,0.474,0.474,0.757,1.87,1.87,11.3,3.12,3.12,3.12,3.12,0.862,3.3,3.3,1.8,1.1,1.1,1.1,1.1,2.8,3.8939,3.8939,7.4167,11.8138,11.8138,11.8138,11.8138,4.3407,132.905,132.905,207.2,79.904,79.904,79.904,79.904,39.098,301.7,301.7,600.75,266.05,266.05,266.05,266.05,336.5
355,55,55,82,35,35,35,35,11,78,78,125,45,45,45,45,12,6,6,6,4,4,4,4,3,0.242,0.242,0.129,0.474,0.474,0.474,0.474,1.228,1.87,1.87,11.3,3.12,3.12,3.12,3.12,0.971,3.3,3.3,1.8,1.1,1.1,1.1,1.1,2.2,3.8939,3.8939,7.4167,11.8138,11.8138,11.8138,11.8138,5.1391,132.905,132.905,207.2,79.904,79.904,79.904,79.904,22.99,301.7,301.7,600.75,266.05,266.05,266.05,266.05,371.15
356,55,55,82,35,35,35,35,13,78,78,125,45,45,45,45,14,6,6,6,4,4,4,4,3,0.242,0.242,0.129,0.474,0.474,0.474,0.474,0.897,1.87,1.87,11.3,3.12,3.12,3.12,3.12,2.7,3.3,3.3,1.8,1.1,1.1,1.1,1.1,1.8,3.8939,3.8939,7.4167,11.8138,11.8138,11.8138,11.8138,5.9858,132.905,132.905,207.2,79.904,79.904,79.904,79.904,26.982,301.7,301.7,600.75,266.05,266.05,266.05,266.05,933.4
357,55,55,82,35,35,35,35,20,78,78,125,45,45,45,45,20,6,6,6,4,4,4,4,4,0.242,0.242,0.129,0.474,0.474,0.474,0.474,0.647,1.87,1.87,11.3,3.12,3.12,3.12,3.12,1.54,3.3,3.3,1.8,1.1,1.1,1.1,1.1,2.2,3.8939,3.8939,7.4167,11.8138,11.8138,11.8138,11.8138,6.1132,132.905,132.905,207.2,79.904,79.904,79.904,79.904,40.078,301.7,301.7,600.75,266.05,266.05,266.05,266.05,1112.15
