,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7
455,102.0,102.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
456,138.0,138.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
457,138.0,138.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
458,138.0,138.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
459,138.0,138.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
460,138.0,138.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
461,138.0,138.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
462,138.0,138.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
463,138.0,138.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
464,196.0,196.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
465,196.0,196.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
466,196.0,196.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
467,196.0,196.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
468,196.0,196.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
469,196.0,196.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
470,196.0,196.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
471,196.0,196.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
472,167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
473,167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
474,167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
475,167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
476,167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
477,167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
478,167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
479,167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
480,76.0,102.0,73,133.0,133.0,133.0,133.0
481,76.0,102.0,73,133.0,133.0,133.0,133.0
482,76.0,102.0,73,133.0,133.0,133.0,133.0
483,76.0,102.0,73,133.0,133.0,133.0,133.0
484,76.0,102.0,73,133.0,133.0,133.0,133.0
485,76.0,102.0,73,133.0,133.0,133.0,133.0
486,76.0,102.0,73,133.0,133.0,133.0,133.0
487,76.0,102.0,73,133.0,133.0,133.0,133.0
488,102.0,138.0,73,181.0,181.0,181.0,181.0
489,102.0,138.0,73,181.0,181.0,181.0,181.0
490,102.0,138.0,73,181.0,181.0,181.0,181.0
491,102.0,138.0,73,181.0,181.0,181.0,181.0
492,102.0,138.0,73,181.0,181.0,181.0,181.0
493,102.0,138.0,73,181.0,181.0,181.0,181.0
494,102.0,138.0,73,181.0,181.0,181.0,181.0
495,102.0,138.0,73,181.0,181.0,181.0,181.0
496,138.0,167.0,112,181.0,181.0,181.0,181.0
497,138.0,167.0,112,181.0,181.0,181.0,181.0
498,138.0,167.0,112,181.0,181.0,181.0,181.0
499,138.0,167.0,112,181.0,181.0,181.0,181.0
500,138.0,167.0,112,181.0,181.0,181.0,181.0
501,138.0,167.0,112,181.0,181.0,181.0,181.0
502,138.0,167.0,112,181.0,181.0,181.0,181.0
503,138.0,167.0,112,181.0,181.0,181.0,181.0
504,76.0,138.0,112,Br,Br,Br,Br
505,76.0,138.0,112,Br,Br,Br,Br
506,76.0,138.0,112,Br,Br,Br,Br
507,76.0,138.0,112,Br,Br,Br,Br
508,76.0,138.0,112,Br,Br,Br,Br
509,76.0,138.0,112,Br,Br,Br,Br
510,76.0,138.0,112,Br,Br,Br,Br
511,76.0,138.0,112,Br,Br,Br,Br
512,138.0,196.0,119,Br,Br,Br,Br
513,138.0,196.0,119,Br,Br,Br,Br
514,138.0,196.0,119,Br,Br,Br,Br
515,138.0,196.0,119,Br,Br,Br,Br
516,138.0,196.0,119,Br,Br,Br,Br
517,138.0,196.0,119,Br,Br,Br,Br
518,138.0,196.0,119,Br,Br,Br,Br
519,138.0,196.0,119,Br,Br,Br,Br
520,196.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
521,196.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
522,196.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
523,196.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
524,196.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
525,196.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
526,196.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
527,196.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,220.00000000000003
528,76.0,76.0,73,133.0,133.0,133.0,181.0
529,76.0,76.0,73,133.0,133.0,133.0,181.0
530,76.0,76.0,73,133.0,133.0,133.0,181.0
531,76.0,76.0,73,133.0,133.0,133.0,181.0
532,76.0,76.0,73,133.0,133.0,133.0,181.0
533,76.0,76.0,73,133.0,133.0,133.0,181.0
534,76.0,76.0,73,133.0,133.0,133.0,181.0
535,76.0,76.0,73,133.0,133.0,133.0,181.0
536,102.0,102.0,73,133.0,133.0,133.0,181.0
537,102.0,102.0,73,133.0,133.0,133.0,181.0
538,102.0,102.0,73,133.0,133.0,133.0,181.0
539,102.0,102.0,73,133.0,133.0,133.0,181.0
540,102.0,102.0,73,133.0,133.0,133.0,181.0
541,102.0,102.0,73,133.0,133.0,133.0,181.0
542,102.0,102.0,73,133.0,133.0,133.0,181.0
543,102.0,102.0,73,133.0,133.0,133.0,181.0
544,76.0,76.0,112,181.0,181.0,181.0,Br
545,76.0,76.0,112,181.0,181.0,181.0,Br
546,76.0,76.0,112,181.0,181.0,181.0,Br
547,76.0,76.0,112,181.0,181.0,181.0,Br
548,76.0,76.0,112,181.0,181.0,181.0,Br
549,76.0,76.0,112,181.0,181.0,181.0,Br
550,76.0,76.0,112,181.0,181.0,181.0,Br
551,76.0,76.0,112,181.0,181.0,181.0,Br
552,102.0,102.0,112,181.0,181.0,181.0,Br
553,102.0,102.0,112,181.0,181.0,181.0,Br
554,102.0,102.0,112,181.0,181.0,181.0,Br
555,102.0,102.0,112,181.0,181.0,181.0,Br
556,102.0,102.0,112,181.0,181.0,181.0,Br
557,102.0,102.0,112,181.0,181.0,181.0,Br
558,102.0,102.0,112,181.0,181.0,181.0,Br
559,102.0,102.0,112,181.0,181.0,181.0,Br
560,76.0,76.0,119,Br,Br,Br,220.00000000000003
561,76.0,76.0,119,Br,Br,Br,220.00000000000003
562,76.0,76.0,119,Br,Br,Br,220.00000000000003
563,76.0,76.0,119,Br,Br,Br,220.00000000000003
564,76.0,76.0,119,Br,Br,Br,220.00000000000003
565,76.0,76.0,119,Br,Br,Br,220.00000000000003
566,76.0,76.0,119,Br,Br,Br,220.00000000000003
567,76.0,76.0,119,Br,Br,Br,220.00000000000003
568,102.0,102.0,119,Br,Br,Br,220.00000000000003
569,102.0,102.0,119,Br,Br,Br,220.00000000000003
570,102.0,102.0,119,Br,Br,Br,220.00000000000003
571,102.0,102.0,119,Br,Br,Br,220.00000000000003
572,102.0,102.0,119,Br,Br,Br,220.00000000000003
573,102.0,102.0,119,Br,Br,Br,220.00000000000003
574,102.0,102.0,119,Br,Br,Br,220.00000000000003
575,102.0,102.0,119,Br,Br,Br,220.00000000000003
576,138.0,138.0,73,133.0,133.0,181.0,181.0
577,138.0,138.0,73,133.0,133.0,181.0,181.0
578,138.0,138.0,73,133.0,133.0,181.0,181.0
579,138.0,138.0,73,133.0,133.0,181.0,181.0
580,138.0,138.0,73,133.0,133.0,181.0,181.0
581,138.0,138.0,73,133.0,133.0,181.0,181.0
582,138.0,138.0,73,133.0,133.0,181.0,181.0
583,138.0,138.0,73,133.0,133.0,181.0,181.0
584,196.0,196.0,73,133.0,133.0,133.0,Br
585,196.0,196.0,73,133.0,133.0,133.0,Br
586,196.0,196.0,73,133.0,133.0,133.0,Br
587,196.0,196.0,73,133.0,133.0,133.0,Br
588,196.0,196.0,73,133.0,133.0,133.0,Br
589,196.0,196.0,73,133.0,133.0,133.0,Br
590,196.0,196.0,73,133.0,133.0,133.0,Br
591,196.0,196.0,73,133.0,133.0,133.0,Br
592,138.0,138.0,112,Br,Br,220.00000000000003,181.0
593,138.0,138.0,112,Br,Br,220.00000000000003,181.0
594,138.0,138.0,112,Br,Br,220.00000000000003,181.0
595,138.0,138.0,112,Br,Br,220.00000000000003,181.0
596,138.0,138.0,112,Br,Br,220.00000000000003,181.0
597,138.0,138.0,112,Br,Br,220.00000000000003,181.0
598,138.0,138.0,112,Br,Br,220.00000000000003,181.0
599,138.0,138.0,112,Br,Br,220.00000000000003,181.0
600,167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,181.0
601,167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,181.0
602,167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,181.0
603,167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,181.0
604,167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,181.0
605,167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,181.0
606,167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,181.0
607,167.0,167.0,119,220.00000000000003,220.00000000000003,220.00000000000003,181.0
608,138.0,138.0,119,133.0,181.0,Br,220.00000000000003
609,138.0,138.0,119,133.0,181.0,Br,220.00000000000003
610,138.0,138.0,119,133.0,181.0,Br,220.00000000000003
611,138.0,138.0,119,133.0,181.0,Br,220.00000000000003
612,138.0,138.0,119,133.0,181.0,Br,220.00000000000003
613,138.0,138.0,119,133.0,181.0,Br,220.00000000000003
614,138.0,138.0,119,133.0,181.0,Br,220.00000000000003
615,138.0,138.0,119,133.0,181.0,Br,220.00000000000003
616,167.0,167.0,112,Br,Br,220.00000000000003,220.00000000000003
617,167.0,167.0,112,Br,Br,220.00000000000003,220.00000000000003
618,167.0,167.0,112,Br,Br,220.00000000000003,220.00000000000003
619,167.0,167.0,112,Br,Br,220.00000000000003,220.00000000000003
620,167.0,167.0,112,Br,Br,220.00000000000003,220.00000000000003
621,167.0,167.0,112,Br,Br,220.00000000000003,220.00000000000003
622,167.0,167.0,112,Br,Br,220.00000000000003,220.00000000000003
623,167.0,167.0,112,Br,Br,220.00000000000003,220.00000000000003
624,196.0,196.0,119,133.0,133.0,133.0,220.00000000000003
625,196.0,196.0,119,133.0,133.0,133.0,220.00000000000003
626,196.0,196.0,119,133.0,133.0,133.0,220.00000000000003
627,196.0,196.0,119,133.0,133.0,133.0,220.00000000000003
628,196.0,196.0,119,133.0,133.0,133.0,220.00000000000003
629,196.0,196.0,119,133.0,133.0,133.0,220.00000000000003
630,196.0,196.0,119,133.0,133.0,133.0,220.00000000000003
631,196.0,196.0,119,133.0,133.0,133.0,220.00000000000003
632,196.0,196.0,112,181.0,181.0,220.00000000000003,220.00000000000003
633,196.0,196.0,112,181.0,181.0,220.00000000000003,220.00000000000003
634,196.0,196.0,112,181.0,181.0,220.00000000000003,220.00000000000003
635,196.0,196.0,112,181.0,181.0,220.00000000000003,220.00000000000003
636,196.0,196.0,112,181.0,181.0,220.00000000000003,220.00000000000003
637,196.0,196.0,112,181.0,181.0,220.00000000000003,220.00000000000003
638,196.0,196.0,112,181.0,181.0,220.00000000000003,220.00000000000003
639,196.0,196.0,112,181.0,181.0,220.00000000000003,220.00000000000003
