,A1 NumberofProtons,A2 NumberofProtons,B NumberofProtons,X1 NumberofProtons,X2 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,Ion NumberofProtons,A1 NumberofNeutrons,A2 NumberofNeutrons,B NumberofNeutrons,X1 NumberofNeutrons,X2 NumberofNeutrons,X3 NumberofNeutrons,X4 NumberofNeutrons,Ion NumberofNeutrons,A1 Number of Shells,A2 Number of Shells,B Number of Shells,X1 Number of Shells,X2 Number of Shells,X3 Number of Shells,X4 Number of Shells,Ion Number of Shells,A1 Specific Heat,A2 Specific Heat,B Specific Heat,X1 Specific Heat,X2 Specific Heat,X3 Specific Heat,X4 Specific Heat,Ion Specific Heat,A1 Density,A2 Density,B Density,X1 Density,X2 Density,X3 Density,X4 Density,Ion Density,A1 AtomicRadius,A2 AtomicRadius,B AtomicRadius,X1 AtomicRadius,X2 AtomicRadius,X3 AtomicRadius,X4 AtomicRadius,Ion AtomicRadius,A1 Firstlonization,A2 Firstlonization,B Firstlonization,X1 Firstlonization,X2 Firstlonization,X3 Firstlonization,X4 Firstlonization,Ion Firstlonization,A1 AtomicMass,A2  AtomicMass,B  AtomicMass,X1 AtomicMass,X2 AtomicMass,X3 AtomicMass,X4 AtomicMass,Ion AtomicMass,A1 Melting Point,A2 Melting Point,B Melting Point,X1 Melting Point,X2 Melting Point,X3 Melting Point,X4 Melting Point,Ion Melting Point,Without ion Final Energy(ev),With ion Final Energy(ev),Ion Energy(ev),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,Adsorption energy(ev)
A1 Specific Heat,-0.7746077051576432,-0.7562504742296596,-0.05960451655418904,-0.044686371218518164,-0.0478668099990166,-0.09073069574602759,-0.04329505781290969,-4.807217158656117e-17,-0.7151113917068873,-0.7047606149286219,-0.05963613109457654,-0.045869080428235134,-0.04777470571614416,-0.09241180155362545,-0.04211330065220812,-2.357498352010311e-17,-0.8747803878135039,-0.8423094698121414,-0.058521544754305446,-0.04167769254849988,-0.04691844553141315,-0.08599397995695918,-0.044357879949269735,-5.906555498252848e-17,1.0,0.9433602762050969,0.05875255350957862,0.04790606252951254,0.057129095114145316,0.0947590627789979,0.061825662361020176,5.21592687991394e-17,-0.7969469756372505,-0.7777023507533032,-0.05963628377731635,-0.03831959932597044,-0.03832380280425132,-0.08030089547545108,-0.030231088346561536,1.1267996567075548e-17,-0.818396236477706,-0.789732481348399,-0.05526305652136013,-0.0388810410991323,-0.04745138966990281,-0.08067264746226818,-0.04949824799253773,-1.415728880212208e-17,0.8661010662165565,0.8290368425000969,0.03957611077810496,0.03387376609306426,0.04343231826787342,0.07176367039925763,0.04645252018511822,-2.7035305965772117e-17,-0.741601028801016,-0.7277925252181557,-0.05963142089300297,-0.04536317248877937,-0.04770400455782106,-0.0916944198765737,-0.042381189028194946,-3.293340004979625e-17,0.9870272837378158,0.937220617643449,0.03938887613215499,-0.050874144150298964,-0.06077567837664015,-0.08917865642174028,-0.04773314032371609,-8.698243882532509e-17,0.2883062533672484,0.27144782713655263,-1.0805008298622491e-17,,,0.9446517450068924,,,,,,0.036186415617329964,,0.007795368104464004,,,,,,-0.007427822705357821,,-0.18644193733912517,,,,,,,,,,,,,0.04472635856570065,,,0.05249301169585885,,-0.37272951762727563,,,,,,,,,,,,,0.012117967817105743,,,-0.08372285856489617,,-0.4027700484544578,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05642037028794511,,,,,,,,,,,,,,,,,,,,,,-0.01863498398826329
A2 Specific Heat,-0.7374432838197005,-0.768341667846199,-0.027752920420230722,-0.03036785247524903,-0.03309492505229237,-0.07307319891143636,-0.018139485338816156,-6.198696350216962e-17,-0.681221069983687,-0.7105805645763974,-0.02724970999760992,-0.03163331347298478,-0.03326808920485172,-0.07498697304519825,-0.017839182969668257,-5.2423086821791124e-17,-0.8318987147754191,-0.8683082157951951,-0.03002399418660664,-0.027659603966832612,-0.032153640066809576,-0.06842008138798746,-0.018260064538378307,9.033361942380842e-17,0.9433602762050969,1.0,0.029767184435004115,0.024711233134739094,0.032543704814355416,0.06759015404842933,0.024003850226883023,-3.220662707459466e-17,-0.7542539812040812,-0.7898029188791197,-0.027174530842417093,-0.030489086963554145,-0.030492733822597276,-0.06949625780400912,-0.013612885926066057,1.927296839397122e-17,-0.7824632188268349,-0.8138878401431423,-0.031712090264473636,-0.022990581920233788,-0.03032261789777368,-0.06092067982489461,-0.019567490655651325,3.3197794402375667e-18,0.8267799898134401,0.8616014929180585,0.030997656453330483,0.01984811998198291,0.028049402826674032,0.053903894659568706,0.01816836880382759,-1.1113131306999982e-17,-0.7062684240988869,-0.7362094121740033,-0.027422440162399336,-0.031188205302809368,-0.03319625294041702,-0.0742773858690802,-0.017893959965161688,-1.843717529966666e-17,0.933968462592743,0.9859389320816098,0.03096024961025015,-0.034621266825553276,-0.043174757488593826,-0.06970245141289598,-0.019447374961845374,-2.8582178562172794e-17,0.2523661904718605,0.23761816280857204,-4.6402050429414037e-17,,,0.9475663686160902,,,,,,0.019761075633116135,,0.006055427210231414,,,,,,0.011250253999582313,,-0.211761017975131,,,,,,,,,,,,,0.03184798209549633,,,0.016322500844003284,,-0.35831010703817034,,,,,,,,,,,,,-0.011417212410923075,,,-0.04873113031762923,,-0.392701265511755,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.020128886263892167,,,,,,,,,,,,,,,,,,,,,,-0.010913594578686776
B Specific Heat,-0.061281497925799,-0.07516409011876905,-0.990258420681247,-0.12916716096513137,-0.13839040190011537,-0.1391572079588585,-0.15753503931629448,-1.4465260292207768e-16,-0.05762859607321777,-0.07854106120778491,-0.9856502370998245,-0.12610032274442867,-0.1316036835133523,-0.1362692992746748,-0.1626262163927619,-1.255510034297811e-16,-0.06687430894125934,-0.06516504879734981,-0.999773497466712,-0.13245374551971992,-0.14776690823199973,-0.14241792243650223,-0.14594940327765088,3.525678951576045e-16,0.05875255350957862,0.029767184435004115,1.0,0.11373035310242759,0.14015539646234537,0.11119004520325956,0.12303393605112896,-6.683228267132814e-17,-0.0531569395921566,-0.07296907605015084,-0.9849069379742759,-0.12966103279241017,-0.12967338039648768,-0.1467449899272394,-0.16145927814796845,4.774881010167601e-17,-0.07195116580073603,-0.06348631425268325,-0.9774066663076258,-0.12769272841586277,-0.1527632372420021,-0.133905425715229,-0.12108820974038642,-6.038610853609826e-17,0.07308086580453628,0.055725495534562776,0.7820997087626307,0.1269353173078726,0.1550987972736781,0.13407929561358722,0.10540775425469072,6.6043591950957536e-18,-0.05929776987245927,-0.07723828588698935,-0.9873057187510953,-0.12741882084650108,-0.1341910859926212,-0.1376325311188534,-0.16092898878838,-2.613680910421642e-17,0.0645546456106357,0.0411937078050839,0.7794823466931757,-0.1294228602331366,-0.1579692931369309,-0.13774538860244637,-0.1454119183195237,-1.2422882030789967e-17,0.6855703002141907,0.6455375356434697,-7.880643729242562e-17,,,0.027550334967651323,,,,,,0.10896698662845837,,0.046409195213364875,,,,,,0.06732103665965324,,0.00866583045253944,,,,,,,,,,,,,0.8523248809020743,,,-0.0826849811278331,,-0.03189607232862007,,,,,,,,,,,,,0.03224151493854555,,,-0.09642399596902541,,-0.05207314968964504,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.876487304681665,,,,,,,,,,,,,,,,,,,,,,-0.0105437399466468
X1 Specific Heat,-0.07470178257158772,-0.09234609395405255,-0.1010562393019011,-0.9054487305190384,-0.9009180283629374,-0.856051640624413,-0.7160497885850738,-1.3034569026868388e-16,-0.07800792334939749,-0.09961221599069436,-0.09807683142123615,-0.8726379822595153,-0.8698247983576947,-0.8264274627657859,-0.6871469370107394,-2.8805566118404396e-16,-0.06632230126913344,-0.07593449866483809,-0.11547245437210125,-0.9445382778621759,-0.9372138360928459,-0.8923972986986383,-0.7552390715349018,1.518517335050812e-15,0.04790606252951254,0.024711233134739094,0.11373035310242759,1.0,0.9840015875369369,0.9437779736247205,0.8014128186907105,-1.0392597628398576e-16,-0.07710892284701804,-0.08175320918251079,-0.09763642391497603,-0.7935629910573597,-0.7935564671207624,-0.7562124510318173,-0.6297933308269402,4.992393761721641e-17,-0.056591024924113435,-0.0740120605283528,-0.12871817494063165,-0.981777827627753,-0.9684437687831944,-0.9280159901423561,-0.7973557642782428,-2.544408649485593e-16,0.05121642496947248,0.062266056870255236,0.14071109035346863,0.9687294025947879,0.9528830816400947,0.9160765419832143,0.7930575391329534,2.392387476217486e-16,-0.07655643533944184,-0.0963680982570352,-0.09909319863105505,-0.8842562980036089,-0.8808515105727436,-0.836867618269397,-0.6972863247055402,-2.2090479129742316e-16,0.05183366229059136,0.03865353998075437,0.14068511501172495,-0.9592061324694374,-0.9367320712156131,-0.9046760589958118,-0.7651706989467694,-3.286253529883716e-16,0.09453575048782856,0.0889778696683511,-8.038955319927266e-18,,,0.020599192512202404,,,,,,0.8538929776483734,,0.02096968158616279,,,,,,-0.05776343874801276,,0.04012967761868209,,,,,,,,,,,,,0.1403795835583428,,,-0.09697332609915776,,0.027267995843490912,,,,,,,,,,,,,-0.07935559335733747,,,-0.7217327323726639,,-0.11193153192992764,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05969334800360322,,,,,,,,,,,,,,,,,,,,,,-0.02443087571714523
X2 Specific Heat,-0.07023832959714979,-0.08678598457863929,-0.1289802774058799,-0.8944820311471113,-0.9008153346455301,-0.8747720105531229,-0.7532475859629436,-1.5192375091615237e-16,-0.07075762110341084,-0.09145227211538927,-0.12625195690275276,-0.863368561543808,-0.8670545887099727,-0.8438899164523819,-0.7246866832999705,-3.1150536431939004e-16,-0.06828063458967987,-0.07656232098007942,-0.1416230490465485,-0.9308708425234727,-0.941553078148742,-0.9131319394213868,-0.7911647880967655,1.5695445021019844e-15,0.057129095114145316,0.032543704814355416,0.14015539646234537,0.9840015875369369,1.0,0.9583265536137234,0.8373004939170725,-1.25930105843603e-16,-0.06685855408292532,-0.07024341056649007,-0.12584594955657574,-0.7854986149279138,-0.7855065752496255,-0.7767313532409701,-0.6646070871139312,5.4112224165523243e-17,-0.06362112156392938,-0.07991478107943273,-0.15187996702656076,-0.9646618637914092,-0.9811464785636328,-0.9488844885338557,-0.8307329369553912,-2.436608108639814e-16,0.06152775114500758,0.07144130037373804,0.15351755846461398,0.9501613085709821,0.9679107588054445,0.9385221516978337,0.8234748001918335,2.243525350471563e-16,-0.07045054001308478,-0.08926733350930054,-0.12718631865727154,-0.8743778160354906,-0.8789607335579946,-0.8548557940832773,-0.7346936588736298,-2.2356627070448073e-16,0.06024798393262847,0.04567931593276201,0.15338115976240457,-0.9452394307032569,-0.9578688653912187,-0.9241909470210352,-0.8016891900827391,-3.276184216225842e-16,0.1206925347580598,0.11360065192807892,-2.7619405124237863e-17,,,0.03122716872497981,,,,,,0.8648888112435321,,0.03160249527215495,,,,,,-0.05805510957372884,,9.34996562465581e-06,,,,,,,,,,,,,0.15630494359349661,,,-0.09793189469848304,,0.037983046574134136,,,,,,,,,,,,,-0.06589601584485195,,,-0.7317895147909307,,-0.10343022175317657,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08892733086442503,,,,,,,,,,,,,,,,,,,,,,-0.028875916280360108
X3 Specific Heat,-0.09582968944041359,-0.10701519536235544,-0.09378241935354066,-0.8588211443465217,-0.8646308120416857,-0.9097404851500267,-0.754743718468163,-2.152863123853278e-16,-0.09182576712878655,-0.10708797928024463,-0.08980461622959754,-0.827426455137323,-0.8307980989147484,-0.8792369179423588,-0.7245914555433681,-3.627860389334108e-16,-0.10289299551384551,-0.10627238399766968,-0.11366000841942586,-0.8964758397588085,-0.9063081984615093,-0.9466595007637345,-0.795219628654374,1.6780568567749783e-15,0.0947590627789979,0.06759015404842933,0.11119004520325956,0.9437779736247205,0.9583265536137234,1.0,0.8577901717169074,-1.7756727956554116e-16,-0.08278179196630427,-0.0813601400121447,-0.08921969360526402,-0.7557145938387785,-0.7557218885244881,-0.8047950611259134,-0.6563000557270618,7.29070164855774e-17,-0.10576262503221487,-0.11727273581473775,-0.13345824720464927,-0.9309674829078567,-0.9461160131237801,-0.982160840731706,-0.8425659938074542,-1.7790887908887058e-16,0.10742078050803129,0.11309685950480869,0.16001911459674345,0.9196436462481296,0.9359568080055469,0.9681658783781547,0.8357657437886742,1.6778908596262567e-16,-0.09346143171953808,-0.1068727159743763,-0.09115744823753717,-0.8386008227692001,-0.8427978022562583,-0.8899803482129623,-0.7350344508672783,-2.0614135882994988e-16,0.09998782697675927,0.08225412467957187,0.16011156299690155,-0.9204704978611575,-0.9318475939717049,-0.9597393097220335,-0.8082542860264061,-2.8466409808072896e-16,0.07664355943560619,0.0721082980255776,-9.430181672010715e-17,,,0.06398739509065025,,,,,,0.8622595900203953,,0.06435513874059638,,,,,,-0.06765173902577687,,-0.054050277066134196,,,,,,,,,,,,,0.15608714496723913,,,-0.09181677143514684,,0.031625953895378936,,,,,,,,,,,,,-0.11359237807279862,,,-0.7255186612264277,,-0.10846129238943406,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04101523449876904,,,,,,,,,,,,,,,,,,,,,,-0.0376941916319096
X4 Specific Heat,-0.046535146475155165,-0.051079948873194704,-0.12072173348315282,-0.7493921521261927,-0.7624296916315905,-0.8041826389732457,-0.9020964995278222,-3.0313490944027465e-16,-0.041898283918468435,-0.0512529960605504,-0.11991835897498089,-0.7271094220186199,-0.7348319993797549,-0.7796875701106615,-0.8718485020309319,-4.871522609549865e-16,-0.05314556541651382,-0.04850600502783523,-0.12317628802840958,-0.7736249391075196,-0.7953461840790585,-0.8328793978697482,-0.9402219024998005,2.0343843295387043e-15,0.061825662361020176,0.024003850226883023,0.12303393605112896,0.8014128186907105,0.8373004939170725,0.8577901717169074,1.0,-3.058424212474902e-16,-0.053306228901794074,-0.04407067114066475,-0.11979264265060541,-0.669624969802585,-0.669642029481942,-0.7253952255490975,-0.7950691881807056,1.0465174886623825e-16,-0.04917673917196221,-0.05388526325496755,-0.12194470987797407,-0.79013467791016,-0.8249575082248644,-0.8533607947350953,-0.9800026885368085,-7.374404244523207e-17,0.05228115031271553,0.05031530222633924,0.10120879617938859,0.7748008604290825,0.8133158796958677,0.8401011725507243,0.9642054309528159,1.2294976271423135e-16,-0.04414728974637935,-0.05132357671162072,-0.12020177235564025,-0.735086951537291,-0.7446188663164941,-0.7884816916507792,-0.8823277732902862,-1.612976913324889e-16,0.06184466001332027,0.033953904850500434,0.1009129324235948,-0.7944843563319302,-0.8300205499871877,-0.8410627056482007,-0.9547311182485483,-2.004179914698378e-16,0.14522632678740588,0.1366323362299015,-1.824181056751119e-16,,,0.03178703242264797,,,,,,0.7791779679365237,,0.032170933780409264,,,,,,-0.014613948899171688,,0.006445851192860451,,,,,,,,,,,,,0.10904794935063825,,,-0.08462427141412189,,-0.05574247714696192,,,,,,,,,,,,,-0.004027058197934008,,,-0.7016659947590543,,-0.015064087560898918,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10398723797274688,,,,,,,,,,,,,,,,,,,,,,-0.07170026556979658
Ion Specific Heat,-3.89872735598697e-17,4.7438035887718294e-17,7.799688038479888e-17,1.0017339393762969e-16,1.0649631931817499e-16,1.6676067589669634e-16,2.5680192136351733e-16,-0.7264504387896975,-2.6738684291906443e-17,5.067549159714201e-17,6.748865506496077e-17,9.062535110116394e-17,9.81698132525345e-17,1.589297830906165e-16,2.374392323344833e-16,-0.6782263096592692,-2.6623110312947456e-17,4.921923861128876e-17,6.313615289701635e-17,9.392683037416624e-17,1.0624689760422626e-16,1.5967705935506521e-16,2.6034174038484085e-16,-0.6432227961392308,5.21592687991394e-17,-3.220662707459466e-17,-6.683228267132814e-17,-1.0392597628398576e-16,-1.25930105843603e-16,-1.7756727956554116e-16,-3.058424212474902e-16,1.0,-4.373475925030782e-17,3.947929035199648e-17,6.421786323704462e-17,8.213331979834528e-17,8.294011675879265e-17,1.3774316825350958e-16,2.0381773034502076e-16,-0.4004857340026625,-2.358570844607821e-17,4.503149959240195e-17,6.453756564046738e-17,9.653261673554964e-17,1.14516289244533e-16,1.6369479499153027e-16,2.8798374891221067e-16,0.1736334612261032,5.553275682384651e-17,-3.418510579820595e-17,-9.213074389917836e-18,-1.0380177057673312e-16,-1.2709419026225446e-16,-1.721024985114944e-16,-2.9561213030879605e-16,-0.2579529650466763,-4.327037240087675e-17,4.2499494363386826e-17,6.529817548454629e-17,9.329134927586601e-17,9.979295075913577e-17,1.6227641651784143e-16,2.47967050943559e-16,-0.7021626027741336,4.351287892339128e-17,-4.3888453470265305e-17,-7.433475587551456e-17,1.0867840415144995e-16,1.3030929753649275e-16,1.7332333040580116e-16,2.751897610498101e-16,-0.2131933430145367,-5.498004555633406e-17,0.16682413669233795,0.49613772249598537,,,1.0997602848241579e-17,,,,,,-1.4805321539647836e-16,,-1.5519981589574558e-17,,,,,,4.053310576494971e-17,,1.0190560159611666e-17,,,,,,,,,,,,,-7.812932968861727e-17,,,-4.253402919890048e-17,,5.5501920916359386e-18,,,,,,,,,,,,,2.761448810239038e-17,,,1.6237197729466478e-16,,1.845202553408746e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,4.994472230864432e-17,,,,,,,,,,,,,,,,,,,,,,-0.2405923108880259
A1 Density,0.9722203070015045,0.9242621985454984,0.05333260029130444,0.08005364876262129,0.07670482570420296,0.09969825996130424,0.05933770412753515,2.7265032172308703e-17,0.9687715234067532,0.9204868755802205,0.05323486076770742,0.08226402287970055,0.08027118917614767,0.10663621072534216,0.062128778598473405,7.569205882637139e-18,0.9458510936193288,0.9010184951458338,0.053038900903451716,0.07467324662742864,0.06904807214123287,0.08573328039198541,0.05322002259604581,5.474954316712124e-17,-0.7969469756372505,-0.7542539812040812,-0.0531569395921566,-0.07710892284701804,-0.06685855408292532,-0.08278179196630427,-0.053306228901794074,-4.373475925030782e-17,1.0,0.9502066942543903,0.05321668683950762,0.07384613270082567,0.07384166096641341,0.09774096735393335,0.05637383962776607,1.5662984543524627e-18,0.8702965089540704,0.8308853509760091,0.05090323173686319,0.06722771087407044,0.057664805577647436,0.06608607326464083,0.04420229461400981,1.7386838705043482e-17,-0.840730428489676,-0.8019998623528688,-0.038470412860913086,-0.059230481146948524,-0.0482886912048916,-0.0502589365380218,-0.03575395840335458,1.7746206179206545e-17,0.9717389188110753,0.9234929970191051,0.05327321006326964,0.0814096292549988,0.07895617035473593,0.10407745992114384,0.06108575403732365,4.1278367248477377e-17,-0.8519949992384331,-0.8104573295133258,-0.03831499126037741,0.08502974203296328,0.07353825804501446,0.0883026459282222,0.05481488351177257,1.0757220624465351e-16,-0.17314034758529717,-0.16309842806885957,-1.728796852217984e-17,,,-0.6365238532709697,,,,,,-0.01889992195671738,,-0.17987515812068658,,,,,,-0.037990427852531726,,-0.30668293893565696,,,,,,,,,,,,,-0.04270211818052655,,,-0.056249989255091504,,0.4153153645240722,,,,,,,,,,,,,-0.006691769430179384,,,0.11638305953862244,,0.7271926070174325,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04898911906153992,,,,,,,,,,,,,,,,,,,,,,-0.039071539264392253
A2 Density,0.9371937569901357,0.972919965762798,0.06950315940366261,0.07887765230698086,0.07507396124775322,0.09284476837308055,0.04726186488543403,5.47940756862153e-17,0.9297024324436124,0.9700283005125018,0.06858204497427486,0.07891977860096468,0.07664740695800282,0.09768004419942283,0.04860275735594005,3.7171346887508955e-17,0.9207774802356488,0.9465578128275617,0.07337365505877162,0.0772478630861201,0.07090389544961961,0.08268732269992853,0.04399408272309588,-8.9650133082273e-17,-0.7777023507533032,-0.7898029188791197,-0.07296907605015084,-0.08175320918251079,-0.07024341056649007,-0.0813601400121447,-0.04407067114066475,3.947929035199648e-17,0.9502066942543903,1.0,0.06844303803342489,0.07058635218958877,0.07058125688556824,0.0894952548343381,0.04453539001935365,-1.0520284274497574e-17,0.8610300377293645,0.8716207259693783,0.0755026475150794,0.07467630111738409,0.06398589868362316,0.06812072509506308,0.03877426086135407,-5.6443230576197814e-18,-0.8361517953183071,-0.8402579863424671,-0.06939900887641334,-0.0695205399643777,-0.05734647466360359,-0.05563802306005025,-0.033500980175448274,1.0991353371516487e-18,0.93433680684744,0.9726764195257774,0.06890009564460053,0.07885357497601493,0.07605985118128746,0.09588770099918402,0.04809815911634698,1.551610922754029e-17,-0.8340015369776599,-0.8488626090233304,-0.06927274120904124,0.08665163450908288,0.07373149844233153,0.08490592960388507,0.0450210177598909,3.2253964713452594e-17,-0.16116690067106224,-0.15182799970465438,1.82302692579897e-17,,,-0.6409317651190296,,,,,,-0.032830813884454454,,-0.2029990272907875,,,,,,-0.024541165524172764,,-0.2786395656527951,,,,,,,,,,,,,-0.07254186012926409,,,-0.03597993348341122,,0.4095389295022307,,,,,,,,,,,,,0.01742340767215741,,,0.09608673479559529,,0.7324914972036171,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05443083636850423,,,,,,,,,,,,,,,,,,,,,,-0.04160627157866168
B Density,0.059589080921430525,0.0690347216224089,0.9994130066232573,0.12328329507942196,0.1331487536249214,0.12356220404321519,0.15154645482310583,1.3687330883349675e-16,0.05578685481252187,0.07221209531155708,0.9999905464592512,0.12297862147019568,0.12887551143950476,0.12183088098590276,0.1568750249396559,1.1127927191576038e-16,0.0654095079833454,0.05947323345504348,0.9810001418837013,0.12198729384423126,0.13832361823269493,0.12514217762395533,0.13957445206136138,-3.4889923645862625e-16,-0.05963628377731635,-0.027174530842417093,-0.9849069379742759,-0.09763642391497603,-0.12584594955657574,-0.08921969360526402,-0.11979264265060541,6.421786323704462e-17,0.05321668683950762,0.06844303803342489,1.0,0.12872889570962476,0.12874213677729046,0.13541767163032908,0.1542523400775387,-4.5286108283119763e-17,0.06932147336721198,0.057135277913316816,0.9260701250074069,0.11058604063791955,0.13727802953992552,0.11372609867547917,0.11529434717092682,5.3942449225523225e-17,-0.07076383108969703,-0.049852722970744355,-0.662437107657317,-0.10701024466307978,-0.1369691912623418,-0.11366817561471791,-0.0992129349733806,5.626018629408313e-18,0.05753381185229792,0.07100819361799285,0.9998955444105367,0.12332311282565642,0.13057495607288164,0.12281096052179376,0.15506199826790373,1.6989677542237483e-17,-0.06461768905886425,-0.037561844694915116,-0.659293109166642,0.1162224058546113,0.1468230987715873,0.11972799311035696,0.13958053834934092,8.814377448705325e-18,-0.7675421326329713,-0.7227245023901538,8.004698518266708e-17,,,-0.02814819194149653,,,,,,-0.08827917954890109,,-0.0407796129266327,,,,,,-0.07979584821737123,,-0.011540498413713964,,,,,,,,,,,,,-0.7489351748318078,,,0.07452691232941125,,0.035906577419676566,,,,,,,,,,,,,-0.20474963558981224,,,0.09628552874960214,,0.04575651179580892,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9465857385944428,,,,,,,,,,,,,,,,,,,,,,0.010737773115273443
X1 Density,0.08184040417317225,0.08069493684756483,0.1292223881011593,0.9764755166998031,0.9759697907344626,0.9219184632009528,0.7945008072935514,6.925270076815526e-17,0.08561389159400565,0.08558316917151894,0.12879990548930173,0.9861526488721307,0.9858959513145487,0.9295585812358901,0.7964657381612283,3.2743741633623524e-16,0.07244297619919893,0.06955644722265929,0.1295056480518222,0.944382071730935,0.9430423991378212,0.8948746765308447,0.7790967182052834,-1.6136098279884911e-15,-0.03831959932597044,-0.030489086963554145,-0.12966103279241017,-0.7935629910573597,-0.7854986149279138,-0.7557145938387785,-0.669624969802585,8.213331979834528e-17,0.07384613270082567,0.07058635218958877,0.12872889570962476,1.0,0.99999999670859,0.9444058748369909,0.8012197041376188,-1.0754022117321102e-16,0.07158232141881271,0.06876029780258691,0.12548003849274098,0.8410562832029967,0.8356673862975893,0.8008135308734579,0.7080129727411785,3.8040074643879033e-17,-0.0642887326425664,-0.060327029339333545,-0.09771812836173314,-0.7904988785140673,-0.7831261212912949,-0.7532865798929236,-0.6673169293288854,-2.678922472625064e-16,0.08395805951939711,0.08336659858764936,0.12895552937224528,0.9839578043790334,0.9836365136413231,0.9279845874813788,0.7966182990052582,2.5555547966044476e-16,-0.04841494962930094,-0.04151527513989641,-0.09735939138261618,0.9227875686483302,0.9115903985856294,0.8833203481908694,0.7708947310327537,4.413207620906269e-16,-0.23962143353639415,-0.2257152016902251,1.64404277932498e-17,,,-0.016053407202541586,,,,,,-0.5415090792607976,,-0.04020558421750013,,,,,,-0.5415534292360505,,-0.02073839048632569,,,,,,,,,,,,,-0.10741653510430837,,,0.3321016958318255,,-0.026191495809303845,,,,,,,,,,,,,-0.010098449000756606,,,0.7727752153659606,,0.10593376984396585,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1164967949162563,,,,,,,,,,,,,,,,,,,,,,-0.04888590270810959
X2 Density,0.08183862784535352,0.08069255139725769,0.1292354841099202,0.9764733462248557,0.9759725514166062,0.9219295434996533,0.7945200017361279,6.942860184221926e-17,0.08561086799455571,0.08557960686273315,0.128813129006858,0.9861515193710406,0.9858977727841329,0.9295693315242658,0.7964852739692302,3.277494848189133e-16,0.07244407262855489,0.06955686176420323,0.1295178600823167,0.9443781833037824,0.9430466786519167,0.8948862274494224,0.7791149784994296,-1.6140553998185522e-15,-0.03832380280425132,-0.030492733822597276,-0.12967338039648768,-0.7935564671207624,-0.7855065752496255,-0.7557218885244881,-0.669642029481942,8.294011675879265e-17,0.07384166096641341,0.07058125688556824,0.12874213677729046,0.99999999670859,1.0,0.9444185438991424,0.8012383861925919,-1.0738108470162034e-16,0.07158575964830911,0.06876310039453787,0.1254907884613111,0.8410497570692383,0.8356743668244646,0.8008241493622767,0.708029241510993,3.8591701231501185e-17,-0.0642936244259135,-0.06033130965484715,-0.097723897741792,-0.7904913525101366,-0.7831338068490851,-0.7532975858778157,-0.667331547418842,-2.678944766655071e-16,0.0839555477755769,0.08336351553550504,0.12896871113669056,0.9839563128808128,0.9836386486061763,0.9279955006141831,0.7966377164385093,2.5604843406583e-16,-0.04841884855402518,-0.04151856702074087,-0.09736510803839014,0.9227832787623734,0.9116020087636199,0.8833311794001899,0.7709131323091479,4.413244347681356e-16,-0.2396346882643718,-0.22572768037745294,1.657643704551745e-17,,,-0.01605822126736682,,,,,,-0.5415135163783007,,-0.040210599277077756,,,,,,-0.5415581450413697,,-0.020720198932013115,,,,,,,,,,,,,-0.1074237963458836,,,0.3321043205999982,,-0.0261963942434432,,,,,,,,,,,,,-0.010105082580325686,,,0.7727819324733823,,0.105930149977475,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1165106209089129,,,,,,,,,,,,,,,,,,,,,,-0.048884445283297655
