,A1 NumberofProtons,A2 NumberofProtons,B NumberofProtons,X1 NumberofProtons,X2 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,Ion NumberofProtons,A1 NumberofNeutrons,A2 NumberofNeutrons,B NumberofNeutrons,X1 NumberofNeutrons,X2 NumberofNeutrons,X3 NumberofNeutrons,X4 NumberofNeutrons,Ion NumberofNeutrons,A1 Number of Shells,A2 Number of Shells,B Number of Shells,X1 Number of Shells,X2 Number of Shells,X3 Number of Shells,X4 Number of Shells,Ion Number of Shells,A1 Specific Heat,A2 Specific Heat,B Specific Heat,X1 Specific Heat,X2 Specific Heat,X3 Specific Heat,X4 Specific Heat,Ion Specific Heat,A1 Density,A2 Density,B Density,X1 Density,X2 Density,X3 Density,X4 Density,Ion Density,A1 AtomicRadius,A2 AtomicRadius,B AtomicRadius,X1 AtomicRadius,X2 AtomicRadius,X3 AtomicRadius,X4 AtomicRadius,Ion AtomicRadius,A1 Firstlonization,A2 Firstlonization,B Firstlonization,X1 Firstlonization,X2 Firstlonization,X3 Firstlonization,X4 Firstlonization,Ion Firstlonization,A1 AtomicMass,A2  AtomicMass,B  AtomicMass,X1 AtomicMass,X2 AtomicMass,X3 AtomicMass,X4 AtomicMass,Ion AtomicMass,A1 Melting Point,A2 Melting Point,B Melting Point,X1 Melting Point,X2 Melting Point,X3 Melting Point,X4 Melting Point,Ion Melting Point,Without ion Final Energy(ev),With ion Final Energy(ev),Ion Energy(ev),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,Adsorption energy(ev)
A2 Firstlonization,-0.8752968356949977,-0.9136913482149307,-0.05113477853159613,-0.06438588261900367,-0.0676024174241167,-0.11318876986543842,-0.03431843671372782,-8.605676939908863e-17,-0.8362088097090206,-0.8748317933039372,-0.05001868936290052,-0.06439557361354505,-0.06631886369461991,-0.11396358196434445,-0.032283952064358676,-7.536118625547455e-17,-0.9296822704101774,-0.9690636784425339,-0.05633157808365931,-0.06318741854361024,-0.0685015028090283,-0.10976431719950538,-0.03717142937845072,5.4783157578718037e-17,0.8290368425000969,0.8616014929180585,0.055725495534562776,0.062266056870255236,0.07144130037373804,0.11309685950480869,0.05031530222633924,-3.418510579820595e-17,-0.8019998623528688,-0.8402579863424671,-0.049852722970744355,-0.060327029339333545,-0.06033130965484715,-0.10402174140235372,-0.02389998007842045,4.0430229169119705e-18,-0.9541054201573568,-0.9923694047036571,-0.06061108338268986,-0.059948407022271055,-0.06859494709315422,-0.1038764565877646,-0.04350148491280117,-2.636420371361485e-17,0.9617410091115041,1.0,0.06169843257211719,0.05635515058675063,0.06600775321946577,0.09570485320659043,0.04298855400177321,1.2269883484473234e-17,-0.8541275576280132,-0.8925870693991277,-0.05040075092498736,-0.06439612769126929,-0.0667609491458557,-0.11363362591008855,-0.03290875785948633,-1.6976514464407276e-17,0.8939041249605673,0.9318386488925336,0.0616476659095966,-0.07061557981891219,-0.08045144030262609,-0.1120066675332668,-0.03941703902425428,-4.256616996396092e-17,0.0879928570316609,0.08288495899250059,-4.811870426811455e-17,,,0.6941335416284304,,,,,,0.054217170410620796,,0.4821950432698906,,,,,,0.00302924838347336,,-0.23936176818931554,,,,,,,,,,,,,0.06270060210753005,,,0.01742952732489158,,-0.36435074969856174,,,,,,,,,,,,,-0.02725896948244225,,,-0.07697372600282731,,-0.586556987294756,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.034847300708351986,,,,,,,,,,,,,,,,,,,,,,0.01715444724354613
B Firstlonization,-0.05069142537335843,-0.07676889033956621,-0.6877118757158495,-0.11518631295911903,-0.11958646061813369,-0.15741948017127474,-0.1362083497871108,-1.8770171976908556e-17,-0.04857059676256044,-0.07994512274200197,-0.6656881709638829,-0.1030098262011655,-0.1055981397518138,-0.15115374348446167,-0.13905882606969994,-2.9546585212576726e-17,-0.05394217091415634,-0.06791666986426458,-0.7951849526087447,-0.13407674646837522,-0.14153739359187817,-0.1658436353666104,-0.12916780977961428,3.8191328774855787e-16,0.03957611077810496,0.030997656453330483,0.7820997087626307,0.14071109035346863,0.15351755846461398,0.16001911459674345,0.10120879617938859,-9.213074389917836e-18,-0.038470412860913086,-0.06939900887641334,-0.662437107657317,-0.09771812836173314,-0.097723897741792,-0.14757670926864158,-0.14345066844625523,1.2748875757707137e-16,-0.06183084093762834,-0.06906833269577922,-0.8961438091353591,-0.15451856868500308,-0.16692611351114972,-0.17010228269018907,-0.10898273453138656,1.3772021352938534e-16,0.06152733694497324,0.06169843257211719,1.0,0.16411432653638758,0.17814641336743553,0.17106333764235188,0.0990146748066493,-1.0490826846204107e-16,-0.049505314116058595,-0.07864104171626589,-0.6731951947007824,-0.1074760729969763,-0.11067804495392232,-0.15352530493074712,-0.13824055984690065,2.12938560497653e-17,0.04675334556653518,0.043054872685622594,0.9999912253600741,-0.14171416034274278,-0.15509321682756771,-0.16511329925560064,-0.12681964135393184,-2.7420211259682715e-17,0.20380950442574064,0.19190209183299006,-6.53163161293482e-17,,,0.017897592987946992,,,,,,0.15378374239514647,,0.05404284458688565,,,,,,0.004080788129426649,,-0.00404295767100829,,,,,,,,,,,,,0.9925201431388238,,,-0.08954618455496656,,-0.008773763682450164,,,,,,,,,,,,,-0.5976132558726625,,,-0.07067209374353847,,-0.06063843863029696,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.38549890107076795,,,,,,,,,,,,,,,,,,,,,,-0.006974743660713813
X1 Firstlonization,-0.05946903612275553,-0.08110435522176816,-0.11121085440825411,-0.8870110236646409,-0.8816383763137076,-0.8449234759728441,-0.7040777908570072,-1.687086462348296e-16,-0.06318461638820236,-0.08751803436052333,-0.10755036339093905,-0.8442351501292148,-0.8408833552890759,-0.8069966725981131,-0.6683992514883316,-3.1976088764709237e-16,-0.05124383210049282,-0.0668190191071832,-0.12912100313074737,-0.944366559335704,-0.9358232371998038,-0.8966936574578541,-0.7563276114873755,1.6144289816770483e-15,0.03387376609306426,0.01984811998198291,0.1269353173078726,0.9687294025947879,0.9501613085709821,0.9196436462481296,0.7748008604290825,-1.0380177057673312e-16,-0.059230481146948524,-0.0695205399643777,-0.10701024466307978,-0.7904988785140673,-0.7904913525101366,-0.7587574590226892,-0.6311160243780297,4.7516242672172194e-17,-0.04342846001038082,-0.06677365667416711,-0.14605992262406708,-0.9941132911234506,-0.978935116779232,-0.942563420777008,-0.8068063626528712,-2.9471344241202444e-16,0.03832384448412477,0.05635515058675063,0.16411432653638758,1.0,0.9823551628356135,0.9473069106450746,0.8179639857815874,2.7045738922597396e-16,-0.06147480948033542,-0.08463320447873704,-0.10879777279907175,-0.8598777081098221,-0.8558280977768047,-0.8207985127274563,-0.681302944610106,-2.4772520534354425e-16,0.03707013078878815,0.032871863528070526,0.1641224220856958,-0.9502898682467067,-0.92536422899929,-0.9014673631484286,-0.7592758423102018,-4.1380394456475035e-16,0.036563570495149404,0.03435446081238361,1.2884413401409535e-17,,,0.013322068777237336,,,,,,0.9174126064111794,,0.020271613471683516,,,,,,-0.03891267571372108,,0.028436932155053062,,,,,,,,,,,,,0.1626088886314352,,,-0.3230006581651534,,0.038899501213505154,,,,,,,,,,,,,-0.0999019550932117,,,-0.5740040531558627,,-0.10364461829942632,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06116558227188535,,,,,,,,,,,,,,,,,,,,,,-0.04578389817493542
X2 Firstlonization,-0.054651311112737126,-0.07521939110190408,-0.14088633858819524,-0.8765147948463654,-0.8825508276208108,-0.865694740673767,-0.7440689315836686,-1.8984468672476587e-16,-0.05544638618876791,-0.07889589134897622,-0.137475280665734,-0.8353250941714764,-0.8387976723435446,-0.8262753817853176,-0.7086050185580716,-3.398292527487923e-16,-0.053171447502929146,-0.06745164917554855,-0.15700506370403405,-0.9313638662098437,-0.9417329517066808,-0.9198711030487009,-0.7952361806206861,1.6749317335663272e-15,0.04343231826787342,0.028049402826674032,0.1550987972736781,0.9528830816400947,0.9679107588054445,0.9359568080055469,0.8133158796958677,-1.2709419026225446e-16,-0.0482886912048916,-0.05734647466360359,-0.1369691912623418,-0.7831261212912949,-0.7831338068490851,-0.7814828220958623,-0.6686755775423103,5.7487999323923e-17,-0.050706091476318126,-0.07298077877747919,-0.17087541867056363,-0.9777273258151271,-0.9938685869071744,-0.9660893422453314,-0.8432225065887992,-2.813003996262789e-16,0.04904933701856974,0.06600775321946577,0.17814641336743553,0.9823551628356135,1.0,0.9727278829039194,0.8514950871664215,2.535077988700841e-16,-0.05493436444415216,-0.07712596351477145,-0.138641418668673,-0.8504050446876875,-0.8547431093561653,-0.8406965333737879,-0.7214262035394288,-2.5394175458793586e-16,0.04577259917888602,0.04023093617370618,0.17803883201884768,-0.9368608999624765,-0.948791358550327,-0.9232656030549763,-0.7987163451080601,-4.1233540033734705e-16,0.06333550332788822,0.05955551919859917,-5.642160557184051e-18,,,0.02442133163008138,,,,,,0.9311892274611706,,0.03147645908378238,,,,,,-0.0390173047527763,,-0.013885629090686044,,,,,,,,,,,,,0.17990348510145215,,,-0.3275843464418927,,0.05038735583890565,,,,,,,,,,,,,-0.08617138486351714,,,-0.5833907542169781,,-0.09473918729038953,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09202681544745676,,,,,,,,,,,,,,,,,,,,,,-0.0508197575298401
X3 Firstlonization,-0.06523034295364857,-0.08192787387841412,-0.11798096957905775,-0.8426921963643524,-0.8512094210577785,-0.8874304998330449,-0.7545540868686961,-2.4228417438562147e-16,-0.06121143200994611,-0.08089592666701738,-0.11422296629777717,-0.8025093440588246,-0.8074680732906273,-0.8466649365419944,-0.7174665575361223,-3.9196442297752384e-16,-0.07375417773746366,-0.08424694816190564,-0.13630987005196915,-0.8964580633794945,-0.9109413644820334,-0.943439029080055,-0.8082314628783825,1.782720982173663e-15,0.07176367039925763,0.053903894659568706,0.13407929561358722,0.9160765419832143,0.9385221516978337,0.9681658783781547,0.8401011725507243,-1.721024985114944e-16,-0.0502589365380218,-0.05563802306005025,-0.11366817561471791,-0.7532865798929236,-0.7532975858778157,-0.7961667186425528,-0.6701855317145794,7.174475795042439e-17,-0.07902257632403163,-0.09771853544231086,-0.15350437252079527,-0.9419069808218304,-0.964917334275152,-0.9937018952428809,-0.8629438181568785,-2.3632106696517757e-16,0.08202328889359267,0.09570485320659043,0.17106333764235188,0.9473069106450746,0.9727278829039194,1.0,0.871481235781522,2.2353929253717e-16,-0.06276101927118698,-0.08113565186897569,-0.11550398677883289,-0.8172351924301618,-0.8233987242816612,-0.8615010390821336,-0.7307586634094418,-2.4217954221268745e-16,0.07465185404272615,0.06628912962459871,0.17105988231806135,-0.91028178551891,-0.9305965217035604,-0.9483184695463411,-0.8138631311774865,-3.790289469648146e-16,0.04137681417824546,0.03885875883480609,-5.984521581853456e-17,,,0.050794408124813305,,,,,,0.9300459413952422,,0.05782663611790291,,,,,,-0.05399172665100632,,-0.07051409283044086,,,,,,,,,,,,,0.16984076071548332,,,-0.313438615857919,,0.0460032533099685,,,,,,,,,,,,,-0.10185567534467566,,,-0.5813962118147672,,-0.08602917478974424,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06637518400681762,,,,,,,,,,,,,,,,,,,,,,-0.06288888043805706
X4 Firstlonization,-0.02955186430779538,-0.039875892944519625,-0.10067721510256296,-0.7403736851108284,-0.7515388614401205,-0.779657375194956,-0.8779859485290432,-3.354141757833611e-16,-0.025331405112548975,-0.0392830791387921,-0.09940524089495884,-0.70770820280252,-0.714274930972358,-0.7448835089836184,-0.8371046625995954,-5.253733562139499e-16,-0.03599247921251562,-0.03888841761806774,-0.1059499795190099,-0.783167512010931,-0.8019607120207745,-0.8272778134296277,-0.9364851268057961,2.17592153402557e-15,0.04645252018511822,0.01816836880382759,0.10540775425469072,0.7930575391329534,0.8234748001918335,0.8357657437886742,0.9642054309528159,-2.9561213030879605e-16,-0.03575395840335458,-0.033500980175448274,-0.0992129349733806,-0.6673169293288854,-0.667331547418842,-0.7076127446751171,-0.7859024705334879,1.0290073148049542e-16,-0.03304867069281338,-0.045521477627888066,-0.10864842072647787,-0.8159855879346584,-0.8461674253117877,-0.8658346879118278,-0.9926384245289983,-1.426285078829672e-16,0.03634963981648181,0.04298855400177321,0.0990146748066493,0.8179639857815874,0.8514950871664215,0.871481235781522,1.0,1.7647419402521535e-16,-0.027360796674138765,-0.039717846494400945,-0.09984491008562425,-0.719734707890968,-0.7278630851690348,-0.7576588971480704,-0.8518172287466828,-2.0327953504240204e-16,0.04553250954179674,0.02741052892937567,0.09882578708902849,-0.7953976245682385,-0.8250763878584685,-0.8294399678596865,-0.9419987011143258,-3.023922734754156e-16,0.0630720872422436,0.05922270362297121,-1.423117119648925e-16,,,0.022917608131761816,,,,,,0.856968075320028,,0.03040335031614453,,,,,,-0.021791617633095367,,0.0026489802211076136,,,,,,,,,,,,,0.10375330538585172,,,-0.29973464059464666,,-0.05496382518038071,,,,,,,,,,,,,-0.02318673955981838,,,-0.553172138089571,,-0.001041789047142903,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07958309997746098,,,,,,,,,,,,,,,,,,,,,,-0.10259813507097389
Ion Firstlonization,2.2930982004173594e-17,1.5029819592379679e-18,-6.231149052634522e-18,-2.6540526725161415e-16,-2.5839962863302547e-16,-1.9081938044058757e-16,-1.6730606115656677e-16,-0.05247667341984201,1.6950339199429287e-17,4.1364607135220737e-19,6.414071315360915e-18,-2.516705100602363e-16,-2.4979348868717534e-16,-1.7910040411920164e-16,-1.5449682964478025e-16,-0.01575872725718949,2.40718165468214e-17,1.4023873224631407e-17,-1.2801375708599924e-17,-2.646107638359757e-16,-2.517862596356454e-16,-1.901411949432517e-16,-1.6795210540876515e-16,-0.4294827780559753,-2.7035305965772117e-17,-1.1113131306999982e-17,6.6043591950957536e-18,2.392387476217486e-16,2.243525350471563e-16,1.6778908596262567e-16,1.2294976271423135e-16,-0.2579529650466763,1.7746206179206545e-17,1.0991353371516487e-18,5.626018629408313e-18,-2.678922472625064e-16,-2.678944766655071e-16,-2.00779597708838e-16,-1.8357006915620497e-16,-0.020358357689085817,1.95531216974462e-17,-1.5278026102821627e-18,1.0566242812228488e-18,-2.6828093578756833e-16,-2.491445044141138e-16,-2.0306875928184466e-16,-1.6752973232435998e-16,-0.9348271275349458,-3.2334111981287943e-17,1.2269883484473234e-17,-1.0490826846204107e-16,2.7045738922597396e-16,2.535077988700841e-16,2.2353929253717e-16,1.7647419402521535e-16,1.0,1.7525431510039827e-17,2.941866778135425e-18,1.323994310622158e-17,-2.4959760327453977e-16,-2.457230554831428e-16,-1.7491665141487072e-16,-1.5144379839629154e-16,-0.032125376334259416,-2.6749645267719586e-17,1.1675497942455637e-17,5.182296239820058e-18,-2.622658628670922e-16,-2.4215275458477473e-16,-1.9977625477205585e-16,-1.6745336939328377e-16,-0.43900474467412975,-4.032539476679836e-18,-0.028400481944694033,-0.08296477752456208,,,-1.71652770473657e-17,,,,,,1.93420594855342e-16,,-3.9011993289467487e-17,,,,,,1.1482908563415907e-16,,1.9825723222732412e-17,,,,,,,,,,,,,-9.144714842086373e-18,,,-2.1501078533995011e-16,,4.525391221578232e-17,,,,,,,,,,,,,-1.55280567844274e-17,,,-9.30845984738744e-17,,-1.8409742597515864e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5528056784427396e-17,,,,,,,,,,,,,,,,,,,,,,-0.26756194678449285
A1 AtomicMass,0.9984241714047078,0.956176384731725,0.058021051842472436,0.08671439727353072,0.08481359022260315,0.11210555594287454,0.04895769000649138,3.5248368362973984e-17,0.9990538778708518,0.9563558584261304,0.05759939681692495,0.08949164592302168,0.08836636100221008,0.11869673064203594,0.0516547316019092,1.833876455720378e-17,0.9655270117373399,0.9259657908233736,0.05939118877481796,0.08034500758626063,0.0771122379788672,0.09857727293332004,0.043175935685896914,6.49218872646913e-17,-0.741601028801016,-0.7062684240988869,-0.05929776987245927,-0.07655643533944184,-0.07045054001308478,-0.09346143171953808,-0.04414728974637935,-4.327037240087675e-17,0.9717389188110753,0.93433680684744,0.05753381185229792,0.08395805951939711,0.0839555477755769,0.1104262551126434,0.04617815190920951,-3.2998669961070885e-18,0.9317810107071349,0.8922144634435006,0.05901920745610033,0.0698620406403398,0.06421107205944439,0.07851722239699287,0.03509579367457103,2.6796184369555546e-17,-0.8925558328732723,-0.8541275576280132,-0.049505314116058595,-0.06147480948033542,-0.05493436444415216,-0.06276101927118698,-0.027360796674138765,1.7525431510039827e-17,1.0,0.9574489604747533,0.057747613078281725,0.08848678414663044,0.0870992985324524,0.11628672030174152,0.050640043171446096,4.1086135969102654e-17,-0.8241777652976143,-0.7893816832504663,-0.049366531888896316,0.0881379630171753,0.08121940822594571,0.10081877772573215,0.044761759644910894,1.045995678337375e-16,-0.10841824496118804,-0.10217386751399421,-1.6510051955521294e-17,,,-0.5454727750994938,,,,,,-0.021545685032149323,,-0.3680231110490596,,,,,,-0.04514064629438209,,-0.20608781912246654,,,,,,,,,,,,,-0.053166753647193685,,,-0.045220911791035594,,0.33424947004573957,,,,,,,,,,,,,0.00310604697756542,,,0.11510260106245178,,0.8064004108258819,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049556745024291055,,,,,,,,,,,,,,,,,,,,,,-0.0511830603283863
A2  AtomicMass,0.9584850088010238,0.9985255566886673,0.07241175378296134,0.09285693204140684,0.09056690134848262,0.11209436674507058,0.04480679790705014,5.942173185666811e-17,0.9546202461899296,0.9991190823408919,0.07119095800893183,0.09234136350254697,0.09097189250798136,0.11540607877006662,0.044833321729020416,4.651053441906281e-17,0.936371041338345,0.9668323887890232,0.07784350744612493,0.09193752776738041,0.08810972519489872,0.10421602132193597,0.04383329399185057,-7.89968926013273e-17,-0.7277925252181557,-0.7362094121740033,-0.07723828588698935,-0.0963680982570352,-0.08926733350930054,-0.1068727159743763,-0.05132357671162072,4.2499494363386826e-17,0.9234929970191051,0.9726764195257774,0.07100819361799285,0.08336659858764936,0.08336351553550504,0.10448732761366987,0.03762791498772172,-5.654647802407321e-18,0.9133982960086886,0.9324735641932573,0.08167767006450187,0.08980128807766044,0.08326028298587261,0.09295956684728425,0.043597603234741496,3.9755763431342646e-18,-0.8801008679609319,-0.8925870693991277,-0.07864104171626589,-0.08463320447873704,-0.07712596351477145,-0.08113565186897569,-0.039717846494400945,2.941866778135425e-18,0.9574489604747533,1.0,0.07161051273718812,0.09248278917281455,0.09080008092898972,0.11413984056224062,0.044746536208058144,1.8287051761198745e-17,-0.8080704864896672,-0.8229761828841452,-0.078534584842095,0.09964709725729842,0.09146872424565942,0.10699604880366673,0.04578462037906496,3.3470640936693636e-17,-0.0970761829660575,-0.09149013349201683,1.9987834236256014e-17,,,-0.5524849402559303,,,,,,-0.05165383111056224,,-0.3843314762670202,,,,,,-0.014545456723307747,,-0.17348219696445086,,,,,,,,,,,,,-0.0811350745285031,,,-0.035007479142733645,,0.3248645854034474,,,,,,,,,,,,,0.02675376280404519,,,0.10424128512638432,,0.806384020628742,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053612241528348446,,,,,,,,,,,,,,,,,,,,,,-0.0489306536801145
B  AtomicMass,0.059799283794514255,0.0696263487288708,0.9998037630008079,0.12391712671280512,0.13374036043167403,0.1250072834047594,0.15222169992595574,1.4049072211093808e-16,0.05600513201971051,0.07282406241254213,0.9999489383028417,0.12338144730140649,0.129252291875854,0.12317737883928694,0.15753660583293133,1.149512965416436e-16,0.0656074316017666,0.06001727084563554,0.9837017285371614,0.12300229474607186,0.1392720632809204,0.1267294329619447,0.1402681223238901,-3.488338085197176e-16,-0.05963142089300297,-0.027422440162399336,-0.9873057187510953,-0.09909319863105505,-0.12718631865727154,-0.09115744823753717,-0.12020177235564025,6.529817548454629e-17,0.05327321006326964,0.06890009564460053,0.9998955444105367,0.12895552937224528,0.12896871113669056,0.136520082891392,0.15503245108296837,-4.0416032370767646e-17,0.06962119264380952,0.05773166092438085,0.9314273968092486,0.11214235369667228,0.1387297943293674,0.1155426209983016,0.1159114287982097,3.7573574193216455e-17,-0.07103910918821127,-0.05040075092498736,-0.6731951947007824,-0.10879777279907175,-0.138641418668673,-0.11550398677883289,-0.09984491008562425,1.323994310622158e-17,0.057747613078281725,0.07161051273718812,1.0,0.1238076709578612,0.131027849496352,0.12419058624059677,0.15573115327239015,1.737740522523894e-17,-0.06468711528784583,-0.03790853940462819,-0.6700915387064307,0.11745904518949284,0.14792356870724946,0.12137092156342995,0.1402288249113637,9.728070812380053e-18,-0.7615842929513409,-0.717114417270309,7.259796611639154e-17,,,-0.028130804181822695,,,,,,-0.09010874860247006,,-0.04129684588140379,,,,,,-0.07884637810560922,,-0.011313789719677458,,,,,,,,,,,,,-0.7584343810677066,,,0.07529429372148469,,0.03561318542294341,,,,,,,,,,,,,-0.19058106966646404,,,0.09640838645699289,,0.04633686982516889,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9418263370053216,,,,,,,,,,,,,,,,,,,,,,0.010733982076718069
X1 AtomicMass,0.08639223951174262,0.08924838218987763,0.12442979135837291,0.9984431071083331,0.997049240959028,0.9415848740333762,0.8062898495596955,8.670920101760244e-17,0.09009394767075131,0.09513091926968481,0.12347159892814585,0.9995443599312979,0.9987268165106666,0.9415752249020121,0.8017324643062063,3.2407422190382324e-16,0.07687617009142865,0.0758417213955853,0.1276571017665877,0.9797768458223717,0.9770873248372484,0.9267413982485271,0.80173743762693,-1.6278454921785443e-15,-0.04536317248877937,-0.031188205302809368,-0.12741882084650108,-0.8842562980036089,-0.8743778160354906,-0.8386008227692001,-0.735086951537291,9.329134927586601e-17,0.0814096292549988,0.07885357497601493,0.12332311282565642,0.9839578043790334,0.9839563128808128,0.9298287630116788,0.7859530907875307,-1.0858322556163421e-16,0.07323509249296678,0.07430619463500701,0.12719309960472347,0.9066732599166398,0.8994072235838249,0.8608934782178563,0.7558233464097416,8.050742481619972e-17,-0.06611218945472834,-0.06439612769126929,-0.1074760729969763,-0.8598777081098221,-0.8504050446876875,-0.8172351924301618,-0.719734707890968,-2.4959760327453977e-16,0.08848678414663044,0.09248278917281455,0.1238076709578612,1.0,0.9990007462623477,0.9423496086339052,0.8038984076405143,2.3931342519342876e-16,-0.05438068254715288,-0.04359391680432345,-0.10718362812769984,0.9688107978130843,0.9547800174471327,0.9226592191259706,0.7995237745540762,4.0721454150594674e-16,-0.22334758136857807,-0.2103704692320017,1.9402875661833658e-17,,,-0.01945177379005554,,,,,,-0.6296240713886985,,-0.0368207965685692,,,,,,-0.40054192559597485,,-0.029178232959779254,,,,,,,,,,,,,-0.11516711204613093,,,0.23298991434164135,,-0.02488547901059068,,,,,,,,,,,,,0.008437346602677257,,,0.8209048671256313,,0.11329680968070478,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1056381094123054,,,,,,,,,,,,,,,,,,,,,,-0.036208809429391614
X2 AtomicMass,0.08541124447142498,0.08794888969946787,0.1316041192906099,0.997096742638144,0.9984205514701672,0.9475549780127274,0.8167356037462574,8.864848823087666e-17,0.0884233542960094,0.09318503951758603,0.13071407536224014,0.9987328258884592,0.9995414918571293,0.9473280717966439,0.8123377942403083,3.2861490574826847e-16,0.07748242385306846,0.07608041962768988,0.13435629508098582,0.9775487089168212,0.9793613817266602,0.93303096876115,0.8117186304626786,-1.6441944818640426e-15,-0.04770400455782106,-0.03319625294041702,-0.1341910859926212,-0.8808515105727436,-0.8789607335579946,-0.8427978022562583,-0.7446188663164941,9.979295075913577e-17,0.07895617035473593,0.07605985118128746,0.13057495607288164,0.9836365136413231,0.9836386486061763,0.9365213381319965,0.795996888936678,-1.1203727040637634e-16,0.07512187812087859,0.0758597973584139,0.13310188402003453,0.9031464907315597,0.9033277008846641,0.8668144850043673,0.7648325247472617,7.59430990740795e-17,-0.06880372527949487,-0.0667609491458557,-0.11067804495392232,-0.8558280977768047,-0.8547431093561653,-0.8233987242816612,-0.7278630851690348,-2.457230554831428e-16,0.0870992985324524,0.09080008092898972,0.131027849496352,0.9990007462623477,1.0,0.9482029181421917,0.8144471148490475,2.4008760706874795e-16,-0.05654623481151444,-0.04540929597112305,-0.11035688013591798,0.966412657127867,0.9611472911222766,0.9285869341315254,0.8096108285025686,4.067223424013042e-16,-0.23053206263004938,-0.21713417825858503,2.5432370882581102e-17,,,-0.022119307456340963,,,,,,-0.6323202344267447,,-0.03956376298302855,,,,,,-0.40239679545570506,,-0.019170155581731387,,,,,,,,,,,,,-0.11918127158813044,,,0.23392507325425846,,-0.027576610971540058,,,,,,,,,,,,,0.004859430911103082,,,0.8246278850583281,,0.11130459325612618,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1131921348815309,,,,,,,,,,,,,,,,,,,,,,-0.03533721833935146
X3 AtomicMass,0.11736623937463823,0.11411182911716942,0.1260393673615263,0.9420471709616728,0.9499875139692219,0.9985676525668757,0.8516052560635656,1.6721166897524442e-16,0.11535424957333969,0.11423357195047594,0.12322871131329147,0.9412149115905272,0.9459688839551055,0.9995846584991931,0.8475171325491364,3.8237284554190757e-16,0.11856379961244487,0.11189458210874172,0.1391684085835327,0.9277015831535823,0.9405560078603975,0.9809613924344455,0.8452191482391801,-1.7516208622402035e-15,-0.0916944198765737,-0.0742773858690802,-0.1376325311188534,-0.836867618269397,-0.8548557940832773,-0.8899803482129623,-0.7884816916507792,1.6227641651784143e-16,0.10407745992114384,0.09588770099918402,0.12281096052179376,0.9279845874813788,0.9279955006141831,0.9850950631510906,0.8229022697163981,-1.3279468935917824e-16,0.12274759057318388,0.11846330006679037,0.15008599619906052,0.8622417631114639,0.8809385563872016,0.9096559337673051,0.7986968555090915,6.053599607031822e-18,-0.12013280141479503,-0.11363362591008855,-0.15352530493074712,-0.8207985127274563,-0.8406965333737879,-0.8615010390821336,-0.7576588971480704,-1.7491665141487072e-16,0.11628672030174152,0.11413984056224062,0.12419058624059677,0.9423496086339052,0.9482029181421917,1.0,0.8494100357985394,2.243050150525482e-16,-0.10321639138636499,-0.08863258001957414,-0.1534059069678645,0.9369670239735153,0.9537953549752739,0.9773575406364862,0.8455187031738414,3.676211298100126e-16,-0.1974818396882321,-0.1860058146055415,9.186041369143425e-17,,,-0.058842401041713704,,,,,,-0.6419183867705455,,-0.07572750277247423,,,,,,-0.3801462808334766,,0.02350141630919328,,,,,,,,,,,,,-0.15581719464463664,,,0.22280300751563178,,0.005352209925230338,,,,,,,,,,,,,0.06915450257487107,,,0.8231324269531842,,0.10836540847450342,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08518571850267387,,,,,,,,,,,,,,,,,,,,,,-0.030925832083775442
