,unstable_Element_1,unstable_Element_2,unstable_Element_3,unstable_Element_4,unstable_Element_5,unstable_Element_6,unstable_Element_7,unstable_ion
111,0.29619506,0.29619506,0.3053288,0.17255755,0.17255755,0.17255755,0.17255755,0.17255755
112,0.35965994,0.35965994,0.3053288,0.17255755,0.17255755,0.17255755,0.17255755,0.42468417
113,0.35965994,0.35965994,0.3053288,0.17255755,0.17255755,0.17255755,0.17255755,0.28466654
114,0.35965994,0.35965994,0.3053288,0.17255755,0.17255755,0.17255755,0.17255755,0.28220642
115,0.35965994,0.35965994,0.3053288,0.17255755,0.17255755,0.17255755,0.17255755,0.3616813
116,0.35965994,0.35965994,0.3053288,0.17255755,0.17255755,0.17255755,0.17255755,0.23554452
117,0.35965994,0.35965994,0.3053288,0.17255755,0.17255755,0.17255755,0.17255755,0.27205002
118,0.35965994,0.35965994,0.3053288,0.17255755,0.17255755,0.17255755,0.17255755,0.28138033
119,0.35965994,0.35965994,0.3053288,0.17255755,0.17255755,0.17255755,0.17255755,0.17255755
120,0.42468417,0.42468417,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.42468417
121,0.42468417,0.42468417,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.28466654
122,0.42468417,0.42468417,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.28220642
123,0.42468417,0.42468417,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.3616813
124,0.42468417,0.42468417,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.23554452
125,0.42468417,0.42468417,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.27205002
126,0.42468417,0.42468417,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.28138033
127,0.42468417,0.42468417,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.17255755
128,0.3616813,0.3616813,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.42468417
129,0.3616813,0.3616813,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.28466654
130,0.3616813,0.3616813,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.28220642
131,0.3616813,0.3616813,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.3616813
132,0.3616813,0.3616813,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.23554452
133,0.3616813,0.3616813,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.27205002
134,0.3616813,0.3616813,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.28138033
135,0.3616813,0.3616813,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.17255755
136,0.28220642,0.28220642,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.42468417
137,0.28220642,0.28220642,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.28466654
138,0.28220642,0.28220642,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.28220642
139,0.28220642,0.28220642,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.3616813
140,0.28220642,0.28220642,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.23554452
141,0.28220642,0.28220642,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.27205002
142,0.28220642,0.28220642,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.28138033
143,0.28220642,0.28220642,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.17255755
144,0.29619506,0.29619506,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.42468417
145,0.29619506,0.29619506,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.28466654
146,0.29619506,0.29619506,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.28220642
147,0.29619506,0.29619506,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.3616813
148,0.29619506,0.29619506,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.23554452
149,0.29619506,0.29619506,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.27205002
150,0.29619506,0.29619506,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.28138033
151,0.29619506,0.29619506,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.17255755
152,0.35965994,0.35965994,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.42468417
153,0.35965994,0.35965994,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.28466654
154,0.35965994,0.35965994,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.28220642
155,0.35965994,0.35965994,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.3616813
156,0.35965994,0.35965994,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.23554452
157,0.35965994,0.35965994,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.27205002
158,0.35965994,0.35965994,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.28138033
159,0.35965994,0.35965994,0.15648787,0.22166106,0.22166106,0.22166106,0.22166106,0.17255755
160,0.42468417,0.42468417,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.42468417
161,0.42468417,0.42468417,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.28466654
162,0.42468417,0.42468417,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.28220642
163,0.42468417,0.42468417,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.3616813
164,0.42468417,0.42468417,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.23554452
165,0.42468417,0.42468417,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.27205002
166,0.42468417,0.42468417,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.28138033
167,0.42468417,0.42468417,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.17255755
168,0.3616813,0.3616813,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.42468417
169,0.3616813,0.3616813,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.28466654
170,0.3616813,0.3616813,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.28220642
171,0.3616813,0.3616813,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.3616813
172,0.3616813,0.3616813,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.23554452
173,0.3616813,0.3616813,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.27205002
174,0.3616813,0.3616813,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.28138033
175,0.3616813,0.3616813,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.17255755
176,0.28220642,0.28220642,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.42468417
177,0.28220642,0.28220642,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.28466654
178,0.28220642,0.28220642,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.28220642
179,0.28220642,0.28220642,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.3616813
180,0.28220642,0.28220642,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.23554452
181,0.28220642,0.28220642,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.27205002
182,0.28220642,0.28220642,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.28138033
183,0.28220642,0.28220642,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.17255755
184,0.29619506,0.29619506,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.42468417
185,0.29619506,0.29619506,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.28466654
186,0.29619506,0.29619506,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.28220642
187,0.29619506,0.29619506,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.3616813
188,0.29619506,0.29619506,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.23554452
189,0.29619506,0.29619506,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.27205002
190,0.29619506,0.29619506,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.28138033
191,0.29619506,0.29619506,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.17255755
192,0.35965994,0.35965994,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.42468417
193,0.35965994,0.35965994,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.28466654
194,0.35965994,0.35965994,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.28220642
195,0.35965994,0.35965994,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.3616813
196,0.35965994,0.35965994,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.23554452
197,0.35965994,0.35965994,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.27205002
198,0.35965994,0.35965994,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.28138033
199,0.35965994,0.35965994,0.28992674,0.22166106,0.22166106,0.22166106,0.22166106,0.17255755
200,0.42468417,0.42468417,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.42468417
201,0.42468417,0.42468417,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.28466654
202,0.42468417,0.42468417,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.28220642
203,0.42468417,0.42468417,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.3616813
204,0.42468417,0.42468417,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.23554452
205,0.42468417,0.42468417,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.27205002
206,0.42468417,0.42468417,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.28138033
207,0.42468417,0.42468417,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.17255755
208,0.3616813,0.3616813,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.42468417
209,0.3616813,0.3616813,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.28466654
210,0.3616813,0.3616813,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.28220642
211,0.3616813,0.3616813,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.3616813
212,0.3616813,0.3616813,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.23554452
213,0.3616813,0.3616813,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.27205002
214,0.3616813,0.3616813,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.28138033
215,0.3616813,0.3616813,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.17255755
216,0.28220642,0.28220642,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.42468417
217,0.28220642,0.28220642,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.28466654
218,0.28220642,0.28220642,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.28220642
219,0.28220642,0.28220642,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.3616813
220,0.28220642,0.28220642,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.23554452
221,0.28220642,0.28220642,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.27205002
222,0.28220642,0.28220642,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.28138033
223,0.28220642,0.28220642,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.17255755
224,0.29619506,0.29619506,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.42468417
225,0.29619506,0.29619506,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.28466654
226,0.29619506,0.29619506,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.28220642
227,0.29619506,0.29619506,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.3616813
228,0.29619506,0.29619506,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.23554452
229,0.29619506,0.29619506,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.27205002
230,0.29619506,0.29619506,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.28138033
231,0.29619506,0.29619506,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.17255755
232,0.35965994,0.35965994,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.42468417
233,0.35965994,0.35965994,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.28466654
234,0.35965994,0.35965994,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.28220642
235,0.35965994,0.35965994,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.3616813
236,0.35965994,0.35965994,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.23554452
237,0.35965994,0.35965994,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.27205002
238,0.35965994,0.35965994,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.28138033
239,0.35965994,0.35965994,0.3053288,0.22166106,0.22166106,0.22166106,0.22166106,0.17255755
240,0.42468417,0.42468417,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.42468417
241,0.42468417,0.42468417,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.28466654
242,0.42468417,0.42468417,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.28220642
243,0.42468417,0.42468417,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.3616813
244,0.42468417,0.42468417,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.23554452
245,0.42468417,0.42468417,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.27205002
246,0.42468417,0.42468417,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.28138033
247,0.42468417,0.42468417,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.17255755
248,0.3616813,0.3616813,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.42468417
249,0.3616813,0.3616813,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.28466654
250,0.3616813,0.3616813,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.28220642
251,0.3616813,0.3616813,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.3616813
252,0.3616813,0.3616813,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.23554452
253,0.3616813,0.3616813,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.27205002
254,0.3616813,0.3616813,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.28138033
255,0.3616813,0.3616813,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.17255755
256,0.28220642,0.28220642,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.42468417
257,0.28220642,0.28220642,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.28466654
258,0.28220642,0.28220642,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.28220642
259,0.28220642,0.28220642,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.3616813
260,0.28220642,0.28220642,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.23554452
261,0.28220642,0.28220642,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.27205002
262,0.28220642,0.28220642,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.28138033
263,0.28220642,0.28220642,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.17255755
264,0.29619506,0.29619506,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.42468417
265,0.29619506,0.29619506,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.28466654
266,0.29619506,0.29619506,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.28220642
267,0.29619506,0.29619506,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.3616813
268,0.29619506,0.29619506,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.23554452
269,0.29619506,0.29619506,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.27205002
270,0.29619506,0.29619506,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.28138033
271,0.29619506,0.29619506,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.17255755
272,0.35965994,0.35965994,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.42468417
273,0.35965994,0.35965994,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.28466654
274,0.35965994,0.35965994,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.28220642
275,0.35965994,0.35965994,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.3616813
276,0.35965994,0.35965994,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.23554452
277,0.35965994,0.35965994,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.27205002
278,0.35965994,0.35965994,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.28138033
279,0.35965994,0.35965994,0.15648787,0.23384291,0.23384291,0.23384291,0.23384291,0.17255755
280,0.42468417,0.42468417,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.42468417
281,0.42468417,0.42468417,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.28466654
282,0.42468417,0.42468417,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.28220642
283,0.42468417,0.42468417,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.3616813
284,0.42468417,0.42468417,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.23554452
285,0.42468417,0.42468417,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.27205002
286,0.42468417,0.42468417,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.28138033
287,0.42468417,0.42468417,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.17255755
288,0.3616813,0.3616813,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.42468417
289,0.3616813,0.3616813,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.28466654
290,0.3616813,0.3616813,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.28220642
291,0.3616813,0.3616813,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.3616813
292,0.3616813,0.3616813,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.23554452
293,0.3616813,0.3616813,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.27205002
294,0.3616813,0.3616813,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.28138033
295,0.3616813,0.3616813,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.17255755
296,0.28220642,0.28220642,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.42468417
297,0.28220642,0.28220642,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.28466654
298,0.28220642,0.28220642,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.28220642
299,0.28220642,0.28220642,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.3616813
300,0.28220642,0.28220642,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.23554452
301,0.28220642,0.28220642,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.27205002
302,0.28220642,0.28220642,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.28138033
303,0.28220642,0.28220642,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.17255755
304,0.29619506,0.29619506,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.42468417
305,0.29619506,0.29619506,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.28466654
306,0.29619506,0.29619506,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.28220642
307,0.29619506,0.29619506,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.3616813
308,0.29619506,0.29619506,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.23554452
309,0.29619506,0.29619506,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.27205002
310,0.29619506,0.29619506,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.28138033
311,0.29619506,0.29619506,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.17255755
312,0.35965994,0.35965994,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.42468417
313,0.35965994,0.35965994,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.28466654
314,0.35965994,0.35965994,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.28220642
315,0.35965994,0.35965994,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.3616813
316,0.35965994,0.35965994,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.23554452
317,0.35965994,0.35965994,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.27205002
318,0.35965994,0.35965994,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.28138033
319,0.35965994,0.35965994,0.28992674,0.23384291,0.23384291,0.23384291,0.23384291,0.17255755
320,0.42468417,0.42468417,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.42468417
321,0.42468417,0.42468417,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.28466654
322,0.42468417,0.42468417,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.28220642
323,0.42468417,0.42468417,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.3616813
324,0.42468417,0.42468417,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.23554452
325,0.42468417,0.42468417,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.27205002
326,0.42468417,0.42468417,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.28138033
327,0.42468417,0.42468417,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.17255755
328,0.3616813,0.3616813,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.42468417
329,0.3616813,0.3616813,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.28466654
330,0.3616813,0.3616813,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.28220642
331,0.3616813,0.3616813,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.3616813
332,0.3616813,0.3616813,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.23554452
333,0.3616813,0.3616813,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.27205002
334,0.3616813,0.3616813,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.28138033
335,0.3616813,0.3616813,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.17255755
336,0.28220642,0.28220642,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.42468417
337,0.28220642,0.28220642,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.28466654
338,0.28220642,0.28220642,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.28220642
339,0.28220642,0.28220642,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.3616813
340,0.28220642,0.28220642,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.23554452
341,0.28220642,0.28220642,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.27205002
342,0.28220642,0.28220642,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.28138033
343,0.28220642,0.28220642,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.17255755
344,0.29619506,0.29619506,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.42468417
345,0.29619506,0.29619506,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.28466654
346,0.29619506,0.29619506,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.28220642
347,0.29619506,0.29619506,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.3616813
348,0.29619506,0.29619506,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.23554452
349,0.29619506,0.29619506,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.27205002
350,0.29619506,0.29619506,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.28138033
351,0.29619506,0.29619506,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.17255755
352,0.35965994,0.35965994,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.42468417
353,0.35965994,0.35965994,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.28466654
354,0.35965994,0.35965994,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.28220642
355,0.35965994,0.35965994,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.3616813
356,0.35965994,0.35965994,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.23554452
357,0.35965994,0.35965994,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.27205002
358,0.35965994,0.35965994,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.28138033
359,0.35965994,0.35965994,0.3053288,0.23384291,0.23384291,0.23384291,0.23384291,0.17255755
360,0.42468417,0.42468417,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.42468417
361,0.42468417,0.42468417,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.28466654
362,0.42468417,0.42468417,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.28220642
363,0.42468417,0.42468417,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.3616813
364,0.42468417,0.42468417,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.23554452
365,0.42468417,0.42468417,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.27205002
366,0.42468417,0.42468417,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.28138033
367,0.42468417,0.42468417,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.17255755
368,0.3616813,0.3616813,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.42468417
369,0.3616813,0.3616813,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.28466654
370,0.3616813,0.3616813,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.28220642
371,0.3616813,0.3616813,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.3616813
372,0.3616813,0.3616813,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.23554452
373,0.3616813,0.3616813,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.27205002
374,0.3616813,0.3616813,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.28138033
375,0.3616813,0.3616813,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.17255755
376,0.28220642,0.28220642,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.42468417
377,0.28220642,0.28220642,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.28466654
378,0.28220642,0.28220642,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.28220642
379,0.28220642,0.28220642,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.3616813
380,0.28220642,0.28220642,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.23554452
381,0.28220642,0.28220642,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.27205002
382,0.28220642,0.28220642,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.28138033
383,0.28220642,0.28220642,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.17255755
384,0.29619506,0.29619506,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.42468417
385,0.29619506,0.29619506,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.28466654
386,0.29619506,0.29619506,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.28220642
387,0.29619506,0.29619506,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.3616813
388,0.29619506,0.29619506,0.15648787,0.12309439,0.12309439,0.12309439,0.12309439,0.23554452
