,A1 NumberofProtons,A2 NumberofProtons,B NumberofProtons,X1 NumberofProtons,X2 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,Ion NumberofProtons,A1 NumberofNeutrons,A2 NumberofNeutrons,B NumberofNeutrons,X1 NumberofNeutrons,X2 NumberofNeutrons,X3 NumberofNeutrons,X4 NumberofNeutrons,Ion NumberofNeutrons,A1 Number of Shells,A2 Number of Shells,B Number of Shells,X1 Number of Shells,X2 Number of Shells,X3 Number of Shells,X4 Number of Shells,Ion Number of Shells,A1 Specific Heat,A2 Specific Heat,B Specific Heat,X1 Specific Heat,X2 Specific Heat,X3 Specific Heat,X4 Specific Heat,Ion Specific Heat,A1 Density,A2 Density,B Density,X1 Density,X2 Density,X3 Density,X4 Density,Ion Density,A1 AtomicRadius,A2 AtomicRadius,B AtomicRadius,X1 AtomicRadius,X2 AtomicRadius,X3 AtomicRadius,X4 AtomicRadius,Ion AtomicRadius,A1 Firstlonization,A2 Firstlonization,B Firstlonization,X1 Firstlonization,X2 Firstlonization,X3 Firstlonization,X4 Firstlonization,Ion Firstlonization,A1 AtomicMass,A2  AtomicMass,B  AtomicMass,X1 AtomicMass,X2 AtomicMass,X3 AtomicMass,X4 AtomicMass,Ion AtomicMass,A1 Melting Point,A2 Melting Point,B Melting Point,X1 Melting Point,X2 Melting Point,X3 Melting Point,X4 Melting Point,Ion Melting Point,Adsorption energy(ev)
B NumberofNeutrons,0.059653628499239504,0.06921422602294663,0.9995525218609941,0.12347668838238389,0.1333296605885331,0.12399966269294435,0.15175292810947513,2.1814952701269542e-16,0.05585374796742397,0.07239778869370761,1.0,0.12310251131051482,0.1289916952348747,0.12223864391574926,0.15707750450280597,2.1141981722967568e-16,0.06547048930041274,0.05963821068439521,0.9818344525802742,0.12229533125710246,0.13861199163000373,0.12562244381357204,0.13978620541043263,2.160577987716373e-16,-0.05963613109457661,-0.027249709997610026,-0.9856502370998256,-0.09807683142123588,-0.12625195690275282,-0.08980461622959744,-0.11991835897498086,-2.041346987629987e-16,0.0532348607677073,0.06858204497427468,0.9999905464592513,0.1287999054893016,0.12881312900685785,0.13575230103081173,0.15449042112017192,4.326609495836921e-16,0.06941316527432825,0.057315951653909195,0.9277021764400102,0.11105667820298583,0.13771780081706922,0.11427508769408729,0.115482525803017,1.1077499368097723e-16,-0.0708482016992987,-0.05001868936290138,-0.6656881709638827,-0.10755036339093882,-0.13747528066573397,-0.11422296629777716,-0.09940524089495878,-2.5912848114058096e-16,0.05759939681692502,0.07119095800893209,0.9999489383028416,0.1234715989281457,0.13071407536223983,0.1232287113132914,0.1552667166243067,2.0156596671414177e-16,-0.06463999527716821,-0.03766697109016246,-0.6625562402036689,0.1165969952546333,0.1471573947278024,0.12022488928003176,0.13977863840654733,4.081821405013434e-16,0.004767875792246721
X1 NumberofNeutrons,0.08741309959430703,0.08914145691609031,0.12389168906367935,0.9963182751319922,0.9951700572313472,0.9390011170014749,0.8051873224284464,3.716040219932323e-16,0.09107448520508019,0.0949606403874144,0.12310251131051482,1.0,0.9993383614290927,0.9412238061345791,0.8025004861949807,1.9327114628117918e-16,0.07790517127000232,0.07585754031683317,0.1262215841942407,0.9733059229706719,0.9709829200923273,0.9203474623364791,0.7973180985366157,4.7285401232629593e-17,-0.04586908042823521,-0.031633313472984724,-0.1261003227444284,-0.8726379822595165,-0.8633685615438093,-0.8274264551373233,-0.7271094220186212,-3.873054057073777e-16,0.08226402287969935,0.07891977860096382,0.12297862147019548,0.9861526488721328,0.9861515193710433,0.9311568659951517,0.7876514563499775,6.718936015305319e-16,0.07448729874618921,0.07421798409227728,0.12473925565920439,0.8938711418453634,0.8871354095971826,0.8487580041313859,0.7463656552739952,-1.321930034672205e-16,-0.06730999502440156,-0.06439557361354749,-0.10300982620116386,-0.8442351501292142,-0.8353250941714775,-0.8025093440588233,-0.7077082028025204,1.5247191485401181e-16,0.08949164592302153,0.09234136350254676,0.12338144730140636,0.999544359931295,0.998732825888458,0.9412149115905263,0.8040078293260247,2.3051878367843007e-16,-0.05514154536530628,-0.04391617291697241,-0.10270280199397323,0.9616762710067808,0.948408600949529,0.9159585183597899,0.7949738058467317,3.104210415457639e-16,0.1618350846902721
X2 NumberofNeutrons,0.08661850859731661,0.08808381750400315,0.1297248429036935,0.9952125130330681,0.996275665855294,0.9438449757733322,0.8136772361173789,4.670356935946911e-16,0.08971883548819186,0.09337700104555063,0.1289916952348747,0.9993383614290927,1.0,0.9458988312062291,0.811126811563616,2.264535333486552e-16,0.0784016737124264,0.07605150831625082,0.13166509613043803,0.9714676662243592,0.9728079546115859,0.9254377681300986,0.8054184562328665,1.5055848609017525e-16,-0.047774705716144276,-0.03326808920485173,-0.13160368351335194,-0.869824798357695,-0.867054588709972,-0.8307980989147495,-0.7348319993797557,-3.2310435753246056e-16,0.08027118917614644,0.07664740695800194,0.12887551143950465,0.9858959513145499,0.9858977727841345,0.9366022108213599,0.795824377019473,7.721070880407875e-16,0.07602615799943822,0.07548110529966948,0.12953627320577168,0.8909544916581519,0.8902780867699955,0.8535284726955692,0.7536577603396386,1.2705421877370713e-17,-0.06950325160320989,-0.06631886369462249,-0.10559813975181216,-0.8408833552890765,-0.8387976723435435,-0.807468073290628,-0.7142749309723587,-1.055400533383084e-16,0.08836636100221008,0.09097189250798131,0.1292522918758538,0.998726816510665,0.9995414918571286,0.9459688839551047,0.8125857677191095,2.779093369869006e-16,-0.05690547305251161,-0.04539376336318296,-0.1052677048161053,0.9596974294166802,0.9535620996302361,0.9207534287869847,0.8031598147050332,3.9816361394166523e-16,0.16191683654968433
X3 NumberofNeutrons,0.1196931617035533,0.11532349294863226,0.1249810983866886,0.939836017264339,0.9476312079463899,0.9966239560755852,0.8497158839695733,-1.9253966984869567e-16,0.1178024176624122,0.11552487095721313,0.12223864391574926,0.9412238061345791,0.9458988312062291,1.0,0.8475090821390726,-4.3822759478010775e-16,0.12047215087790986,0.11283112530882339,0.137760902606817,0.9217598636869159,0.9343381251444242,0.9749716994284271,0.8400075877793701,-2.766466207029973e-16,-0.09241180155362559,-0.07498697304519823,-0.13626929927467457,-0.8264274627657877,-0.8438899164523834,-0.879236917942361,-0.7796875701106624,1.8991756945392736e-16,0.10663621072534117,0.097680044199422,0.12183088098590254,0.9295585812358907,0.9295693315242668,0.9870595948664261,0.8238854581654724,-3.328244046456692e-16,0.12452072924457282,0.11894072274539225,0.14831079285453433,0.8508527982115386,0.8690262365805917,0.8976406963432907,0.7884542274536978,1.546117969984542e-16,-0.12160979075404325,-0.11396358196434705,-0.15115374348445815,-0.8069966725981141,-0.826275381785319,-0.8466649365419948,-0.7448835089836191,2.1652436915903495e-16,0.11869673064203592,0.11540607877006684,0.12317737883928677,0.9415752249020126,0.9473280717966428,0.9995846584991929,0.8487397605487838,-3.2397031426507865e-16,-0.10433302493967243,-0.08937000092231709,-0.15103106175826034,0.9309012277829352,0.9472445502880413,0.9711076908680008,0.8401644795488928,-3.6229988309692194e-16,0.16893464460226226
X4 NumberofNeutrons,0.05216531401996805,0.043952357762229825,0.15838990804194136,0.7982098709772744,0.8126016020093987,0.845042433568408,0.9968161906028804,1.3782960472809435e-16,0.05051313190586398,0.04495454523470682,0.15707750450280597,0.8025004861949807,0.811126811563616,0.8475090821390726,1.0,-1.0604083778262732e-16,0.05097167351344023,0.03833067481701623,0.16299474297364897,0.777632758263438,0.8011630025709987,0.8278074858722867,0.9755465475992678,-9.932150337283438e-17,-0.042113300652208155,-0.0178391829696682,-0.16262621639276162,-0.6871469370107389,-0.7246866832999721,-0.7245914555433691,-0.8718485020309321,-1.7252358014451383e-16,0.06212877859847221,0.04860275735593898,0.1568750249396556,0.7964657381612286,0.7964852739692314,0.8495626664499938,0.9870130633972207,1.0072913176308245e-16,0.04678869372583736,0.036838112335397084,0.1629777654138085,0.7088009985325728,0.7454163353959528,0.7573095664998899,0.8935954949308805,-1.5910760681688074e-16,-0.045022363147985425,-0.03228395206436148,-0.1390588260696946,-0.6683992514883317,-0.708605018558072,-0.7174665575361232,-0.8371046625995955,3.2675191557056986e-16,0.05165473160190929,0.044833321729020416,0.15753660583293097,0.8017324643062058,0.8123377942403067,0.8475171325491363,0.9996140178821108,-6.409613211972652e-19,-0.047366464909329345,-0.02576194082626356,-0.1386954734163873,0.7858902750164838,0.8247831597584673,0.8204270153355503,0.9714575340480086,-7.286755409386168e-18,0.1552746372107547
Ion NumberofNeutrons,-2.218684740315652e-16,-2.220973144029429e-16,-9.416883148046145e-17,-1.337692815557185e-16,5.301185180434345e-17,-3.5694073277583233e-17,-6.926703310966959e-17,0.9915750195898918,-2.3327988434460104e-16,1.6692679025183353e-16,2.1141981722967568e-16,1.9327114628117918e-16,2.264535333486552e-16,-4.3822759478010775e-16,-1.0604083778262732e-16,1.0,1.4602295084129066e-17,-6.562600275192145e-16,2.904545961622224e-16,-7.9095240898411905e-16,-1.0034646825921544e-15,-5.361138816979708e-16,3.018547607474229e-16,0.8282583704750469,-1.4606239789629095e-17,3.459391516158803e-17,5.925054801284251e-16,5.023006699956973e-16,1.837287012760086e-16,3.9122905159637346e-16,9.685575428188782e-16,-0.6782263096592693,-2.3885049674099394e-17,2.4336397513795077e-16,5.672107339052898e-16,-1.0966137372810133e-16,-1.3889525123519758e-16,-1.8751709001839275e-16,-2.4503319725166065e-16,0.8452283790144303,1.3640371516193387e-16,3.840369827561444e-17,8.99270844100936e-16,-3.743768300814716e-16,-1.212172893098912e-16,-7.8053150755536e-16,-2.844896211476759e-16,0.05944791236389049,-5.956461032740219e-16,-1.7824316126942962e-15,1.9250736673117278e-15,-1.4234303636588276e-16,1.1814310811612316e-16,9.97550673003007e-18,1.0248471138962763e-15,-0.015758727257189284,-1.7199710857998557e-16,1.360739855905435e-17,6.010871290379229e-16,-2.4371080299505807e-16,-3.279882564238052e-16,-7.642604463559691e-17,3.7992548827405716e-16,0.9981483308464242,6.321038328253726e-16,1.5176823593528282e-18,1.053647427109278e-15,-3.6960682781052053e-16,-2.724851676853374e-16,-2.7117261401489436e-16,-1.2913808628312946e-16,0.28434060768275754,-0.11853569576976294
A1 Number of Shells,0.9785855658855178,0.9475554830828603,0.06585644065837648,0.07509396651930386,0.07590659456426488,0.11532961963818036,0.049570232512118964,1.251753114594699e-16,0.9535318514722733,0.9258390623328434,0.06547048930041274,0.07790517127000232,0.0784016737124264,0.12047215087790986,0.05097167351344023,1.4602295084129066e-17,1.0,0.9640457386455615,0.06691516601292202,0.06885779168405289,0.07013192526092579,0.10423374567935208,0.046018721101056134,-4.972244992928629e-17,-0.8747803878135034,-0.8318987147754195,-0.06687430894125947,-0.06632230126913335,-0.06828063458967952,-0.10289299551384538,-0.05314556541651399,-7.346128701736367e-17,0.94585109361933,0.9207774802356475,0.06540950798334538,0.07244297619919865,0.07244407262855462,0.11061756296097801,0.04282884075868011,2.0962753026984803e-16,0.9780998310503588,0.9407295714257394,0.06591959714573135,0.05916975675798866,0.06102007734439989,0.08800453674285771,0.04240413628073716,-3.2530142123045406e-17,-0.9698295500347944,-0.9296822704101764,-0.053942170914156755,-0.05124383210049226,-0.05317144750292875,-0.0737541777374632,-0.03599247921251538,2.1464036420915738e-16,0.9655270117373385,0.9363710413383464,0.06560743160176656,0.07687617009142843,0.07748242385306808,0.11856379961244455,0.05037899080514709,-4.851029605854887e-17,-0.9371337151371841,-0.8971932194038807,-0.053775743789774295,0.07755068165108524,0.07949929014688017,0.10681597557052196,0.04835133652338458,-3.2176385913839704e-17,0.12568190049907954
A2 Number of Shells,0.9395557259650776,0.97924394237552,0.06074256504034683,0.07586998161281203,0.07619309811097491,0.11039346834767891,0.03901089505716286,-4.3238546949310987e-16,0.913652995747388,0.9554991235988105,0.05963821068439521,0.07585754031683317,0.07605150831625082,0.11283112530882339,0.03833067481701623,-6.562600275192145e-16,0.9640457386455615,1.0,0.06572922403944656,0.07444949816680288,0.07495714883588742,0.10409998400001867,0.039393999370756,-5.978136495829641e-16,-0.8423094698121412,-0.8683082157951949,-0.06516504879734977,-0.0759344986648381,-0.07656232098007906,-0.10627238399766929,-0.048506005027834934,3.2896397280949794e-16,0.901018495145834,0.9465578128275607,0.0594732334550431,0.06955644722265916,0.06955686176420314,0.10280433065016249,0.031046116309910794,-8.150364837719867e-16,0.9499459575651095,0.97844702195244,0.06944240091704194,0.07134437162300207,0.07200666527060583,0.09460088435421797,0.04143175991491207,-4.7108175150587124e-17,-0.9434198558748274,-0.9690636784425342,-0.06791666986426328,-0.06681901910718292,-0.06745164917554836,-0.08424694816190517,-0.03888841761806733,5.399191191483085e-16,0.9259657908233726,0.9668323887890243,0.060017270845635344,0.07584172139558516,0.07608041962768959,0.11189458210874154,0.038491211129033365,-5.799303115958196e-16,-0.9043578557311844,-0.934630960444115,-0.06783508444134866,0.08245051263304637,0.08285356012705547,0.106538367528762,0.04135986318661408,-5.156561662209824e-16,0.1315990948397062
B Number of Shells,0.06136198921342782,0.07576124578985156,0.9870706831527126,0.12962167528719218,0.13874674221347755,0.14078501280013886,0.15794335771984136,2.751776846327895e-16,0.057735055125475464,0.07915572753694579,0.9818344525802742,0.1262215841942407,0.13166509613043803,0.137760902606817,0.16299474297364897,2.904545961622224e-16,0.06691516601292202,0.06572922403944656,1.0,0.1334648963411305,0.14862036226208303,0.14424560324391716,0.14642935531761003,-1.4417174019387506e-16,-0.058521544754305294,-0.030023994186606267,-0.9997734974667132,-0.11547245437210131,-0.1416230490465483,-0.11366000841942568,-0.12317628802840884,-2.4143092255462324e-16,0.0530389009034516,0.07337365505877103,0.9810001418837008,0.12950564805182255,0.12951786008231694,0.14783223439142618,0.16200923510700085,4.1943281121001893e-16,0.07212468749213885,0.06413504385270345,0.9816837539442366,0.12953028497610797,0.15434920870161986,0.1361078606677098,0.12154848046105508,-8.457907932626998e-16,-0.07321359027315338,-0.056331578083659566,-0.7951849526087448,-0.1291210031307473,-0.1570050637040339,-0.13630987005196885,-0.10594997951900906,8.798646653789244e-16,0.05939118877481809,0.07784350744612469,0.9837017285371629,0.1276571017665876,0.13435629508098593,0.13916840858353247,0.16131528841005233,2.489331025380996e-16,-0.0644124674450663,-0.041554505852301506,-0.7926377966993975,0.1307764987835457,0.1590108932963212,0.1396739936022288,0.14582615141222824,4.3590918137316385e-17,-0.0018248998054995926
X1 Number of Shells,0.07820247708885576,0.08851236374824968,0.12435171990378587,0.989394356663992,0.9863944173883483,0.9366374867072044,0.7945469243101839,-4.657700750740731e-16,0.08206266550318331,0.09474303174264893,0.12229533125710246,0.9733059229706719,0.9714676662243592,0.9217598636869159,0.777632758263438,-7.9095240898411905e-16,0.06885779168405289,0.07444949816680288,0.1334648963411305,1.0,0.9949268846525742,0.9474580764190499,0.8121507883063492,-2.6304163846917097e-16,-0.04167769254850008,-0.02765960396683271,-0.13245374551971942,-0.944538277862177,-0.9308708425234736,-0.8964758397588087,-0.7736249391075184,5.497850471234531e-16,0.07467324662742755,0.07724786308611956,0.12198729384423133,0.9443820717309352,0.944378183303783,0.8972191353748779,0.7544659820282917,-9.242727826183112e-16,0.06363611323634923,0.07354483847171263,0.13980128787182977,0.9716372176130079,0.9610122748509613,0.9222463689156515,0.8016418366833562,4.876919479068216e-16,-0.057049158984738634,-0.06318741854361312,-0.1340767464683733,-0.9443665593357047,-0.931363866209844,-0.8964580633794942,-0.783167512010932,1.2675964734657518e-16,0.08034500758626076,0.0919375277673806,0.12300229474607158,0.9797768458223719,0.9775487089168221,0.9277015831535814,0.7841098323662122,-6.078949918501554e-16,-0.048756910983556806,-0.04066591988753634,-0.1338900790720259,0.9944837203667024,0.9756952625146234,0.9461038202054072,0.8113658811968004,-7.404810821197895e-16,0.1801837751530602
X2 Number of Shells,0.07588782553344076,0.08554901836851955,0.14052474412129998,0.9860281780576261,0.9891511880103406,0.9498487107947106,0.8178339195200877,-6.513885635803855e-16,0.07819115794543532,0.09032171778467125,0.13861199163000373,0.9709829200923273,0.9728079546115859,0.9343381251444242,0.8011630025709987,-1.0034646825921544e-15,0.07013192526092579,0.07495714883588742,0.14862036226208303,0.9949268846525742,1.0,0.9616399737100961,0.8346016670594317,-4.579161632703026e-16,-0.0469184455314133,-0.032153640066809624,-0.1477669082319993,-0.9372138360928457,-0.941553078148743,-0.9063081984615086,-0.7953461840790564,5.47965951071063e-16,0.06904807214123172,0.07090389544961899,0.13832361823269496,0.94304239913782,0.943046678651915,0.9118001863327875,0.7766610617020677,-1.2328117318145218e-15,0.06778812789536057,0.07702866161032211,0.1532367694118234,0.9640767187554693,0.9702412954302528,0.93600046800035,0.8222471716536175,3.673236519366573e-16,-0.0630255685976221,-0.06850150280903118,-0.14153739359187592,-0.9358232371998045,-0.9417329517066823,-0.9109413644820329,-0.8019607120207748,2.796203188329785e-16,0.07711223797886743,0.08810972519489879,0.13927206328092,0.9770873248372484,0.9793613817266594,0.9405560078603974,0.807552929646704,-8.15716952473855e-16,-0.053581081937440704,-0.04472758687897008,-0.14128694314274914,0.9890814186604152,0.9900478508835125,0.9594955326481979,0.8340700537926563,-8.540215181632702e-16,0.18054908945163278
X3 Number of Shells,0.10021035851290111,0.10452986495059555,0.12886193210454883,0.9362291432308978,0.944821183371478,0.98992942863129,0.8446025703735327,-2.635301949419545e-16,0.0973920752991134,0.10416140438296252,0.12562244381357204,0.9203474623364791,0.9254377681300986,0.9749716994284271,0.8278074858722867,-5.361138816979708e-16,0.10423374567935208,0.10409998400001867,0.14424560324391716,0.9474580764190499,0.9616399737100961,1.0,0.8609160647753262,-4.730530967538974e-17,-0.08599397995695951,-0.06842008138798768,-0.14241792243650167,-0.8923972986986378,-0.9131319394213875,-0.9466595007637337,-0.8328793978697475,1.6775154429665249e-16,0.08573328039198438,0.08268732269992783,0.12514217762395527,0.8948746765308437,0.8948862274494211,0.9482838462240553,0.7953703811579925,-3.318136712704774e-16,0.10910968305277186,0.11358410630265822,0.15767205495987982,0.9212524586830121,0.9426644625646242,0.9719115930022364,0.8505017364954448,6.21250956124039e-16,-0.10855608808759387,-0.10976431719950848,-0.1658436353666064,-0.8966936574578543,-0.9198711030487013,-0.9434390290800547,-0.8272778134296277,-3.9529353685570714e-16,0.0985772729333203,0.10421602132193622,0.12672943296194425,0.9267413982485267,0.9330309687611497,0.9809613924344449,0.8341348788966129,-2.8354616530002514e-16,-0.09458191445884918,-0.08238968068349181,-0.16575672540382708,0.9580635862482614,0.9773086681897128,0.9988707629044281,0.8627142961177364,-3.31308186508743e-17,0.18977006208070601
X4 Number of Shells,0.04433876082350526,0.04334563064400172,0.14117126763025326,0.807829115125477,0.8214280643602181,0.8525185182361597,0.9899609272704535,4.539002164047222e-16,0.04166280854997004,0.04371872713835151,0.13978620541043263,0.7973180985366157,0.8054184562328665,0.8400075877793701,0.9755465475992678,3.018547607474229e-16,0.046018721101056134,0.039393999370756,0.14642935531761003,0.8121507883063492,0.8346016670594317,0.8609160647753262,1.0,3.4753094832486666e-16,-0.044357879949269624,-0.018260064538378067,-0.14594940327765016,-0.7552390715349023,-0.7911647880967666,-0.7952196286543727,-0.9402219024998002,-4.1445256626947746e-16,0.0532200225960443,0.043994082723094616,0.13957445206136135,0.7790967182052834,0.7791149784994281,0.8282890081691433,0.9492350987179325,7.510637167267569e-16,0.042217653466370755,0.04105726220771516,0.14774683546242068,0.7808002819790069,0.8160902623524136,0.8308091534055846,0.9690145572227985,-9.459842270741252e-17,-0.04234193447805645,-0.037171429378453705,-0.12916780977960787,-0.7563276114873762,-0.7952361806206871,-0.8082314628783823,-0.9364851268057957,7.17963198693958e-17,0.04317593568589686,0.04383329399185037,0.1402681223238896,0.8017374376269292,0.8117186304626791,0.8452191482391794,0.9812628817026776,4.575046918771358e-16,-0.04738234214158971,-0.026960369248863397,-0.12886465055212562,0.8216323678919341,0.8581335881001718,0.8564570906547038,0.9987691882042082,3.3286228026365204e-16,0.18671553720993173
Ion Number of Shells,-3.179105808949465e-16,-3.4426973331516914e-16,-2.548368994644612e-17,-3.3346717777063445e-17,1.1674697114421168e-16,-6.338582348860384e-17,5.401764921782408e-17,0.8816384096281521,-2.0172536641187356e-16,7.886974774805174e-18,2.160577987716373e-16,4.7285401232629593e-17,1.5055848609017525e-16,-2.766466207029973e-16,-9.932150337283438e-17,0.8282583704750469,-4.972244992928629e-17,-5.978136495829641e-16,-1.4417174019387506e-16,-2.6304163846917097e-16,-4.579161632703026e-16,-4.730530967538974e-17,3.4753094832486666e-16,1.0,-5.870758192202836e-17,5.1300573993767774e-17,4.569026284912434e-16,1.1621800259753645e-16,1.1930526637081262e-16,-2.1533268556232523e-17,3.382612197496608e-16,-0.6432227961392316,-2.8996109986363793e-16,2.4356893299755215e-16,2.6531717494471e-16,-1.369883008763663e-16,2.636074414696965e-17,-1.2550282696635288e-16,-1.9834035493107034e-16,0.5364107497922243,-1.384058848165593e-16,2.6605909143594334e-16,5.582851475167557e-16,-1.5702247075835105e-16,-4.2123581480869847e-19,-4.1217050397739266e-16,-1.752693215205935e-18,0.5158639025329588,-9.150764202976938e-17,-8.714616169995361e-16,1.6006793259675313e-15,-3.8560546585841733e-16,-3.028048106694283e-16,-1.8625950395255797e-16,4.023320162681132e-16,-0.42948277805597596,-2.440935663334228e-16,-7.66597064296905e-17,4.457320886640837e-16,-4.2883914229591116e-17,-2.2095340603901826e-16,-4.6773157699138566e-17,2.8096225339270273e-16,0.8544746355264878,5.419760809601912e-16,-2.33217075788983e-17,8.168347574036875e-16,-8.393298000564528e-17,1.2855084551218387e-17,-9.487934560613114e-17,1.9328775591293462e-16,0.4817945078925886,0.05055374504645684
A1 Specific Heat,-0.7746077051576414,-0.7562504742296591,-0.059604516554189114,-0.04468637121851822,-0.04786680999901673,-0.09073069574602756,-0.04329505781290967,-5.867419130202638e-17,-0.7151113917068888,-0.7047606149286224,-0.05963613109457661,-0.04586908042823521,-0.047774705716144276,-0.09241180155362559,-0.042113300652208155,-1.4606239789629095e-17,-0.8747803878135034,-0.8423094698121412,-0.058521544754305294,-0.04167769254850008,-0.0469184455314133,-0.08599397995695951,-0.044357879949269624,-5.870758192202836e-17,1.0,0.9433602762050962,0.058752553509578635,0.047906062529512836,0.057129095114145365,0.09475906277899787,0.06182566236102034,1.2182861930040817e-16,-0.7969469756372523,-0.7777023507533033,-0.05963628377731629,-0.03831959932597045,-0.038323802804251426,-0.0803008954754511,-0.03023108834656154,-1.9407467028468968e-16,-0.8183962364777058,-0.7897324813484001,-0.05526305652136003,-0.038881041099132235,-0.047451389669902845,-0.08067264746226818,-0.04949824799253753,1.2787228595465109e-17,0.8661010662165548,0.8290368425000971,0.03957611077810479,0.0338737660930642,0.04343231826787344,0.07176367039925743,0.046452520185118015,-1.0926769494499568e-16,-0.7416010288010172,-0.7277925252181567,-0.059631420893002884,-0.04536317248877948,-0.04770400455782103,-0.09169441987657367,-0.042381189028195015,-1.0191735324052177e-16,0.9870272837378165,0.9372206176434491,0.03938887613215489,-0.05087414415029898,-0.06077567837664011,-0.0891786564217404,-0.04773314032371613,3.86588617001445e-17,-0.1118315590483442
A2 Specific Heat,-0.7374432838196994,-0.7683416678462,-0.02775292042023074,-0.030367852475249153,-0.03309492505229249,-0.07307319891143642,-0.018139485338816153,-3.408528893306653e-17,-0.6812210699836888,-0.7105805645763988,-0.027249709997610026,-0.031633313472984724,-0.03326808920485173,-0.07498697304519823,-0.0178391829696682,3.459391516158803e-17,-0.8318987147754195,-0.8683082157951949,-0.030023994186606267,-0.02765960396683271,-0.032153640066809624,-0.06842008138798768,-0.018260064538378067,5.1300573993767774e-17,0.9433602762050962,1.0,0.0297671844350041,0.02471123313473925,0.03254370481435538,0.06759015404842927,0.024003850226883047,4.422632521726637e-17,-0.7542539812040822,-0.7898029188791208,-0.027174530842416847,-0.03048908696355426,-0.03049273382259745,-0.06949625780400925,-0.013612885926066038,2.6431499511731988e-17,-0.7824632188268352,-0.8138878401431419,-0.031712090264473566,-0.022990581920233576,-0.030322617897773668,-0.06092067982489451,-0.01956749065565106,-2.276420187591475e-17,0.8267799898134413,0.8616014929180584,0.030997656453328984,0.01984811998198302,0.028049402826674185,0.05390389465956866,0.018168368803827564,-1.1113131306999986e-16,-0.7062684240988876,-0.7362094121740053,-0.02742244016239924,-0.031188205302809496,-0.03319625294041697,-0.07427738586908023,-0.017893959965161757,-3.40595146757201e-17,0.9339684625927436,0.9859389320816112,0.030960249610250044,-0.03462126682555332,-0.04317475748859388,-0.06970245141289613,-0.019447374961845388,1.090922845884458e-16,-0.10610035824234636
B Specific Heat,-0.06128149792579905,-0.07516409011876923,-0.9902584206812466,-0.12916716096513098,-0.138390401900115,-0.1391572079588582,-0.15753503931629384,4.777005239964115e-16,-0.05762859607321794,-0.07854106120778503,-0.9856502370998256,-0.1261003227444284,-0.13160368351335194,-0.13626929927467457,-0.16262621639276162,5.925054801284251e-16,-0.06687430894125947,-0.06516504879734977,-0.9997734974667132,-0.13245374551971942,-0.1477669082319993,-0.14241792243650167,-0.14594940327765016,4.569026284912434e-16,0.058752553509578635,0.0297671844350041,1.0,0.11373035310242692,0.14015539646234487,0.11119004520325894,0.12303393605112821,-2.393041823500708e-16,-0.05315693959215663,-0.07296907605015072,-0.9849069379742758,-0.12966103279241,-0.12967338039648726,-0.1467449899272391,-0.16145927814796804,8.858210422602888e-16,-0.07195116580073646,-0.06348631425268368,-0.9774066663076268,-0.12769272841586188,-0.15276323724200128,-0.13390542571522823,-0.12108820974038512,8.932586621188878e-17,0.07308086580453707,0.05572549553456346,0.7820997087626305,0.126935317307872,0.15509879727367742,0.13407929561358636,0.10540775425468978,-3.9345118609081107e-16,-0.059297769872459494,-0.07723828588698967,-0.9873057187510973,-0.12741882084650055,-0.13419108599262042,-0.13763253111885299,-0.16092898878837955,5.647985242908556e-16,0.06455464561063594,0.04119370780508421,0.7794823466931754,-0.12942286023313618,-0.1579692931369302,-0.1377453886024459,-0.14541191831952277,6.302646984734963e-16,0.001088706363946479
X1 Specific Heat,-0.0747017825715876,-0.09234609395405256,-0.101056239301901,-0.9054487305190384,-0.9009180283629361,-0.8560516406244121,-0.7160497885850726,3.124524504672147e-16,-0.07800792334939778,-0.09961221599069452,-0.09807683142123588,-0.8726379822595165,-0.869824798357695,-0.8264274627657877,-0.6871469370107389,5.023006699956973e-16,-0.06632230126913335,-0.0759344986648381,-0.11547245437210131,-0.944538277862177,-0.9372138360928457,-0.8923972986986378,-0.7552390715349023,1.1621800259753645e-16,0.047906062529512836,0.02471123313473925,0.11373035310242692,1.0,0.9840015875369374,0.9437779736247189,0.8014128186907118,-1.9484447781288067e-17,-0.07710892284701701,-0.08175320918251035,-0.09763642391497623,-0.7935629910573582,-0.7935564671207621,-0.7562124510318171,-0.6297933308269384,3.106378340626798e-16,-0.05659102492411445,-0.07401206052835436,-0.12871817494062981,-0.9817778276277526,-0.968443768783193,-0.9280159901423555,-0.7973557642782427,-2.378844991814304e-16,0.05121642496947504,0.062266056870257894,0.14071109035346693,0.9687294025947878,0.9528830816400939,0.9160765419832122,0.7930575391329543,-4.2260432700911814e-17,-0.0765564353394421,-0.09636809825703531,-0.0990931986310549,-0.8842562980036078,-0.8808515105727422,-0.8368676182693959,-0.6972863247055399,4.003028507565119e-16,0.05183366229059246,0.03865353998075564,0.14068511501172448,-0.9592061324694369,-0.9367320712156134,-0.904676058995812,-0.7651706989467697,1.8917178991212516e-16,-0.18998400121736558
