,rechargeable_A1,rechargeable_A2,rechargeable_B,rechargeable_X1,rechargeable_X2,rechargeable_X3,rechargeable_X4
144,0.1542425,0.1542425,0.109965414,0.13950557,0.13950557,0.13950557,0.13950557
145,0.1542425,0.1542425,0.109965414,0.13950557,0.13950557,0.13950557,0.13950557
146,0.1542425,0.1542425,0.109965414,0.13950557,0.13950557,0.13950557,0.13950557
147,0.1542425,0.1542425,0.109965414,0.13950557,0.13950557,0.13950557,0.13950557
148,0.1542425,0.1542425,0.109965414,0.13950557,0.13950557,0.13950557,0.13950557
149,0.1542425,0.1542425,0.109965414,0.13950557,0.13950557,0.13950557,0.13950557
150,0.1542425,0.1542425,0.109965414,0.13950557,0.13950557,0.13950557,0.13950557
151,0.1542425,0.1542425,0.109965414,0.13950557,0.13950557,0.13950557,0.13950557
152,0.1643536,0.1643536,0.109965414,0.13950557,0.13950557,0.13950557,0.13950557
153,0.1643536,0.1643536,0.109965414,0.13950557,0.13950557,0.13950557,0.13950557
154,0.1643536,0.1643536,0.109965414,0.13950557,0.13950557,0.13950557,0.13950557
155,0.1643536,0.1643536,0.109965414,0.13950557,0.13950557,0.13950557,0.13950557
156,0.1643536,0.1643536,0.109965414,0.13950557,0.13950557,0.13950557,0.13950557
157,0.1643536,0.1643536,0.109965414,0.13950557,0.13950557,0.13950557,0.13950557
158,0.1643536,0.1643536,0.109965414,0.13950557,0.13950557,0.13950557,0.13950557
159,0.1643536,0.1643536,0.109965414,0.13950557,0.13950557,0.13950557,0.13950557
160,0.46346116,0.46346116,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
161,0.46346116,0.46346116,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
162,0.46346116,0.46346116,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
163,0.46346116,0.46346116,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
164,0.46346116,0.46346116,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
165,0.46346116,0.46346116,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
166,0.46346116,0.46346116,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
167,0.46346116,0.46346116,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
168,0.2117557,0.2117557,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
169,0.2117557,0.2117557,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
170,0.2117557,0.2117557,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
171,0.2117557,0.2117557,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
172,0.2117557,0.2117557,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
173,0.2117557,0.2117557,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
174,0.2117557,0.2117557,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
175,0.2117557,0.2117557,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
176,0.044375855,0.044375855,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
177,0.044375855,0.044375855,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
178,0.044375855,0.044375855,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
179,0.044375855,0.044375855,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
180,0.044375855,0.044375855,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
181,0.044375855,0.044375855,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
182,0.044375855,0.044375855,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
183,0.044375855,0.044375855,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
184,0.1542425,0.1542425,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
185,0.1542425,0.1542425,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
186,0.1542425,0.1542425,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
187,0.1542425,0.1542425,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
188,0.1542425,0.1542425,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
189,0.1542425,0.1542425,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
190,0.1542425,0.1542425,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
191,0.1542425,0.1542425,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
192,0.1643536,0.1643536,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
193,0.1643536,0.1643536,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
194,0.1643536,0.1643536,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
195,0.1643536,0.1643536,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
196,0.1643536,0.1643536,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
197,0.1643536,0.1643536,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
198,0.1643536,0.1643536,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
199,0.1643536,0.1643536,0.21559612,0.13950557,0.13950557,0.13950557,0.13950557
200,0.46346116,0.46346116,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
201,0.46346116,0.46346116,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
202,0.46346116,0.46346116,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
203,0.46346116,0.46346116,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
204,0.46346116,0.46346116,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
205,0.46346116,0.46346116,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
206,0.46346116,0.46346116,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
207,0.46346116,0.46346116,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
208,0.2117557,0.2117557,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
209,0.2117557,0.2117557,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
210,0.2117557,0.2117557,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
211,0.2117557,0.2117557,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
212,0.2117557,0.2117557,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
213,0.2117557,0.2117557,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
214,0.2117557,0.2117557,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
215,0.2117557,0.2117557,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
216,0.044375855,0.044375855,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
217,0.044375855,0.044375855,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
218,0.044375855,0.044375855,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
219,0.044375855,0.044375855,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
220,0.044375855,0.044375855,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
221,0.044375855,0.044375855,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
222,0.044375855,0.044375855,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
223,0.044375855,0.044375855,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
224,0.1542425,0.1542425,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
225,0.1542425,0.1542425,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
226,0.1542425,0.1542425,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
227,0.1542425,0.1542425,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
228,0.1542425,0.1542425,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
229,0.1542425,0.1542425,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
230,0.1542425,0.1542425,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
231,0.1542425,0.1542425,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
232,0.1643536,0.1643536,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
233,0.1643536,0.1643536,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
234,0.1643536,0.1643536,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
235,0.1643536,0.1643536,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
236,0.1643536,0.1643536,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
237,0.1643536,0.1643536,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
238,0.1643536,0.1643536,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
239,0.1643536,0.1643536,0.15519792,0.13950557,0.13950557,0.13950557,0.13950557
240,0.46346116,0.46346116,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
241,0.46346116,0.46346116,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
242,0.46346116,0.46346116,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
243,0.46346116,0.46346116,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
244,0.46346116,0.46346116,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
245,0.46346116,0.46346116,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
246,0.46346116,0.46346116,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
247,0.46346116,0.46346116,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
248,0.2117557,0.2117557,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
249,0.2117557,0.2117557,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
250,0.2117557,0.2117557,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
251,0.2117557,0.2117557,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
252,0.2117557,0.2117557,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
253,0.2117557,0.2117557,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
254,0.2117557,0.2117557,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
255,0.2117557,0.2117557,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
256,0.044375855,0.044375855,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
257,0.044375855,0.044375855,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
258,0.044375855,0.044375855,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
259,0.044375855,0.044375855,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
260,0.044375855,0.044375855,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
261,0.044375855,0.044375855,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
262,0.044375855,0.044375855,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
263,0.044375855,0.044375855,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
264,0.1542425,0.1542425,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
265,0.1542425,0.1542425,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
266,0.1542425,0.1542425,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
267,0.1542425,0.1542425,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
268,0.1542425,0.1542425,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
269,0.1542425,0.1542425,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
270,0.1542425,0.1542425,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
271,0.1542425,0.1542425,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
272,0.1643536,0.1643536,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
273,0.1643536,0.1643536,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
274,0.1643536,0.1643536,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
275,0.1643536,0.1643536,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
276,0.1643536,0.1643536,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
277,0.1643536,0.1643536,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
278,0.1643536,0.1643536,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
279,0.1643536,0.1643536,0.109965414,0.095936716,0.095936716,0.095936716,0.095936716
280,0.46346116,0.46346116,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
281,0.46346116,0.46346116,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
282,0.46346116,0.46346116,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
283,0.46346116,0.46346116,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
284,0.46346116,0.46346116,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
285,0.46346116,0.46346116,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
286,0.46346116,0.46346116,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
287,0.46346116,0.46346116,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
288,0.2117557,0.2117557,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
289,0.2117557,0.2117557,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
290,0.2117557,0.2117557,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
291,0.2117557,0.2117557,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
292,0.2117557,0.2117557,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
293,0.2117557,0.2117557,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
294,0.2117557,0.2117557,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
295,0.2117557,0.2117557,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
296,0.044375855,0.044375855,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
297,0.044375855,0.044375855,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
298,0.044375855,0.044375855,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
299,0.044375855,0.044375855,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
300,0.044375855,0.044375855,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
301,0.044375855,0.044375855,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
302,0.044375855,0.044375855,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
303,0.044375855,0.044375855,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
304,0.1542425,0.1542425,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
305,0.1542425,0.1542425,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
306,0.1542425,0.1542425,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
307,0.1542425,0.1542425,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
308,0.1542425,0.1542425,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
309,0.1542425,0.1542425,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
310,0.1542425,0.1542425,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
311,0.1542425,0.1542425,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
312,0.1643536,0.1643536,0.21559612,0.095936716,0.095936716,0.095936716,0.095936716
