,adsorption_A1,adsorption_A2,adsorption_B,adsorption_X1,adsorption_X2,adsorption_X3,adsorption_X4
128,0.2009516,0.2009516,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
129,0.2009516,0.2009516,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
130,0.2009516,0.2009516,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
131,0.2009516,0.2009516,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
132,0.2009516,0.2009516,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
133,0.2009516,0.2009516,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
134,0.2009516,0.2009516,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
135,0.2009516,0.2009516,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
136,0.28071553,0.28071553,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
137,0.28071553,0.28071553,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
138,0.28071553,0.28071553,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
139,0.28071553,0.28071553,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
140,0.28071553,0.28071553,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
141,0.28071553,0.28071553,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
142,0.28071553,0.28071553,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
143,0.28071553,0.28071553,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
144,0.121317625,0.121317625,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
145,0.121317625,0.121317625,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
146,0.121317625,0.121317625,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
147,0.121317625,0.121317625,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
148,0.121317625,0.121317625,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
149,0.121317625,0.121317625,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
150,0.121317625,0.121317625,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
151,0.121317625,0.121317625,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
152,0.30875275,0.30875275,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
153,0.30875275,0.30875275,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
154,0.30875275,0.30875275,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
155,0.30875275,0.30875275,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
156,0.30875275,0.30875275,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
157,0.30875275,0.30875275,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
158,0.30875275,0.30875275,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
159,0.30875275,0.30875275,0.12433383,0.24290189,0.24290189,0.24290189,0.24290189
160,0.19800851,0.19800851,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
161,0.19800851,0.19800851,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
162,0.19800851,0.19800851,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
163,0.19800851,0.19800851,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
164,0.19800851,0.19800851,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
165,0.19800851,0.19800851,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
166,0.19800851,0.19800851,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
167,0.19800851,0.19800851,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
168,0.2009516,0.2009516,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
169,0.2009516,0.2009516,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
170,0.2009516,0.2009516,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
171,0.2009516,0.2009516,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
172,0.2009516,0.2009516,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
173,0.2009516,0.2009516,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
174,0.2009516,0.2009516,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
175,0.2009516,0.2009516,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
176,0.28071553,0.28071553,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
177,0.28071553,0.28071553,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
178,0.28071553,0.28071553,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
179,0.28071553,0.28071553,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
180,0.28071553,0.28071553,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
181,0.28071553,0.28071553,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
182,0.28071553,0.28071553,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
183,0.28071553,0.28071553,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
184,0.121317625,0.121317625,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
185,0.121317625,0.121317625,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
186,0.121317625,0.121317625,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
187,0.121317625,0.121317625,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
188,0.121317625,0.121317625,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
189,0.121317625,0.121317625,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
190,0.121317625,0.121317625,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
191,0.121317625,0.121317625,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
192,0.30875275,0.30875275,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
193,0.30875275,0.30875275,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
194,0.30875275,0.30875275,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
195,0.30875275,0.30875275,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
196,0.30875275,0.30875275,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
197,0.30875275,0.30875275,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
198,0.30875275,0.30875275,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
199,0.30875275,0.30875275,0.16268677,0.24290189,0.24290189,0.24290189,0.24290189
200,0.19800851,0.19800851,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
201,0.19800851,0.19800851,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
202,0.19800851,0.19800851,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
203,0.19800851,0.19800851,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
204,0.19800851,0.19800851,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
205,0.19800851,0.19800851,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
206,0.19800851,0.19800851,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
207,0.19800851,0.19800851,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
208,0.2009516,0.2009516,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
209,0.2009516,0.2009516,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
210,0.2009516,0.2009516,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
211,0.2009516,0.2009516,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
212,0.2009516,0.2009516,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
213,0.2009516,0.2009516,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
214,0.2009516,0.2009516,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
215,0.2009516,0.2009516,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
216,0.28071553,0.28071553,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
217,0.28071553,0.28071553,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
218,0.28071553,0.28071553,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
219,0.28071553,0.28071553,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
220,0.28071553,0.28071553,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
221,0.28071553,0.28071553,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
222,0.28071553,0.28071553,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
223,0.28071553,0.28071553,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
224,0.121317625,0.121317625,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
225,0.121317625,0.121317625,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
226,0.121317625,0.121317625,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
227,0.121317625,0.121317625,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
228,0.121317625,0.121317625,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
229,0.121317625,0.121317625,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
230,0.121317625,0.121317625,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
231,0.121317625,0.121317625,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
232,0.30875275,0.30875275,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
233,0.30875275,0.30875275,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
234,0.30875275,0.30875275,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
235,0.30875275,0.30875275,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
236,0.30875275,0.30875275,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
237,0.30875275,0.30875275,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
238,0.30875275,0.30875275,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
239,0.30875275,0.30875275,0.28674075,0.24290189,0.24290189,0.24290189,0.24290189
240,0.19800851,0.19800851,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
241,0.19800851,0.19800851,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
242,0.19800851,0.19800851,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
243,0.19800851,0.19800851,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
244,0.19800851,0.19800851,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
245,0.19800851,0.19800851,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
246,0.19800851,0.19800851,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
247,0.19800851,0.19800851,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
248,0.2009516,0.2009516,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
249,0.2009516,0.2009516,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
250,0.2009516,0.2009516,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
251,0.2009516,0.2009516,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
252,0.2009516,0.2009516,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
253,0.2009516,0.2009516,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
254,0.2009516,0.2009516,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
255,0.2009516,0.2009516,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
256,0.28071553,0.28071553,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
257,0.28071553,0.28071553,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
258,0.28071553,0.28071553,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
259,0.28071553,0.28071553,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
260,0.28071553,0.28071553,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
261,0.28071553,0.28071553,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
262,0.28071553,0.28071553,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
263,0.28071553,0.28071553,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
264,0.121317625,0.121317625,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
265,0.121317625,0.121317625,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
266,0.121317625,0.121317625,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
267,0.121317625,0.121317625,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
268,0.121317625,0.121317625,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
269,0.121317625,0.121317625,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
270,0.121317625,0.121317625,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
271,0.121317625,0.121317625,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
272,0.30875275,0.30875275,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
273,0.30875275,0.30875275,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
274,0.30875275,0.30875275,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
275,0.30875275,0.30875275,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
276,0.30875275,0.30875275,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
277,0.30875275,0.30875275,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
278,0.30875275,0.30875275,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
279,0.30875275,0.30875275,0.12433383,0.12169163,0.12169163,0.12169163,0.12169163
280,0.19800851,0.19800851,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
281,0.19800851,0.19800851,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
282,0.19800851,0.19800851,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
283,0.19800851,0.19800851,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
284,0.19800851,0.19800851,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
285,0.19800851,0.19800851,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
286,0.19800851,0.19800851,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
287,0.19800851,0.19800851,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
288,0.2009516,0.2009516,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
289,0.2009516,0.2009516,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
290,0.2009516,0.2009516,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
291,0.2009516,0.2009516,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
292,0.2009516,0.2009516,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
293,0.2009516,0.2009516,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
294,0.2009516,0.2009516,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
295,0.2009516,0.2009516,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
296,0.28071553,0.28071553,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
297,0.28071553,0.28071553,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
298,0.28071553,0.28071553,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
299,0.28071553,0.28071553,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
300,0.28071553,0.28071553,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
301,0.28071553,0.28071553,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
302,0.28071553,0.28071553,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
303,0.28071553,0.28071553,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
304,0.121317625,0.121317625,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
305,0.121317625,0.121317625,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
306,0.121317625,0.121317625,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
307,0.121317625,0.121317625,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
308,0.121317625,0.121317625,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
309,0.121317625,0.121317625,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
310,0.121317625,0.121317625,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
311,0.121317625,0.121317625,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
312,0.30875275,0.30875275,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
313,0.30875275,0.30875275,0.16268677,0.12169163,0.12169163,0.12169163,0.12169163
