,stable_A1,stable_A2,stable_B,stable_X1,stable_X2,stable_X3,stable_X4
114,0.15981114,0.15981114,0.18652663,0.2931677,0.2931677,0.2931677,0.2931677
115,0.15981114,0.15981114,0.18652663,0.2931677,0.2931677,0.2931677,0.2931677
116,0.15981114,0.15981114,0.18652663,0.2931677,0.2931677,0.2931677,0.2931677
117,0.15981114,0.15981114,0.18652663,0.2931677,0.2931677,0.2931677,0.2931677
118,0.15981114,0.15981114,0.18652663,0.2931677,0.2931677,0.2931677,0.2931677
119,0.15981114,0.15981114,0.18652663,0.2931677,0.2931677,0.2931677,0.2931677
120,0.2238308,0.2238308,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
121,0.2238308,0.2238308,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
122,0.2238308,0.2238308,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
123,0.2238308,0.2238308,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
124,0.2238308,0.2238308,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
125,0.2238308,0.2238308,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
126,0.2238308,0.2238308,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
127,0.2238308,0.2238308,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
128,0.14539254,0.14539254,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
129,0.14539254,0.14539254,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
130,0.14539254,0.14539254,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
131,0.14539254,0.14539254,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
132,0.14539254,0.14539254,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
133,0.14539254,0.14539254,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
134,0.14539254,0.14539254,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
135,0.14539254,0.14539254,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
136,0.29319534,0.29319534,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
137,0.29319534,0.29319534,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
138,0.29319534,0.29319534,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
139,0.29319534,0.29319534,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
140,0.29319534,0.29319534,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
141,0.29319534,0.29319534,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
142,0.29319534,0.29319534,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
143,0.29319534,0.29319534,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
144,0.13239332,0.13239332,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
145,0.13239332,0.13239332,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
146,0.13239332,0.13239332,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
147,0.13239332,0.13239332,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
148,0.13239332,0.13239332,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
149,0.13239332,0.13239332,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
150,0.13239332,0.13239332,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
151,0.13239332,0.13239332,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
152,0.15981114,0.15981114,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
153,0.15981114,0.15981114,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
154,0.15981114,0.15981114,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
155,0.15981114,0.15981114,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
156,0.15981114,0.15981114,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
157,0.15981114,0.15981114,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
158,0.15981114,0.15981114,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
159,0.15981114,0.15981114,0.17144378,0.18601069,0.18601069,0.18601069,0.18601069
160,0.2238308,0.2238308,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
161,0.2238308,0.2238308,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
162,0.2238308,0.2238308,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
163,0.2238308,0.2238308,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
164,0.2238308,0.2238308,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
165,0.2238308,0.2238308,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
166,0.2238308,0.2238308,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
167,0.2238308,0.2238308,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
168,0.14539254,0.14539254,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
169,0.14539254,0.14539254,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
170,0.14539254,0.14539254,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
171,0.14539254,0.14539254,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
172,0.14539254,0.14539254,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
173,0.14539254,0.14539254,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
174,0.14539254,0.14539254,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
175,0.14539254,0.14539254,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
176,0.29319534,0.29319534,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
177,0.29319534,0.29319534,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
178,0.29319534,0.29319534,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
179,0.29319534,0.29319534,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
180,0.29319534,0.29319534,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
181,0.29319534,0.29319534,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
182,0.29319534,0.29319534,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
183,0.29319534,0.29319534,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
184,0.13239332,0.13239332,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
185,0.13239332,0.13239332,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
186,0.13239332,0.13239332,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
187,0.13239332,0.13239332,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
188,0.13239332,0.13239332,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
189,0.13239332,0.13239332,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
190,0.13239332,0.13239332,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
191,0.13239332,0.13239332,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
192,0.15981114,0.15981114,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
193,0.15981114,0.15981114,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
194,0.15981114,0.15981114,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
195,0.15981114,0.15981114,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
196,0.15981114,0.15981114,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
197,0.15981114,0.15981114,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
198,0.15981114,0.15981114,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
199,0.15981114,0.15981114,0.24590002,0.18601069,0.18601069,0.18601069,0.18601069
200,0.2238308,0.2238308,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
201,0.2238308,0.2238308,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
202,0.2238308,0.2238308,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
203,0.2238308,0.2238308,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
204,0.2238308,0.2238308,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
205,0.2238308,0.2238308,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
206,0.2238308,0.2238308,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
207,0.2238308,0.2238308,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
208,0.14539254,0.14539254,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
209,0.14539254,0.14539254,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
210,0.14539254,0.14539254,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
211,0.14539254,0.14539254,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
212,0.14539254,0.14539254,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
213,0.14539254,0.14539254,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
214,0.14539254,0.14539254,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
215,0.14539254,0.14539254,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
216,0.29319534,0.29319534,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
217,0.29319534,0.29319534,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
218,0.29319534,0.29319534,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
219,0.29319534,0.29319534,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
220,0.29319534,0.29319534,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
221,0.29319534,0.29319534,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
222,0.29319534,0.29319534,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
223,0.29319534,0.29319534,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
224,0.13239332,0.13239332,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
225,0.13239332,0.13239332,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
226,0.13239332,0.13239332,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
227,0.13239332,0.13239332,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
228,0.13239332,0.13239332,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
229,0.13239332,0.13239332,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
230,0.13239332,0.13239332,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
231,0.13239332,0.13239332,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
232,0.15981114,0.15981114,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
233,0.15981114,0.15981114,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
234,0.15981114,0.15981114,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
235,0.15981114,0.15981114,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
236,0.15981114,0.15981114,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
237,0.15981114,0.15981114,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
238,0.15981114,0.15981114,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
239,0.15981114,0.15981114,0.18652663,0.18601069,0.18601069,0.18601069,0.18601069
240,0.2238308,0.2238308,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
241,0.2238308,0.2238308,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
242,0.2238308,0.2238308,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
243,0.2238308,0.2238308,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
244,0.2238308,0.2238308,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
245,0.2238308,0.2238308,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
246,0.2238308,0.2238308,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
247,0.2238308,0.2238308,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
248,0.14539254,0.14539254,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
249,0.14539254,0.14539254,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
250,0.14539254,0.14539254,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
251,0.14539254,0.14539254,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
252,0.14539254,0.14539254,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
253,0.14539254,0.14539254,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
254,0.14539254,0.14539254,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
255,0.14539254,0.14539254,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
256,0.29319534,0.29319534,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
257,0.29319534,0.29319534,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
258,0.29319534,0.29319534,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
259,0.29319534,0.29319534,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
260,0.29319534,0.29319534,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
261,0.29319534,0.29319534,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
262,0.29319534,0.29319534,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
263,0.29319534,0.29319534,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
264,0.13239332,0.13239332,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
265,0.13239332,0.13239332,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
266,0.13239332,0.13239332,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
267,0.13239332,0.13239332,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
268,0.13239332,0.13239332,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
269,0.13239332,0.13239332,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
270,0.13239332,0.13239332,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
271,0.13239332,0.13239332,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
272,0.15981114,0.15981114,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
273,0.15981114,0.15981114,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
274,0.15981114,0.15981114,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
275,0.15981114,0.15981114,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
276,0.15981114,0.15981114,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
277,0.15981114,0.15981114,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
278,0.15981114,0.15981114,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
279,0.15981114,0.15981114,0.17144378,0.14117394,0.14117394,0.14117394,0.14117394
280,0.2238308,0.2238308,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
281,0.2238308,0.2238308,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
282,0.2238308,0.2238308,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
283,0.2238308,0.2238308,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
284,0.2238308,0.2238308,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
285,0.2238308,0.2238308,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
286,0.2238308,0.2238308,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
287,0.2238308,0.2238308,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
288,0.14539254,0.14539254,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
289,0.14539254,0.14539254,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
290,0.14539254,0.14539254,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
291,0.14539254,0.14539254,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
292,0.14539254,0.14539254,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
293,0.14539254,0.14539254,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
294,0.14539254,0.14539254,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
295,0.14539254,0.14539254,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
296,0.29319534,0.29319534,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
297,0.29319534,0.29319534,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
298,0.29319534,0.29319534,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
299,0.29319534,0.29319534,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
300,0.29319534,0.29319534,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
301,0.29319534,0.29319534,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
302,0.29319534,0.29319534,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
303,0.29319534,0.29319534,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
304,0.13239332,0.13239332,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
305,0.13239332,0.13239332,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
306,0.13239332,0.13239332,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
307,0.13239332,0.13239332,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
308,0.13239332,0.13239332,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
309,0.13239332,0.13239332,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
310,0.13239332,0.13239332,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
311,0.13239332,0.13239332,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
312,0.15981114,0.15981114,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
313,0.15981114,0.15981114,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
314,0.15981114,0.15981114,0.24590002,0.14117394,0.14117394,0.14117394,0.14117394
