,diffusion_A1,diffusion_A2,diffusion_B,diffusion_X1,diffusion_X2,diffusion_X3,diffusion_X4
150,0.05642998,0.05642998,0.11944788,0.06952062,0.06952062,0.06952062,0.06952062
151,0.05642998,0.05642998,0.11944788,0.06952062,0.06952062,0.06952062,0.06952062
152,0.09401211,0.09401211,0.11944788,0.06952062,0.06952062,0.06952062,0.06952062
153,0.09401211,0.09401211,0.11944788,0.06952062,0.06952062,0.06952062,0.06952062
154,0.09401211,0.09401211,0.11944788,0.06952062,0.06952062,0.06952062,0.06952062
155,0.09401211,0.09401211,0.11944788,0.06952062,0.06952062,0.06952062,0.06952062
156,0.09401211,0.09401211,0.11944788,0.06952062,0.06952062,0.06952062,0.06952062
157,0.09401211,0.09401211,0.11944788,0.06952062,0.06952062,0.06952062,0.06952062
158,0.09401211,0.09401211,0.11944788,0.06952062,0.06952062,0.06952062,0.06952062
159,0.09401211,0.09401211,0.11944788,0.06952062,0.06952062,0.06952062,0.06952062
160,0.18140548,0.18140548,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
161,0.18140548,0.18140548,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
162,0.18140548,0.18140548,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
163,0.18140548,0.18140548,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
164,0.18140548,0.18140548,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
165,0.18140548,0.18140548,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
166,0.18140548,0.18140548,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
167,0.18140548,0.18140548,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
168,0.11237182,0.11237182,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
169,0.11237182,0.11237182,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
170,0.11237182,0.11237182,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
171,0.11237182,0.11237182,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
172,0.11237182,0.11237182,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
173,0.11237182,0.11237182,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
174,0.11237182,0.11237182,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
175,0.11237182,0.11237182,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
176,0.24055302,0.24055302,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
177,0.24055302,0.24055302,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
178,0.24055302,0.24055302,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
179,0.24055302,0.24055302,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
180,0.24055302,0.24055302,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
181,0.24055302,0.24055302,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
182,0.24055302,0.24055302,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
183,0.24055302,0.24055302,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
184,0.05642998,0.05642998,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
185,0.05642998,0.05642998,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
186,0.05642998,0.05642998,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
187,0.05642998,0.05642998,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
188,0.05642998,0.05642998,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
189,0.05642998,0.05642998,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
190,0.05642998,0.05642998,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
191,0.05642998,0.05642998,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
192,0.09401211,0.09401211,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
193,0.09401211,0.09401211,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
194,0.09401211,0.09401211,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
195,0.09401211,0.09401211,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
196,0.09401211,0.09401211,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
197,0.09401211,0.09401211,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
198,0.09401211,0.09401211,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
199,0.09401211,0.09401211,0.19706637,0.06952062,0.06952062,0.06952062,0.06952062
200,0.18140548,0.18140548,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
201,0.18140548,0.18140548,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
202,0.18140548,0.18140548,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
203,0.18140548,0.18140548,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
204,0.18140548,0.18140548,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
205,0.18140548,0.18140548,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
206,0.18140548,0.18140548,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
207,0.18140548,0.18140548,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
208,0.11237182,0.11237182,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
209,0.11237182,0.11237182,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
210,0.11237182,0.11237182,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
211,0.11237182,0.11237182,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
212,0.11237182,0.11237182,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
213,0.11237182,0.11237182,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
214,0.11237182,0.11237182,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
215,0.11237182,0.11237182,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
216,0.24055302,0.24055302,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
217,0.24055302,0.24055302,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
218,0.24055302,0.24055302,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
219,0.24055302,0.24055302,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
220,0.24055302,0.24055302,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
221,0.24055302,0.24055302,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
222,0.24055302,0.24055302,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
223,0.24055302,0.24055302,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
224,0.05642998,0.05642998,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
225,0.05642998,0.05642998,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
226,0.05642998,0.05642998,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
227,0.05642998,0.05642998,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
228,0.05642998,0.05642998,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
229,0.05642998,0.05642998,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
230,0.05642998,0.05642998,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
231,0.05642998,0.05642998,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
232,0.09401211,0.09401211,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
233,0.09401211,0.09401211,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
234,0.09401211,0.09401211,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
235,0.09401211,0.09401211,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
236,0.09401211,0.09401211,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
237,0.09401211,0.09401211,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
238,0.09401211,0.09401211,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
239,0.09401211,0.09401211,0.09387434,0.06952062,0.06952062,0.06952062,0.06952062
240,0.18140548,0.18140548,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
241,0.18140548,0.18140548,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
242,0.18140548,0.18140548,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
243,0.18140548,0.18140548,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
244,0.18140548,0.18140548,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
245,0.18140548,0.18140548,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
246,0.18140548,0.18140548,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
247,0.18140548,0.18140548,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
248,0.11237182,0.11237182,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
249,0.11237182,0.11237182,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
250,0.11237182,0.11237182,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
251,0.11237182,0.11237182,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
252,0.11237182,0.11237182,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
253,0.11237182,0.11237182,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
254,0.11237182,0.11237182,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
255,0.11237182,0.11237182,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
256,0.24055302,0.24055302,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
257,0.24055302,0.24055302,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
258,0.24055302,0.24055302,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
259,0.24055302,0.24055302,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
260,0.24055302,0.24055302,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
261,0.24055302,0.24055302,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
262,0.24055302,0.24055302,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
263,0.24055302,0.24055302,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
264,0.05642998,0.05642998,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
265,0.05642998,0.05642998,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
266,0.05642998,0.05642998,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
267,0.05642998,0.05642998,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
268,0.05642998,0.05642998,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
269,0.05642998,0.05642998,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
270,0.05642998,0.05642998,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
271,0.05642998,0.05642998,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
272,0.09401211,0.09401211,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
273,0.09401211,0.09401211,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
274,0.09401211,0.09401211,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
275,0.09401211,0.09401211,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
276,0.09401211,0.09401211,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
277,0.09401211,0.09401211,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
278,0.09401211,0.09401211,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
279,0.09401211,0.09401211,0.11944788,0.05493781,0.05493781,0.05493781,0.05493781
280,0.18140548,0.18140548,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
281,0.18140548,0.18140548,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
282,0.18140548,0.18140548,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
283,0.18140548,0.18140548,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
284,0.18140548,0.18140548,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
285,0.18140548,0.18140548,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
286,0.18140548,0.18140548,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
287,0.18140548,0.18140548,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
288,0.11237182,0.11237182,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
289,0.11237182,0.11237182,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
290,0.11237182,0.11237182,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
291,0.11237182,0.11237182,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
292,0.11237182,0.11237182,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
293,0.11237182,0.11237182,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
294,0.11237182,0.11237182,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
295,0.11237182,0.11237182,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
296,0.24055302,0.24055302,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
297,0.24055302,0.24055302,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
298,0.24055302,0.24055302,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
299,0.24055302,0.24055302,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
300,0.24055302,0.24055302,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
301,0.24055302,0.24055302,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
302,0.24055302,0.24055302,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
303,0.24055302,0.24055302,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
304,0.05642998,0.05642998,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
305,0.05642998,0.05642998,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
306,0.05642998,0.05642998,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
307,0.05642998,0.05642998,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
308,0.05642998,0.05642998,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
309,0.05642998,0.05642998,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
310,0.05642998,0.05642998,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
311,0.05642998,0.05642998,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
312,0.09401211,0.09401211,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
313,0.09401211,0.09401211,0.19706637,0.05493781,0.05493781,0.05493781,0.05493781
