,unstable_A1,unstable_A2,unstable_B,unstable_X1,unstable_X2,unstable_X3,unstable_X4
88,0.08785469,0.08785469,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
89,0.08785469,0.08785469,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
90,0.08785469,0.08785469,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
91,0.08785469,0.08785469,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
92,0.08785469,0.08785469,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
93,0.08785469,0.08785469,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
94,0.08785469,0.08785469,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
95,0.08785469,0.08785469,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
96,0.18495333,0.18495333,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
97,0.18495333,0.18495333,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
98,0.18495333,0.18495333,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
99,0.18495333,0.18495333,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
100,0.18495333,0.18495333,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
101,0.18495333,0.18495333,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
102,0.18495333,0.18495333,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
103,0.18495333,0.18495333,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
104,0.13697362,0.13697362,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
105,0.13697362,0.13697362,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
106,0.13697362,0.13697362,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
107,0.13697362,0.13697362,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
108,0.13697362,0.13697362,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
109,0.13697362,0.13697362,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
110,0.13697362,0.13697362,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
111,0.13697362,0.13697362,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
112,0.12144525,0.12144525,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
113,0.12144525,0.12144525,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
114,0.12144525,0.12144525,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
115,0.12144525,0.12144525,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
116,0.12144525,0.12144525,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
117,0.12144525,0.12144525,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
118,0.12144525,0.12144525,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
119,0.12144525,0.12144525,0.13347177,0.1536212,0.1536212,0.1536212,0.1536212
120,0.13039161,0.13039161,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
121,0.13039161,0.13039161,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
122,0.13039161,0.13039161,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
123,0.13039161,0.13039161,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
124,0.13039161,0.13039161,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
125,0.13039161,0.13039161,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
126,0.13039161,0.13039161,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
127,0.13039161,0.13039161,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
128,0.08785469,0.08785469,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
129,0.08785469,0.08785469,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
130,0.08785469,0.08785469,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
131,0.08785469,0.08785469,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
132,0.08785469,0.08785469,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
133,0.08785469,0.08785469,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
134,0.08785469,0.08785469,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
135,0.08785469,0.08785469,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
136,0.18495333,0.18495333,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
137,0.18495333,0.18495333,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
138,0.18495333,0.18495333,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
139,0.18495333,0.18495333,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
140,0.18495333,0.18495333,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
141,0.18495333,0.18495333,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
142,0.18495333,0.18495333,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
143,0.18495333,0.18495333,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
144,0.13697362,0.13697362,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
145,0.13697362,0.13697362,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
146,0.13697362,0.13697362,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
147,0.13697362,0.13697362,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
148,0.13697362,0.13697362,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
149,0.13697362,0.13697362,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
150,0.13697362,0.13697362,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
151,0.13697362,0.13697362,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
152,0.12144525,0.12144525,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
153,0.12144525,0.12144525,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
154,0.12144525,0.12144525,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
155,0.12144525,0.12144525,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
156,0.12144525,0.12144525,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
157,0.12144525,0.12144525,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
158,0.12144525,0.12144525,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
159,0.12144525,0.12144525,0.17297927,0.13918129,0.13918129,0.13918129,0.13918129
160,0.13039161,0.13039161,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
161,0.13039161,0.13039161,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
162,0.13039161,0.13039161,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
163,0.13039161,0.13039161,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
164,0.13039161,0.13039161,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
165,0.13039161,0.13039161,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
166,0.13039161,0.13039161,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
167,0.13039161,0.13039161,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
168,0.08785469,0.08785469,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
169,0.08785469,0.08785469,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
170,0.08785469,0.08785469,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
171,0.08785469,0.08785469,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
172,0.08785469,0.08785469,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
173,0.08785469,0.08785469,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
174,0.08785469,0.08785469,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
175,0.08785469,0.08785469,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
176,0.18495333,0.18495333,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
177,0.18495333,0.18495333,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
178,0.18495333,0.18495333,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
179,0.18495333,0.18495333,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
180,0.18495333,0.18495333,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
181,0.18495333,0.18495333,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
182,0.18495333,0.18495333,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
183,0.18495333,0.18495333,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
184,0.13697362,0.13697362,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
185,0.13697362,0.13697362,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
186,0.13697362,0.13697362,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
187,0.13697362,0.13697362,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
188,0.13697362,0.13697362,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
189,0.13697362,0.13697362,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
190,0.13697362,0.13697362,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
191,0.13697362,0.13697362,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
192,0.12144525,0.12144525,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
193,0.12144525,0.12144525,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
194,0.12144525,0.12144525,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
195,0.12144525,0.12144525,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
196,0.12144525,0.12144525,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
197,0.12144525,0.12144525,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
198,0.12144525,0.12144525,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
199,0.12144525,0.12144525,0.19764668,0.13918129,0.13918129,0.13918129,0.13918129
200,0.13039161,0.13039161,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
201,0.13039161,0.13039161,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
202,0.13039161,0.13039161,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
203,0.13039161,0.13039161,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
204,0.13039161,0.13039161,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
205,0.13039161,0.13039161,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
206,0.13039161,0.13039161,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
207,0.13039161,0.13039161,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
208,0.08785469,0.08785469,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
209,0.08785469,0.08785469,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
210,0.08785469,0.08785469,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
211,0.08785469,0.08785469,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
212,0.08785469,0.08785469,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
213,0.08785469,0.08785469,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
214,0.08785469,0.08785469,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
215,0.08785469,0.08785469,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
216,0.18495333,0.18495333,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
217,0.18495333,0.18495333,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
218,0.18495333,0.18495333,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
219,0.18495333,0.18495333,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
220,0.18495333,0.18495333,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
221,0.18495333,0.18495333,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
222,0.18495333,0.18495333,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
223,0.18495333,0.18495333,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
224,0.13697362,0.13697362,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
225,0.13697362,0.13697362,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
226,0.13697362,0.13697362,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
227,0.13697362,0.13697362,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
228,0.13697362,0.13697362,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
229,0.13697362,0.13697362,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
230,0.13697362,0.13697362,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
231,0.13697362,0.13697362,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
232,0.12144525,0.12144525,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
233,0.12144525,0.12144525,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
234,0.12144525,0.12144525,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
235,0.12144525,0.12144525,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
236,0.12144525,0.12144525,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
237,0.12144525,0.12144525,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
238,0.12144525,0.12144525,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
239,0.12144525,0.12144525,0.13347177,0.13918129,0.13918129,0.13918129,0.13918129
240,0.13039161,0.13039161,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
241,0.13039161,0.13039161,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
242,0.13039161,0.13039161,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
243,0.13039161,0.13039161,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
244,0.13039161,0.13039161,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
245,0.13039161,0.13039161,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
246,0.13039161,0.13039161,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
247,0.13039161,0.13039161,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
248,0.08785469,0.08785469,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
249,0.08785469,0.08785469,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
250,0.08785469,0.08785469,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
251,0.08785469,0.08785469,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
252,0.08785469,0.08785469,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
253,0.08785469,0.08785469,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
254,0.08785469,0.08785469,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
255,0.08785469,0.08785469,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
256,0.18495333,0.18495333,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
257,0.18495333,0.18495333,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
258,0.18495333,0.18495333,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
259,0.18495333,0.18495333,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
260,0.18495333,0.18495333,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
261,0.18495333,0.18495333,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
262,0.18495333,0.18495333,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
263,0.18495333,0.18495333,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
264,0.13697362,0.13697362,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
265,0.13697362,0.13697362,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
266,0.13697362,0.13697362,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
267,0.13697362,0.13697362,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
268,0.13697362,0.13697362,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
269,0.13697362,0.13697362,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
270,0.13697362,0.13697362,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
271,0.13697362,0.13697362,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
272,0.12144525,0.12144525,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
273,0.12144525,0.12144525,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
274,0.12144525,0.12144525,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
275,0.12144525,0.12144525,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
276,0.12144525,0.12144525,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
277,0.12144525,0.12144525,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
278,0.12144525,0.12144525,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
279,0.12144525,0.12144525,0.17297927,0.16252232,0.16252232,0.16252232,0.16252232
280,0.13039161,0.13039161,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
281,0.13039161,0.13039161,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
282,0.13039161,0.13039161,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
283,0.13039161,0.13039161,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
284,0.13039161,0.13039161,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
285,0.13039161,0.13039161,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
286,0.13039161,0.13039161,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
287,0.13039161,0.13039161,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
288,0.08785469,0.08785469,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
289,0.08785469,0.08785469,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
290,0.08785469,0.08785469,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
291,0.08785469,0.08785469,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
292,0.08785469,0.08785469,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
293,0.08785469,0.08785469,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
294,0.08785469,0.08785469,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
295,0.08785469,0.08785469,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
296,0.18495333,0.18495333,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
297,0.18495333,0.18495333,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
298,0.18495333,0.18495333,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
299,0.18495333,0.18495333,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
300,0.18495333,0.18495333,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
301,0.18495333,0.18495333,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
302,0.18495333,0.18495333,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
303,0.18495333,0.18495333,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
304,0.13697362,0.13697362,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
305,0.13697362,0.13697362,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
306,0.13697362,0.13697362,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
307,0.13697362,0.13697362,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
308,0.13697362,0.13697362,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
309,0.13697362,0.13697362,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
310,0.13697362,0.13697362,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
311,0.13697362,0.13697362,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
312,0.12144525,0.12144525,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
313,0.12144525,0.12144525,0.19764668,0.16252232,0.16252232,0.16252232,0.16252232
