,solar_A1,solar_A2,solar_B,solar_X1,solar_X2,solar_X3,solar_X4
193,0.02213583,0.02213583,0.15265304,0.08852139,0.08852139,0.08852139,0.08852139
194,0.02213583,0.02213583,0.15265304,0.08852139,0.08852139,0.08852139,0.08852139
195,0.02213583,0.02213583,0.15265304,0.08852139,0.08852139,0.08852139,0.08852139
196,0.02213583,0.02213583,0.15265304,0.08852139,0.08852139,0.08852139,0.08852139
197,0.02213583,0.02213583,0.15265304,0.08852139,0.08852139,0.08852139,0.08852139
198,0.02213583,0.02213583,0.15265304,0.08852139,0.08852139,0.08852139,0.08852139
199,0.02213583,0.02213583,0.15265304,0.08852139,0.08852139,0.08852139,0.08852139
200,0.21909729,0.21909729,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
201,0.21909729,0.21909729,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
202,0.21909729,0.21909729,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
203,0.21909729,0.21909729,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
204,0.21909729,0.21909729,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
205,0.21909729,0.21909729,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
206,0.21909729,0.21909729,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
207,0.21909729,0.21909729,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
208,0.10219698,0.10219698,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
209,0.10219698,0.10219698,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
210,0.10219698,0.10219698,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
211,0.10219698,0.10219698,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
212,0.10219698,0.10219698,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
213,0.10219698,0.10219698,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
214,0.10219698,0.10219698,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
215,0.10219698,0.10219698,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
216,0.11160606,0.11160606,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
217,0.11160606,0.11160606,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
218,0.11160606,0.11160606,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
219,0.11160606,0.11160606,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
220,0.11160606,0.11160606,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
221,0.11160606,0.11160606,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
222,0.11160606,0.11160606,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
223,0.11160606,0.11160606,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
224,0.03816386,0.03816386,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
225,0.03816386,0.03816386,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
226,0.03816386,0.03816386,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
227,0.03816386,0.03816386,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
228,0.03816386,0.03816386,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
229,0.03816386,0.03816386,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
230,0.03816386,0.03816386,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
231,0.03816386,0.03816386,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
232,0.02213583,0.02213583,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
233,0.02213583,0.02213583,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
234,0.02213583,0.02213583,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
235,0.02213583,0.02213583,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
236,0.02213583,0.02213583,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
237,0.02213583,0.02213583,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
238,0.02213583,0.02213583,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
239,0.02213583,0.02213583,0.05997342,0.08852139,0.08852139,0.08852139,0.08852139
240,0.21909729,0.21909729,0.21437244,0.090451,0.090451,0.090451,0.090451
241,0.21909729,0.21909729,0.21437244,0.090451,0.090451,0.090451,0.090451
242,0.21909729,0.21909729,0.21437244,0.090451,0.090451,0.090451,0.090451
243,0.21909729,0.21909729,0.21437244,0.090451,0.090451,0.090451,0.090451
244,0.21909729,0.21909729,0.21437244,0.090451,0.090451,0.090451,0.090451
245,0.21909729,0.21909729,0.21437244,0.090451,0.090451,0.090451,0.090451
246,0.21909729,0.21909729,0.21437244,0.090451,0.090451,0.090451,0.090451
247,0.21909729,0.21909729,0.21437244,0.090451,0.090451,0.090451,0.090451
248,0.10219698,0.10219698,0.21437244,0.090451,0.090451,0.090451,0.090451
249,0.10219698,0.10219698,0.21437244,0.090451,0.090451,0.090451,0.090451
250,0.10219698,0.10219698,0.21437244,0.090451,0.090451,0.090451,0.090451
251,0.10219698,0.10219698,0.21437244,0.090451,0.090451,0.090451,0.090451
252,0.10219698,0.10219698,0.21437244,0.090451,0.090451,0.090451,0.090451
253,0.10219698,0.10219698,0.21437244,0.090451,0.090451,0.090451,0.090451
254,0.10219698,0.10219698,0.21437244,0.090451,0.090451,0.090451,0.090451
255,0.10219698,0.10219698,0.21437244,0.090451,0.090451,0.090451,0.090451
256,0.11160606,0.11160606,0.21437244,0.090451,0.090451,0.090451,0.090451
257,0.11160606,0.11160606,0.21437244,0.090451,0.090451,0.090451,0.090451
258,0.11160606,0.11160606,0.21437244,0.090451,0.090451,0.090451,0.090451
259,0.11160606,0.11160606,0.21437244,0.090451,0.090451,0.090451,0.090451
260,0.11160606,0.11160606,0.21437244,0.090451,0.090451,0.090451,0.090451
261,0.11160606,0.11160606,0.21437244,0.090451,0.090451,0.090451,0.090451
262,0.11160606,0.11160606,0.21437244,0.090451,0.090451,0.090451,0.090451
263,0.11160606,0.11160606,0.21437244,0.090451,0.090451,0.090451,0.090451
264,0.03816386,0.03816386,0.21437244,0.090451,0.090451,0.090451,0.090451
265,0.03816386,0.03816386,0.21437244,0.090451,0.090451,0.090451,0.090451
266,0.03816386,0.03816386,0.21437244,0.090451,0.090451,0.090451,0.090451
267,0.03816386,0.03816386,0.21437244,0.090451,0.090451,0.090451,0.090451
268,0.03816386,0.03816386,0.21437244,0.090451,0.090451,0.090451,0.090451
269,0.03816386,0.03816386,0.21437244,0.090451,0.090451,0.090451,0.090451
270,0.03816386,0.03816386,0.21437244,0.090451,0.090451,0.090451,0.090451
271,0.03816386,0.03816386,0.21437244,0.090451,0.090451,0.090451,0.090451
272,0.02213583,0.02213583,0.21437244,0.090451,0.090451,0.090451,0.090451
273,0.02213583,0.02213583,0.21437244,0.090451,0.090451,0.090451,0.090451
274,0.02213583,0.02213583,0.21437244,0.090451,0.090451,0.090451,0.090451
275,0.02213583,0.02213583,0.21437244,0.090451,0.090451,0.090451,0.090451
276,0.02213583,0.02213583,0.21437244,0.090451,0.090451,0.090451,0.090451
277,0.02213583,0.02213583,0.21437244,0.090451,0.090451,0.090451,0.090451
278,0.02213583,0.02213583,0.21437244,0.090451,0.090451,0.090451,0.090451
279,0.02213583,0.02213583,0.21437244,0.090451,0.090451,0.090451,0.090451
280,0.21909729,0.21909729,0.15265304,0.090451,0.090451,0.090451,0.090451
281,0.21909729,0.21909729,0.15265304,0.090451,0.090451,0.090451,0.090451
282,0.21909729,0.21909729,0.15265304,0.090451,0.090451,0.090451,0.090451
283,0.21909729,0.21909729,0.15265304,0.090451,0.090451,0.090451,0.090451
284,0.21909729,0.21909729,0.15265304,0.090451,0.090451,0.090451,0.090451
285,0.21909729,0.21909729,0.15265304,0.090451,0.090451,0.090451,0.090451
286,0.21909729,0.21909729,0.15265304,0.090451,0.090451,0.090451,0.090451
287,0.21909729,0.21909729,0.15265304,0.090451,0.090451,0.090451,0.090451
288,0.10219698,0.10219698,0.15265304,0.090451,0.090451,0.090451,0.090451
289,0.10219698,0.10219698,0.15265304,0.090451,0.090451,0.090451,0.090451
290,0.10219698,0.10219698,0.15265304,0.090451,0.090451,0.090451,0.090451
291,0.10219698,0.10219698,0.15265304,0.090451,0.090451,0.090451,0.090451
292,0.10219698,0.10219698,0.15265304,0.090451,0.090451,0.090451,0.090451
293,0.10219698,0.10219698,0.15265304,0.090451,0.090451,0.090451,0.090451
294,0.10219698,0.10219698,0.15265304,0.090451,0.090451,0.090451,0.090451
295,0.10219698,0.10219698,0.15265304,0.090451,0.090451,0.090451,0.090451
296,0.11160606,0.11160606,0.15265304,0.090451,0.090451,0.090451,0.090451
297,0.11160606,0.11160606,0.15265304,0.090451,0.090451,0.090451,0.090451
298,0.11160606,0.11160606,0.15265304,0.090451,0.090451,0.090451,0.090451
299,0.11160606,0.11160606,0.15265304,0.090451,0.090451,0.090451,0.090451
300,0.11160606,0.11160606,0.15265304,0.090451,0.090451,0.090451,0.090451
301,0.11160606,0.11160606,0.15265304,0.090451,0.090451,0.090451,0.090451
302,0.11160606,0.11160606,0.15265304,0.090451,0.090451,0.090451,0.090451
303,0.11160606,0.11160606,0.15265304,0.090451,0.090451,0.090451,0.090451
304,0.03816386,0.03816386,0.15265304,0.090451,0.090451,0.090451,0.090451
305,0.03816386,0.03816386,0.15265304,0.090451,0.090451,0.090451,0.090451
306,0.03816386,0.03816386,0.15265304,0.090451,0.090451,0.090451,0.090451
307,0.03816386,0.03816386,0.15265304,0.090451,0.090451,0.090451,0.090451
308,0.03816386,0.03816386,0.15265304,0.090451,0.090451,0.090451,0.090451
309,0.03816386,0.03816386,0.15265304,0.090451,0.090451,0.090451,0.090451
310,0.03816386,0.03816386,0.15265304,0.090451,0.090451,0.090451,0.090451
311,0.03816386,0.03816386,0.15265304,0.090451,0.090451,0.090451,0.090451
312,0.02213583,0.02213583,0.15265304,0.090451,0.090451,0.090451,0.090451
313,0.02213583,0.02213583,0.15265304,0.090451,0.090451,0.090451,0.090451
314,0.02213583,0.02213583,0.15265304,0.090451,0.090451,0.090451,0.090451
315,0.02213583,0.02213583,0.15265304,0.090451,0.090451,0.090451,0.090451
316,0.02213583,0.02213583,0.15265304,0.090451,0.090451,0.090451,0.090451
317,0.02213583,0.02213583,0.15265304,0.090451,0.090451,0.090451,0.090451
318,0.02213583,0.02213583,0.15265304,0.090451,0.090451,0.090451,0.090451
319,0.02213583,0.02213583,0.15265304,0.090451,0.090451,0.090451,0.090451
320,0.21909729,0.21909729,0.05997342,0.090451,0.090451,0.090451,0.090451
