,intercalation_A1,intercalation_A2,intercalation_B,intercalation_X1,intercalation_X2,intercalation_X3,intercalation_X4
125,0.35971236,0.35971236,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
126,0.35971236,0.35971236,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
127,0.35971236,0.35971236,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
128,0.23392576,0.23392576,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
129,0.23392576,0.23392576,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
130,0.23392576,0.23392576,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
131,0.23392576,0.23392576,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
132,0.23392576,0.23392576,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
133,0.23392576,0.23392576,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
134,0.23392576,0.23392576,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
135,0.23392576,0.23392576,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
136,0.1273827,0.1273827,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
137,0.1273827,0.1273827,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
138,0.1273827,0.1273827,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
139,0.1273827,0.1273827,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
140,0.1273827,0.1273827,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
141,0.1273827,0.1273827,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
142,0.1273827,0.1273827,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
143,0.1273827,0.1273827,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
144,0.1626041,0.1626041,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
145,0.1626041,0.1626041,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
146,0.1626041,0.1626041,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
147,0.1626041,0.1626041,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
148,0.1626041,0.1626041,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
149,0.1626041,0.1626041,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
150,0.1626041,0.1626041,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
151,0.1626041,0.1626041,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
152,0.27493858,0.27493858,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
153,0.27493858,0.27493858,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
154,0.27493858,0.27493858,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
155,0.27493858,0.27493858,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
156,0.27493858,0.27493858,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
157,0.27493858,0.27493858,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
158,0.27493858,0.27493858,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
159,0.27493858,0.27493858,0.13079849,0.084953666,0.084953666,0.084953666,0.084953666
160,0.35971236,0.35971236,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
161,0.35971236,0.35971236,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
162,0.35971236,0.35971236,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
163,0.35971236,0.35971236,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
164,0.35971236,0.35971236,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
165,0.35971236,0.35971236,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
166,0.35971236,0.35971236,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
167,0.35971236,0.35971236,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
168,0.23392576,0.23392576,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
169,0.23392576,0.23392576,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
170,0.23392576,0.23392576,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
171,0.23392576,0.23392576,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
172,0.23392576,0.23392576,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
173,0.23392576,0.23392576,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
174,0.23392576,0.23392576,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
175,0.23392576,0.23392576,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
176,0.1273827,0.1273827,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
177,0.1273827,0.1273827,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
178,0.1273827,0.1273827,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
179,0.1273827,0.1273827,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
180,0.1273827,0.1273827,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
181,0.1273827,0.1273827,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
182,0.1273827,0.1273827,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
183,0.1273827,0.1273827,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
184,0.1626041,0.1626041,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
185,0.1626041,0.1626041,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
186,0.1626041,0.1626041,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
187,0.1626041,0.1626041,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
188,0.1626041,0.1626041,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
189,0.1626041,0.1626041,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
190,0.1626041,0.1626041,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
191,0.1626041,0.1626041,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
192,0.27493858,0.27493858,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
193,0.27493858,0.27493858,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
194,0.27493858,0.27493858,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
195,0.27493858,0.27493858,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
196,0.27493858,0.27493858,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
197,0.27493858,0.27493858,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
198,0.27493858,0.27493858,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
199,0.27493858,0.27493858,0.2073872,0.084953666,0.084953666,0.084953666,0.084953666
200,0.35971236,0.35971236,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
201,0.35971236,0.35971236,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
202,0.35971236,0.35971236,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
203,0.35971236,0.35971236,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
204,0.35971236,0.35971236,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
205,0.35971236,0.35971236,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
206,0.35971236,0.35971236,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
207,0.35971236,0.35971236,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
208,0.23392576,0.23392576,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
209,0.23392576,0.23392576,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
210,0.23392576,0.23392576,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
211,0.23392576,0.23392576,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
212,0.23392576,0.23392576,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
213,0.23392576,0.23392576,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
214,0.23392576,0.23392576,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
215,0.23392576,0.23392576,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
216,0.1273827,0.1273827,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
217,0.1273827,0.1273827,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
218,0.1273827,0.1273827,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
219,0.1273827,0.1273827,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
220,0.1273827,0.1273827,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
221,0.1273827,0.1273827,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
222,0.1273827,0.1273827,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
223,0.1273827,0.1273827,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
224,0.1626041,0.1626041,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
225,0.1626041,0.1626041,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
226,0.1626041,0.1626041,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
227,0.1626041,0.1626041,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
228,0.1626041,0.1626041,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
229,0.1626041,0.1626041,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
230,0.1626041,0.1626041,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
231,0.1626041,0.1626041,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
232,0.27493858,0.27493858,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
233,0.27493858,0.27493858,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
234,0.27493858,0.27493858,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
235,0.27493858,0.27493858,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
236,0.27493858,0.27493858,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
237,0.27493858,0.27493858,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
238,0.27493858,0.27493858,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
239,0.27493858,0.27493858,0.18013851,0.084953666,0.084953666,0.084953666,0.084953666
240,0.35971236,0.35971236,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
241,0.35971236,0.35971236,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
242,0.35971236,0.35971236,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
243,0.35971236,0.35971236,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
244,0.35971236,0.35971236,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
245,0.35971236,0.35971236,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
246,0.35971236,0.35971236,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
247,0.35971236,0.35971236,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
248,0.23392576,0.23392576,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
249,0.23392576,0.23392576,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
250,0.23392576,0.23392576,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
251,0.23392576,0.23392576,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
252,0.23392576,0.23392576,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
253,0.23392576,0.23392576,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
254,0.23392576,0.23392576,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
255,0.23392576,0.23392576,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
256,0.1273827,0.1273827,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
257,0.1273827,0.1273827,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
258,0.1273827,0.1273827,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
259,0.1273827,0.1273827,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
260,0.1273827,0.1273827,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
261,0.1273827,0.1273827,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
262,0.1273827,0.1273827,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
263,0.1273827,0.1273827,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
264,0.1626041,0.1626041,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
265,0.1626041,0.1626041,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
266,0.1626041,0.1626041,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
267,0.1626041,0.1626041,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
268,0.1626041,0.1626041,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
269,0.1626041,0.1626041,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
270,0.1626041,0.1626041,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
271,0.1626041,0.1626041,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
272,0.27493858,0.27493858,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
273,0.27493858,0.27493858,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
274,0.27493858,0.27493858,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
275,0.27493858,0.27493858,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
276,0.27493858,0.27493858,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
277,0.27493858,0.27493858,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
278,0.27493858,0.27493858,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
279,0.27493858,0.27493858,0.13079849,0.06780603,0.06780603,0.06780603,0.06780603
280,0.35971236,0.35971236,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
281,0.35971236,0.35971236,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
282,0.35971236,0.35971236,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
283,0.35971236,0.35971236,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
284,0.35971236,0.35971236,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
285,0.35971236,0.35971236,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
286,0.35971236,0.35971236,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
287,0.35971236,0.35971236,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
288,0.23392576,0.23392576,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
289,0.23392576,0.23392576,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
290,0.23392576,0.23392576,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
291,0.23392576,0.23392576,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
292,0.23392576,0.23392576,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
293,0.23392576,0.23392576,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
294,0.23392576,0.23392576,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
295,0.23392576,0.23392576,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
296,0.1273827,0.1273827,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
297,0.1273827,0.1273827,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
298,0.1273827,0.1273827,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
299,0.1273827,0.1273827,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
300,0.1273827,0.1273827,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
301,0.1273827,0.1273827,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
302,0.1273827,0.1273827,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
303,0.1273827,0.1273827,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
304,0.1626041,0.1626041,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
305,0.1626041,0.1626041,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
306,0.1626041,0.1626041,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
307,0.1626041,0.1626041,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
308,0.1626041,0.1626041,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
309,0.1626041,0.1626041,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
310,0.1626041,0.1626041,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
311,0.1626041,0.1626041,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
312,0.27493858,0.27493858,0.2073872,0.06780603,0.06780603,0.06780603,0.06780603
