,photo_A1,photo_A2,photo_B,photo_X1,photo_X2,photo_X3,photo_X4
227,0.30728492,0.30728492,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703
228,0.30728492,0.30728492,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703
229,0.30728492,0.30728492,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703
230,0.30728492,0.30728492,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703
231,0.30728492,0.30728492,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703
232,0.32346746,0.32346746,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703
233,0.32346746,0.32346746,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703
234,0.32346746,0.32346746,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703
235,0.32346746,0.32346746,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703
236,0.32346746,0.32346746,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703
237,0.32346746,0.32346746,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703
238,0.32346746,0.32346746,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703
239,0.32346746,0.32346746,0.14878257,0.14601703,0.14601703,0.14601703,0.14601703
240,0.21369803,0.21369803,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
241,0.21369803,0.21369803,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
242,0.21369803,0.21369803,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
243,0.21369803,0.21369803,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
244,0.21369803,0.21369803,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
245,0.21369803,0.21369803,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
246,0.21369803,0.21369803,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
247,0.21369803,0.21369803,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
248,0.24808288,0.24808288,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
249,0.24808288,0.24808288,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
250,0.24808288,0.24808288,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
251,0.24808288,0.24808288,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
252,0.24808288,0.24808288,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
253,0.24808288,0.24808288,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
254,0.24808288,0.24808288,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
255,0.24808288,0.24808288,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
256,0.24078286,0.24078286,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
257,0.24078286,0.24078286,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
258,0.24078286,0.24078286,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
259,0.24078286,0.24078286,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
260,0.24078286,0.24078286,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
261,0.24078286,0.24078286,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
262,0.24078286,0.24078286,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
263,0.24078286,0.24078286,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
264,0.30728492,0.30728492,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
265,0.30728492,0.30728492,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
266,0.30728492,0.30728492,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
267,0.30728492,0.30728492,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
268,0.30728492,0.30728492,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
269,0.30728492,0.30728492,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
270,0.30728492,0.30728492,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
271,0.30728492,0.30728492,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
272,0.32346746,0.32346746,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
273,0.32346746,0.32346746,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
274,0.32346746,0.32346746,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
275,0.32346746,0.32346746,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
276,0.32346746,0.32346746,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
277,0.32346746,0.32346746,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
278,0.32346746,0.32346746,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
279,0.32346746,0.32346746,0.2188383,0.1841114,0.1841114,0.1841114,0.1841114
280,0.21369803,0.21369803,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
281,0.21369803,0.21369803,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
282,0.21369803,0.21369803,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
283,0.21369803,0.21369803,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
284,0.21369803,0.21369803,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
285,0.21369803,0.21369803,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
286,0.21369803,0.21369803,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
287,0.21369803,0.21369803,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
288,0.24808288,0.24808288,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
289,0.24808288,0.24808288,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
290,0.24808288,0.24808288,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
291,0.24808288,0.24808288,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
292,0.24808288,0.24808288,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
293,0.24808288,0.24808288,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
294,0.24808288,0.24808288,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
295,0.24808288,0.24808288,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
296,0.24078286,0.24078286,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
297,0.24078286,0.24078286,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
298,0.24078286,0.24078286,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
299,0.24078286,0.24078286,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
300,0.24078286,0.24078286,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
301,0.24078286,0.24078286,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
302,0.24078286,0.24078286,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
303,0.24078286,0.24078286,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
304,0.30728492,0.30728492,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
305,0.30728492,0.30728492,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
306,0.30728492,0.30728492,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
307,0.30728492,0.30728492,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
308,0.30728492,0.30728492,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
309,0.30728492,0.30728492,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
310,0.30728492,0.30728492,0.15193579,0.1841114,0.1841114,0.1841114,0.1841114
